player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,team,opponent,home
Chase Reynolds,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lorenzo Taliaferro,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Zach Zenner,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jalston Fowler,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
George Atkinson III,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Javorius Allen,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fitzgerald Toussaint,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Orleans Darkwa,RB,1.0,,,,,,,0.0,,9,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Mathews,RB,1.0,,,,,,,27.9,,10,2016,19.0,109.0,5.7,21.0,2.0,2.0,2.0,2.0,30.0,15.0,0.0,0.0,,,
DeMarco Murray,RB,1.0,,,,,,,26.0,,10,2016,17.0,123.0,7.2,75.0,1.0,1.0,2.0,3.0,33.0,16.5,0.0,0.0,,,
LeGarrette Blount,RB,1.0,,,,,,,24.9,,10,2016,21.0,69.0,3.3,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bilal Powell,RB,1.0,,,,,,,14.9,,10,2016,4.0,37.0,9.3,17.0,0.0,0.0,7.0,7.0,52.0,7.4,1.0,0.0,,,
Rashad Jennings,RB,1.0,,,,,,,10.9,,10,2016,15.0,87.0,5.8,25.0,2.0,0.0,3.0,6.0,22.0,7.3,0.0,0.0,,,
Matt Forte,RB,1.0,,,,,,,10.9,,10,2016,20.0,98.0,4.9,28.0,2.0,0.0,2.0,3.0,11.0,5.5,0.0,0.0,,,
Doug Martin,RB,1.0,,,,,,,10.6,,10,2016,16.0,33.0,2.1,10.0,0.0,1.0,1.0,2.0,13.0,13.0,0.0,0.0,,,
Jeremy Hill,RB,1.0,,,,,,,10.6,,10,2016,15.0,46.0,3.1,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
James Starks,RB,1.0,,,,,,,10.4,,10,2016,7.0,33.0,4.7,11.0,0.0,0.0,3.0,4.0,11.0,3.7,1.0,0.0,,,
Robert Kelley,RB,1.0,,,,,,,9.5,,10,2016,22.0,97.0,4.4,21.0,1.0,0.0,1.0,1.0,-2.0,-2.0,0.0,0.0,,,
Kenneth Dixon,RB,1.0,,,,,,,8.0,,10,2016,6.0,38.0,6.3,11.0,0.0,0.0,5.0,7.0,42.0,8.4,0.0,0.0,,,
Terrance West,RB,1.0,,,,,,,7.7,,10,2016,21.0,65.0,3.1,17.0,0.0,0.0,1.0,2.0,12.0,12.0,0.0,0.0,,,
Matt Asiata,RB,1.0,,,,,,,7.5,,10,2016,9.0,13.0,1.4,6.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,,,
Spencer Ware,RB,1.0,,,,,,,7.2,,10,2016,13.0,61.0,4.7,12.0,0.0,0.0,3.0,3.0,11.0,3.7,0.0,0.0,,,
Tim Hightower,RB,1.0,,,,,,,5.5,,10,2016,8.0,21.0,2.6,3.0,0.0,0.0,2.0,2.0,34.0,17.0,0.0,0.0,,,
Isaiah Crowell,RB,1.0,,,,,,,5.3,,10,2016,9.0,23.0,2.6,9.0,0.0,0.0,3.0,5.0,30.0,10.0,0.0,0.0,,,
Akeem Hunt,RB,1.0,,,,,,,5.3,,10,2016,8.0,52.0,6.5,17.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,,,
Benny Cunningham Jr.,RB,1.0,,,,,,,4.7,,10,2016,6.0,40.0,6.7,24.0,1.0,0.0,3.0,5.0,7.0,2.3,0.0,0.0,,,
Chris Ivory,RB,1.0,,,,,,,4.1,,10,2016,9.0,31.0,3.4,13.0,0.0,0.0,2.0,3.0,10.0,5.0,0.0,0.0,,,
Jonathan Stewart,RB,1.0,,,,,,,3.9,,10,2016,13.0,39.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Travaris Cadet,RB,1.0,,,,,,,2.6,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,26.0,13.0,0.0,0.0,,,
Jeremy Langford,RB,1.0,,,,,,,2.6,,10,2016,2.0,16.0,8.0,13.0,0.0,0.0,4.0,5.0,10.0,2.5,0.0,0.0,,,
Christine Michael,RB,1.0,,,,,,,2.6,,10,2016,5.0,22.0,4.4,9.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,,,
Alfred Blue,RB,1.0,,,,,,,2.3,,10,2016,7.0,23.0,3.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kapri Bibbs,RB,1.0,,,,,,,2.2,,10,2016,7.0,22.0,3.1,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Ka'Deem Carey,RB,1.0,,,,,,,1.5,,10,2016,2.0,-1.0,-0.5,1.0,0.0,0.0,1.0,1.0,16.0,16.0,0.0,0.0,,,
Fozzy Whittaker,RB,1.0,,,,,,,1.4,,10,2016,2.0,5.0,2.5,7.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,,,
DuJuan Harris,RB,1.0,,,,,,,1.4,,10,2016,5.0,14.0,2.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike James,RB,1.0,,,,,,,1.2,,10,2016,2.0,7.0,3.5,8.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,,,
Charcandrick West,RB,1.0,,,,,,,1.0,,10,2016,2.0,5.0,2.5,3.0,0.0,0.0,3.0,3.0,5.0,1.7,0.0,0.0,,,
C.J. Spiller,RB,1.0,,,,,,,0.4,,10,2016,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Paul Lasike,RB,1.0,,,,,,,0.3,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,,,
Javorius Allen,RB,1.0,,,,,,,0.3,,10,2016,2.0,3.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ronnie Hillman,RB,1.0,,,,,,,0.2,,10,2016,4.0,2.0,0.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Denard Robinson,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Cory Harkey,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kerwynn Williams,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Knile Davis,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Shaun Draughn,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Will Tukuafu,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lance Dunbar,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Bobby Rainey,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
John Kuhn,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike Tolbert,RB,1.0,,,,,,,0.0,,10,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stepfan Taylor,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joe Kerridge,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mack Brown,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kenneth Farrow,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Taiwan Jones,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Antonio Andrews,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Hewitt,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jay Prosch,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chase Reynolds,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Lorenzo Taliaferro,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jalston Fowler,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aaron Ripkowski,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fitzgerald Toussaint,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Orleans Darkwa,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
George Atkinson III,RB,1.0,,,,,,,0.0,,10,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terron Ward,RB,1.0,,,,,,,-0.1,,10,2016,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Andre Ellington,RB,1.0,,,,,,,-0.1,,10,2016,2.0,-1.0,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Robert Kelley,RB,1.0,,,,,,,31.7,,11,2016,24.0,137.0,5.7,66.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
Rashad Jennings,RB,1.0,,,,,,,18.9,,11,2016,21.0,85.0,4.0,21.0,1.0,1.0,5.0,6.0,44.0,8.8,0.0,0.0,,,
DeMarco Murray,RB,1.0,,,,,,,13.9,,11,2016,21.0,70.0,3.3,8.0,0.0,0.0,3.0,3.0,9.0,3.0,1.0,0.0,,,
James Starks,RB,1.0,,,,,,,13.1,,11,2016,9.0,25.0,2.8,8.0,0.0,0.0,5.0,6.0,46.0,9.2,1.0,0.0,,,
Tim Hightower,RB,1.0,,,,,,,12.6,,11,2016,12.0,69.0,5.8,27.0,1.0,0.0,8.0,9.0,57.0,7.1,0.0,0.0,,,
LeGarrette Blount,RB,1.0,,,,,,,12.4,,11,2016,19.0,124.0,6.5,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrance West,RB,1.0,,,,,,,11.3,,11,2016,8.0,42.0,5.3,18.0,0.0,1.0,1.0,2.0,11.0,11.0,0.0,0.0,,,
Doug Martin,RB,1.0,,,,,,,10.5,,11,2016,24.0,63.0,2.6,12.0,0.0,0.0,3.0,4.0,42.0,14.0,0.0,0.0,,,
Shaun Draughn,RB,1.0,,,,,,,10.3,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,43.0,14.3,1.0,0.0,,,
Jonathan Stewart,RB,1.0,,,,,,,9.9,,11,2016,18.0,31.0,1.7,10.0,0.0,1.0,1.0,4.0,8.0,8.0,0.0,0.0,,,
Jeremy Langford,RB,1.0,,,,,,,9.8,,11,2016,6.0,8.0,1.3,6.0,0.0,1.0,3.0,3.0,30.0,10.0,0.0,0.0,,,
Chris Ivory,RB,1.0,,,,,,,9.4,,11,2016,17.0,39.0,2.3,8.0,0.0,0.0,6.0,6.0,75.0,12.5,0.0,1.0,,,
Thomas Rawls,RB,1.0,,,,,,,8.8,,11,2016,14.0,57.0,4.1,18.0,0.0,0.0,3.0,4.0,31.0,10.3,0.0,0.0,,,
Matt Asiata,RB,1.0,,,,,,,8.7,,11,2016,5.0,20.0,4.0,9.0,0.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,,,
Spencer Ware,RB,1.0,,,,,,,8.5,,11,2016,17.0,69.0,4.1,15.0,0.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,,,
Mike Gillislee,RB,1.0,,,,,,,7.2,,11,2016,14.0,72.0,5.1,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Robert Turbin,RB,1.0,,,,,,,6.4,,11,2016,2.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jeremy Hill,RB,1.0,,,,,,,6.3,,11,2016,16.0,62.0,3.9,20.0,1.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,,,
Charcandrick West,RB,1.0,,,,,,,4.2,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,42.0,14.0,0.0,0.0,,,
Kenneth Dixon,RB,1.0,,,,,,,4.0,,11,2016,6.0,40.0,6.7,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Ryan Mathews,RB,1.0,,,,,,,3.1,,11,2016,7.0,31.0,4.4,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Denard Robinson,RB,1.0,,,,,,,2.5,,11,2016,3.0,21.0,7.0,9.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,,,
Andre Ellington,RB,1.0,,,,,,,2.3,,11,2016,5.0,21.0,4.2,8.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,,,
Isaiah Crowell,RB,1.0,,,,,,,2.3,,11,2016,8.0,10.0,1.3,6.0,0.0,0.0,5.0,5.0,13.0,2.6,0.0,0.0,,,
Reggie Bush,RB,1.0,,,,,,,2.1,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,21.0,10.5,0.0,0.0,,,
Mike Tolbert,RB,1.0,,,,,,,1.6,,11,2016,2.0,-1.0,-0.5,0.0,0.0,0.0,1.0,2.0,17.0,17.0,0.0,0.0,,,
Lance Dunbar,RB,1.0,,,,,,,1.6,,11,2016,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,14.0,7.0,0.0,0.0,,,
John Kuhn,RB,1.0,,,,,,,1.2,,11,2016,2.0,3.0,1.5,2.0,0.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,,,
Ronnie Hillman,RB,1.0,,,,,,,0.9,,11,2016,2.0,9.0,4.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aaron Ripkowski,RB,1.0,,,,,,,0.9,,11,2016,2.0,9.0,4.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike James,RB,1.0,,,,,,,0.9,,11,2016,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Paul Lasike,RB,1.0,,,,,,,0.5,,11,2016,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
DuJuan Harris,RB,1.0,,,,,,,0.4,,11,2016,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Benny Cunningham Jr.,RB,1.0,,,,,,,0.4,,11,2016,2.0,7.0,3.5,6.0,0.0,0.0,1.0,2.0,-3.0,-3.0,0.0,0.0,,,
Marcus Murphy,RB,1.0,,,,,,,0.3,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,,,
Will Tukuafu,RB,1.0,,,,,,,0.2,,11,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jerome Felton,RB,1.0,,,,,,,0.2,,11,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jay Prosch,RB,1.0,,,,,,,0.2,,11,2016,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jordan Todman,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Cory Harkey,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fozzy Whittaker,RB,1.0,,,,,,,0.0,,11,2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stepfan Taylor,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kerwynn Williams,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Knile Davis,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bobby Rainey,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Joe Kerridge,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mack Brown,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Josh Ferguson,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Hewitt,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Antonio Andrews,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ka'Deem Carey,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chase Reynolds,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Zach Zenner,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jalston Fowler,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Corey Grant,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
George Atkinson III,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Javorius Allen,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Orleans Darkwa,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fitzgerald Toussaint,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Akeem Hunt,RB,1.0,,,,,,,-0.2,,11,2016,5.0,-2.0,-0.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tyler Ervin,RB,1.0,,,,,,,-2.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Cordarrelle Patterson,RB,1.0,,,,,,,0.0,,11,2016,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,53.0,13.3,0.0,0.0,ATL,BYE,
Jonathan Stewart,RB,1.0,,,,,,,21.6,,12,2016,17.0,96.0,5.6,47.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Tim Hightower,RB,1.0,,,,,,,16.5,,12,2016,15.0,51.0,3.4,30.0,1.0,0.0,2.0,2.0,54.0,27.0,1.0,0.0,,,
Chris Ivory,RB,1.0,,,,,,,11.5,,12,2016,9.0,44.0,4.9,14.0,0.0,1.0,1.0,1.0,11.0,11.0,0.0,0.0,,,
Matt Asiata,RB,1.0,,,,,,,10.1,,12,2016,5.0,27.0,5.4,15.0,0.0,1.0,3.0,3.0,14.0,4.7,0.0,0.0,,,
Spencer Ware,RB,1.0,,,,,,,9.6,,12,2016,17.0,64.0,3.8,7.0,0.0,0.0,2.0,2.0,32.0,16.0,0.0,0.0,,,
DeMarco Murray,RB,1.0,,,,,,,8.4,,12,2016,17.0,43.0,2.5,10.0,0.0,0.0,5.0,5.0,41.0,8.2,0.0,0.0,,,
Jeremy Hill,RB,1.0,,,,,,,8.2,,12,2016,12.0,21.0,1.8,7.0,0.0,0.0,6.0,6.0,61.0,10.2,0.0,0.0,,,
Kenneth Dixon,RB,1.0,,,,,,,8.0,,12,2016,13.0,49.0,3.8,15.0,0.0,0.0,4.0,4.0,31.0,7.8,0.0,0.0,,,
Aaron Ripkowski,RB,1.0,,,,,,,7.6,,12,2016,3.0,1.0,0.3,2.0,0.0,1.0,2.0,2.0,15.0,7.5,0.0,0.0,,,
Isaiah Crowell,RB,1.0,,,,,,,7.1,,12,2016,16.0,44.0,2.8,9.0,0.0,0.0,6.0,7.0,47.0,7.8,0.0,1.0,,,
Doug Martin,RB,1.0,,,,,,,7.0,,12,2016,23.0,87.0,3.8,11.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,1.0,,,
James Starks,RB,1.0,,,,,,,6.8,,12,2016,17.0,41.0,2.4,8.0,0.0,0.0,5.0,5.0,27.0,5.4,0.0,0.0,,,
LeGarrette Blount,RB,1.0,,,,,,,6.7,,12,2016,11.0,67.0,6.1,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Terrance West,RB,1.0,,,,,,,6.4,,12,2016,13.0,48.0,3.7,16.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,,,
Rashad Jennings,RB,1.0,,,,,,,5.9,,12,2016,15.0,55.0,3.7,11.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,,,
Matt Forte,RB,1.0,,,,,,,5.0,,12,2016,13.0,27.0,2.1,6.0,0.0,0.0,3.0,4.0,23.0,7.7,0.0,0.0,,,
Shaun Draughn,RB,1.0,,,,,,,4.9,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,49.0,8.2,0.0,0.0,,,
Bilal Powell,RB,1.0,,,,,,,4.3,,12,2016,8.0,36.0,4.5,7.0,0.0,0.0,1.0,3.0,7.0,7.0,0.0,0.0,,,
Robert Kelley,RB,1.0,,,,,,,4.2,,12,2016,14.0,37.0,2.6,8.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,,,
Denard Robinson,RB,1.0,,,,,,,3.9,,12,2016,13.0,39.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Thomas Rawls,RB,1.0,,,,,,,3.8,,12,2016,12.0,38.0,3.2,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Jordan Todman,RB,1.0,,,,,,,3.7,,12,2016,3.0,37.0,12.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fitzgerald Toussaint,RB,1.0,,,,,,,2.8,,12,2016,6.0,28.0,4.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kapri Bibbs,RB,1.0,,,,,,,2.2,,12,2016,9.0,22.0,2.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andre Ellington,RB,1.0,,,,,,,1.9,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.0,9.5,0.0,0.0,,,
Akeem Hunt,RB,1.0,,,,,,,1.9,,12,2016,2.0,19.0,9.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Robert Turbin,RB,1.0,,,,,,,1.8,,12,2016,2.0,20.0,10.0,18.0,0.0,0.0,2.0,3.0,-2.0,-1.0,0.0,0.0,,,
Ka'Deem Carey,RB,1.0,,,,,,,1.8,,12,2016,1.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,,,
DuJuan Harris,RB,1.0,,,,,,,1.5,,12,2016,2.0,15.0,7.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike Tolbert,RB,1.0,,,,,,,1.4,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,,,
Jonathan Grimes,RB,1.0,,,,,,,1.4,,12,2016,2.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Fozzy Whittaker,RB,1.0,,,,,,,1.4,,12,2016,4.0,14.0,3.5,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,
Benny Cunningham Jr.,RB,1.0,,,,,,,1.2,,12,2016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,,,
Charcandrick West,RB,1.0,,,,,,,0.8,,12,2016,3.0,8.0,2.7,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
John Kuhn,RB,1.0,,,,,,,0.7,,12,2016,1.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,,,
