player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,team,position,week,year,opponent,home
Jeremiah Johnson,3.0,-2.0,-0.7,5.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Spencer Larsen,5.0,13.0,2.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Ryan Torain,5.0,4.0,0.8,5.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
LeGarrette Blount,18.0,107.0,5.9,54.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Joe McKnight,16.0,59.0,3.7,11.0,0.0,0.0,6.0,7.0,62.0,10.3,0.0,1.0,1.0,0.0,FA,RB,11,2011,,
James Starks,11.0,38.0,3.5,20.0,0.0,0.0,6.0,6.0,53.0,8.8,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Kendall Hunter,11.0,27.0,2.5,9.0,0.0,0.0,1.0,1.0,15.0,15.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Shane Vereen,8.0,39.0,4.9,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
DeMarco Murray,25.0,73.0,2.9,8.0,0.0,0.0,6.0,7.0,32.0,5.3,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jacquizz Rodgers,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Daniel Thomas,15.0,50.0,3.3,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,27.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Josh Vaughan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Deji Karim,4.0,1.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jacob Hester,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jackie Battle,8.0,33.0,4.1,19.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Fred Jackson,7.0,17.0,2.4,6.0,0.0,0.0,5.0,5.0,50.0,10.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Felix Jones,5.0,18.0,3.6,9.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Justin Forsett,4.0,31.0,7.8,22.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jason Snelling,7.0,11.0,1.6,4.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jonathan Stewart,8.0,22.0,2.8,5.0,0.0,0.0,6.0,6.0,87.0,14.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
John Kuhn,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Jerome Felton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
DeAngelo Williams,10.0,73.0,7.3,29.0,0.0,0.0,1.0,1.0,32.0,32.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Brian Leonard,2.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,57.0,11.4,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Brandon Jacobs,12.0,21.0,1.8,9.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Bernard Scott,9.0,40.0,4.4,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
BenJarvus Green-Ellis,20.0,81.0,4.1,12.0,0.0,0.0,1.0,2.0,25.0,25.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Danny Woodhead,5.0,27.0,5.4,12.0,0.0,0.0,2.0,4.0,28.0,14.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Cedric Benson,15.0,41.0,2.7,9.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Chris Ogbonnaya,21.0,115.0,5.5,40.0,0.0,1.0,2.0,3.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Chris Johnson,12.0,13.0,1.1,6.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Kevin Smith,16.0,140.0,8.8,43.0,0.0,2.0,4.0,4.0,61.0,15.3,1.0,0.0,1.0,0.0,FA,RB,11,2011,,
Anthony Dixon,7.0,32.0,4.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Stefan Logan,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Shonn Greene,3.0,10.0,3.3,5.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Ryan Grant,4.0,16.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Ronnie Brown,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Tashard Choice,6.0,7.0,1.2,9.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Reggie Bush,15.0,32.0,2.1,11.0,0.0,1.0,4.0,5.0,34.0,8.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Ray Rice,20.0,104.0,5.2,59.0,0.0,2.0,5.0,10.0,43.0,8.6,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Steven Jackson,15.0,42.0,2.8,19.0,0.0,0.0,3.0,5.0,19.0,6.3,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Toby Gerhart,7.0,18.0,2.6,8.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Dexter McCluster,9.0,45.0,5.0,9.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Ryan Mathews,13.0,37.0,2.8,23.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,1.0,1.0,0.0,FA,RB,11,2011,,
C.J. Spiller,3.0,2.0,0.7,1.0,0.0,0.0,2.0,4.0,18.0,9.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Willis McGahee,12.0,18.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,11,2011,,
Vonta Leach,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Lex Hilliard,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Leon Washington,6.0,-3.0,-0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Marcel Reece,6.0,45.0,7.5,20.0,0.0,0.0,2.0,3.0,16.0,8.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
LaRod Stephens-Howling,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Montell Owens,2.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Mike Tolbert,3.0,14.0,4.7,8.0,0.0,0.0,5.0,7.0,24.0,4.8,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Michael Bush,30.0,109.0,3.6,28.0,0.0,1.0,2.0,2.0,20.0,10.0,0.0,1.0,1.0,0.0,FA,RB,11,2011,,
Maurice Jones-Drew,21.0,87.0,4.1,14.0,0.0,1.0,4.0,6.0,31.0,7.8,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Matt Forte,20.0,57.0,2.9,13.0,0.0,0.0,4.0,5.0,26.0,6.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Marshawn Lynch,27.0,88.0,3.3,12.0,0.0,1.0,2.0,2.0,1.0,0.5,0.0,0.0,1.0,0.0,FA,RB,11,2011,,
Adrian Peterson,6.0,26.0,4.3,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.6,SEA,RB,11,2011,LAR,False
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,11,2011,LAR,False
Taiwan Jones,2.0,3.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,BUF,RB,11,2011,MIA,False
Mark Ingram II,13.0,80.0,6.2,35.0,0.0,1.0,2.0,3.0,14.0,7.0,0.0,0.0,1.0,15.4,NO,RB,12,2011,NYG,True
LeSean McCoy,10.0,31.0,3.1,22.0,0.0,1.0,4.0,7.0,30.0,7.5,0.0,0.0,1.0,12.1,FA,RB,12,2011,,
Frank Gore,14.0,39.0,2.8,9.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,1.0,4.8,FA,RB,12,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.4,FA,RB,12,2011,,
Da'Rel Scott,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,FA,RB,12,2011,,
Evan Royster,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Alfonso Smith,3.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Henry Hynoski,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Phillip Tanner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Roy Helu,23.0,108.0,4.7,28.0,0.0,1.0,7.0,7.0,54.0,7.7,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Stevan Ridley,4.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Isaac Redman,3.0,22.0,7.3,14.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
John Conner,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Keiland Williams,2.0,19.0,9.5,16.0,0.0,1.0,4.0,4.0,33.0,8.3,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jeremiah Johnson,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,24.0,12.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Lance Ball,4.0,19.0,4.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Spencer Larsen,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Cedric Peerman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
LeGarrette Blount,20.0,103.0,5.2,16.0,0.0,0.0,3.0,3.0,56.0,18.7,0.0,2.0,1.0,0.0,FA,RB,12,2011,,
Joe McKnight,4.0,21.0,5.3,9.0,0.0,0.0,3.0,3.0,19.0,6.3,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
James Starks,4.0,19.0,4.8,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Kendall Hunter,4.0,14.0,3.5,9.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Delone Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Shane Vereen,7.0,18.0,2.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
DeMarco Murray,22.0,87.0,4.0,18.0,0.0,0.0,4.0,4.0,41.0,10.3,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jacquizz Rodgers,3.0,19.0,6.3,8.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Daniel Thomas,6.0,25.0,4.2,11.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Darrel Young,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,11.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Josh Vaughan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Antone Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Erik Lorig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Deji Karim,2.0,-2.0,-1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Anthony Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jacob Hester,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jackie Battle,9.0,20.0,2.2,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Greg Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Felix Jones,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Donald Brown,14.0,80.0,5.7,17.0,0.0,1.0,1.0,1.0,17.0,17.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
DeAngelo Williams,15.0,69.0,4.6,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Justin Forsett,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jonathan Stewart,10.0,70.0,7.0,13.0,0.0,0.0,3.0,4.0,12.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
John Kuhn,5.0,5.0,1.0,3.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jason Snelling,3.0,7.0,2.3,3.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Darren Sproles,8.0,54.0,6.8,23.0,0.0,0.0,2.0,5.0,28.0,14.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Kevin Smith,7.0,36.0,5.1,15.0,0.0,0.0,3.0,3.0,21.0,7.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Brian Leonard,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Brandon Jacobs,13.0,46.0,3.5,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Bernard Scott,4.0,1.0,0.3,6.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
BenJarvus Green-Ellis,14.0,44.0,3.1,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Arian Foster,22.0,65.0,3.0,43.0,0.0,1.0,7.0,9.0,24.0,3.4,0.0,1.0,1.0,0.0,FA,RB,12,2011,,
Danny Woodhead,4.0,20.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Chris Pressley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Chris Ogbonnaya,3.0,16.0,5.3,11.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Chris Johnson,23.0,190.0,8.3,34.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,FA,RB,12,2011,,
Cedric Benson,21.0,106.0,5.0,33.0,0.0,1.0,4.0,5.0,24.0,6.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Toby Gerhart,17.0,44.0,2.6,12.0,0.0,1.0,2.0,3.0,19.0,9.5,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Stefan Logan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Shonn Greene,13.0,78.0,6.0,18.0,0.0,0.0,3.0,4.0,12.0,4.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Ryan Grant,6.0,20.0,3.3,6.0,0.0,0.0,3.0,3.0,20.0,6.7,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Ronnie Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Reggie Bush,16.0,61.0,3.8,14.0,0.0,0.0,3.0,4.0,35.0,11.7,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Steven Jackson,17.0,64.0,3.8,19.0,0.0,0.0,3.0,3.0,14.0,4.7,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Ray Rice,21.0,59.0,2.8,10.0,0.0,0.0,3.0,3.0,24.0,8.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Rashard Mendenhall,17.0,57.0,3.4,16.0,0.0,0.0,2.0,2.0,10.0,5.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Pierre Thomas,8.0,63.0,7.9,16.0,0.0,1.0,3.0,3.0,47.0,15.7,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Peyton Hillis,19.0,65.0,3.4,10.0,0.0,0.0,2.0,2.0,-4.0,-2.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Tashard Choice,2.0,-8.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Ben Tate,5.0,26.0,5.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Dexter McCluster,9.0,28.0,3.1,9.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Ryan Mathews,22.0,137.0,6.2,39.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Jonathan Dwyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
C.J. Spiller,19.0,55.0,2.9,9.0,0.0,0.0,3.0,3.0,15.0,5.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Willis McGahee,23.0,117.0,5.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Vonta Leach,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Le'Ron McClain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Lex Hilliard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Leon Washington,4.0,9.0,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
LaRod Stephens-Howling,2.0,9.0,4.5,5.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Korey Hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Marcel Reece,2.0,0.0,0.0,3.0,0.0,0.0,5.0,7.0,92.0,18.4,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Montell Owens,2.0,-2.0,-1.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Mike Tolbert,11.0,44.0,4.0,11.0,0.0,0.0,3.0,4.0,19.0,6.3,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Mike Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Michael Robinson,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Michael Bush,24.0,69.0,2.9,14.0,0.0,1.0,4.0,4.0,24.0,6.0,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Maurice Jones-Drew,18.0,99.0,5.5,29.0,0.0,0.0,4.0,6.0,67.0,16.8,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Matt Forte,12.0,59.0,4.9,33.0,0.0,0.0,6.0,10.0,25.0,4.2,0.0,0.0,1.0,0.0,FA,RB,12,2011,,
Marshawn Lynch,24.0,111.0,4.6,12.0,0.0,0.0,1.0,3.0,20.0,20.0,1.0,0.0,1.0,0.0,FA,RB,12,2011,,
Nick Bellore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SEA,RB,12,2011,WAS,True
LeSean McCoy,17.0,84.0,4.9,20.0,0.0,1.0,4.0,5.0,49.0,12.3,1.0,0.0,1.0,25.3,FA,RB,13,2011,,
Frank Gore,21.0,73.0,3.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.3,FA,RB,13,2011,,
Shaun Chapas,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Bruce Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Evan Royster,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Dion Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Owen Marecic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Jed Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Alfonso Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Henry Hynoski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Tyler Clutts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
DuJuan Harris,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Roy Helu,23.0,100.0,4.3,22.0,0.0,1.0,4.0,6.0,42.0,10.5,0.0,1.0,1.0,0.0,FA,RB,13,2011,,
Stevan Ridley,8.0,33.0,4.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
Isaac Redman,8.0,51.0,6.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
John Conner,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,FA,RB,13,2011,,
