player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Aldrick Rosas,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,1.8,FA,17,K,,
Brandon McManus,3,4,75.0,51,0,0,0,2,1,1,1,1,14.0,44.3,DEN,17,K,LV,True
Eddy Pineiro,4,4,100.0,34,0,2,2,0,0,1,1,1,13.0,0.2,NYJ,17,K,BUF,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,17,K,BUF,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,17,K,BUF,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,17,K,BUF,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,17,K,BUF,False
Jake Elliott,2,2,100.0,50,0,0,1,0,1,4,4,1,12.0,22.5,PHI,17,K,NYG,False
Mason Crosby,3,4,75.0,40,0,0,2,1,0,2,2,1,12.0,40.7,GB,17,K,DET,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,17,K,DET,False
Matt Prater,2,2,100.0,56,0,0,0,1,1,2,2,1,11.0,52.8,ARI,17,K,LAR,False
Randy Bullock,2,2,100.0,47,0,0,0,2,0,3,4,1,11.0,10.8,TEN,17,K,HOU,False
Sam Ficken,2,4,50.0,47,0,0,1,1,0,1,1,1,8.0,0.1,TEN,17,K,HOU,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,17,K,HOU,False
Dustin Hopkins,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,14.5,LAC,17,K,KC,False
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,17,K,KC,False
Chase McLaughlin,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,7.1,CLE,17,K,CIN,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,17,K,CIN,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,17,K,CIN,False
Robbie Gould,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,22.5,SF,17,K,SEA,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,17,K,SEA,False
Jason Sanders,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,22.6,MIA,17,K,NE,False
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,17,K,NE,False
Daniel Carlson,3,4,75.0,33,0,2,1,0,0,0,0,1,9.0,74.3,LV,17,K,DEN,False
Harrison Butker,1,1,100.0,40,0,0,0,1,0,4,4,1,8.0,76.6,KC,17,K,LAC,True
Greg Zuerlein,1,2,50.0,47,0,0,0,1,0,4,4,1,8.0,74.2,DAL,17,K,WAS,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,17,K,WAS,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,17,K,WAS,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,17,K,WAS,True
Zane Gonzalez,1,1,100.0,31,0,0,1,0,0,3,3,1,6.0,2.6,CAR,17,K,NO,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,17,K,NO,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,17,K,NO,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,17,K,NO,True
Nick Folk,1,1,100.0,25,0,1,0,0,0,3,3,1,6.0,81.8,NE,17,K,MIA,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,17,K,MIA,True
Austin Seibert,1,1,100.0,42,0,0,0,1,0,2,3,1,6.0,0.1,DET,17,K,GB,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,17,K,GB,True
Wil Lutz,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,3.3,NO,17,K,CAR,False
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,17,K,CAR,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,69.1,MIN,17,K,CHI,True
Joey Slye,1,1,100.0,23,0,1,0,0,0,1,1,1,4.0,1.6,WAS,17,K,DAL,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,17,K,DAL,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,17,K,DAL,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,17,K,DAL,False
Chris Boswell,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,51.0,PIT,17,K,BAL,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,BAL,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,BAL,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,17,K,BAL,False
Jason Myers,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,22.1,SEA,17,K,SF,True
Michael Badgley,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,19.9,IND,17,K,JAC,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,17,K,JAC,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,17,K,JAC,False
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.8,HOU,17,K,TEN,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,17,K,IND,True
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,17,K,CLE,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,17,K,ATL,True
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,17,K,ATL,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,17,K,ATL,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,17,K,NYJ,True
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,17,K,PHI,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,17,K,PHI,True
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,17,K,MIN,False
