player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home
Dan Bailey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,4,K,,
Matt Gay,2,2,100.0,58,0,1,0,0,1,7,7,1,15.0,89.8,LAR,4,K,TB,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,4,K,TB,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,4,K,TB,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,4,K,TB,True
Wil Lutz,4,4,100.0,42,1,1,0,2,0,0,0,1,14.0,3.3,NO,4,K,DAL,True
Brett Maher,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,1.9,NO,4,K,DAL,True
Joey Slye,3,3,100.0,55,0,1,0,1,1,1,1,1,13.0,1.6,WAS,4,K,NYG,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,4,K,NYG,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,NYG,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,NYG,False
Greg Zuerlein,2,2,100.0,58,0,0,0,1,1,4,4,1,13.0,74.2,DAL,4,K,NO,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,4,K,NO,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,NO,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,NO,False
Harrison Butker,2,3,66.7,44,0,1,0,1,0,4,4,1,11.0,76.6,KC,4,K,DET,False
Austin Seibert,2,2,100.0,43,0,1,0,1,0,4,4,1,11.0,0.1,DET,4,K,KC,True
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,4,K,KC,True
Chris Boswell,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,51.0,PIT,4,K,CIN,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,CIN,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,CIN,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,CIN,True
Eddy Pineiro,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,0.2,NYJ,4,K,BYE,
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,4,K,BYE,
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,BYE,
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,BYE,
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,BYE,
Jason Myers,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,22.1,SEA,4,K,ARI,False
Mason Crosby,2,2,100.0,31,0,0,2,0,0,3,3,1,9.0,40.7,GB,4,K,PHI,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,4,K,PHI,True
Daniel Carlson,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,74.3,LV,4,K,IND,False
Cairo Santos,1,1,100.0,45,0,0,0,1,0,3,3,1,7.0,2.1,CHI,4,K,MIN,True
Brandon McManus,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,44.3,DEN,4,K,JAC,True
Justin Tucker,1,1,100.0,41,0,0,0,1,0,2,2,1,6.0,98.0,BAL,4,K,CLE,True
Jason Sanders,1,3,33.3,30,0,0,1,0,0,1,1,1,4.0,22.6,MIA,4,K,LAC,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,4,K,LAC,True
Jake Elliott,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,22.5,PHI,4,K,GB,False
Zane Gonzalez,1,3,33.3,33,0,0,1,0,0,1,1,1,4.0,2.6,CAR,4,K,HOU,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,HOU,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,4,K,HOU,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,HOU,False
Ka'imi Fairbairn,1,2,50.0,37,0,0,1,0,0,1,1,1,4.0,0.8,HOU,4,K,CAR,True
Randy Bullock,1,1,100.0,28,0,1,0,0,0,0,0,1,3.0,10.8,TEN,4,K,ATL,False
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,4,K,ATL,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,4,K,ATL,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,4,K,TEN,True
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,TEN,True
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,TEN,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,4,K,BUF,False
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,4,K,BUF,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,4,K,CHI,False
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,4,K,LV,True
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,4,K,LV,True
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,4,K,LV,True
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,LAR,False
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,4,K,LAR,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,4,K,LAR,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,4,K,BAL,False
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,7.1,CLE,4,K,BAL,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,4,K,BAL,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,4,K,PIT,False
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,4,K,DEN,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,4,K,NE,True
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,4,K,BYE,
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,BYE,
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,BYE,
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,BYE,
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,4,K,WAS,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,4,K,WAS,True
Justin Tucker,4,4,100.0,48,0,2,0,2,0,2,2,1,16.0,98.0,BAL,5,K,PIT,False
Dan Bailey,4,4,100.0,48,0,0,2,2,0,2,2,1,16.0,0.0,FA,5,K,,
Adam Vinatieri,4,4,100.0,32,0,1,3,0,0,1,1,1,13.0,0.2,FA,5,K,,
Josh Lambo,2,2,100.0,38,0,0,2,0,0,3,3,1,9.0,3.2,FA,5,K,,
Mike Nugent,2,2,100.0,37,0,1,1,0,0,3,4,1,9.0,1.0,FA,5,K,,
Matt Bryant,1,1,100.0,35,0,0,1,0,0,3,3,1,6.0,1.1,FA,5,K,,
Aldrick Rosas,1,1,100.0,32,0,0,1,0,0,1,1,1,4.0,1.8,FA,5,K,,
Stephen Hauschka,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.0,FA,5,K,,
Zane Gonzalez,4,5,80.0,31,0,3,1,0,0,2,2,1,14.0,2.6,CAR,5,K,JAC,True
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,JAC,True
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,5,K,JAC,True
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,JAC,True
Ka'imi Fairbairn,2,2,100.0,50,0,1,0,0,1,5,7,1,13.0,0.8,HOU,5,K,ATL,True
Randy Bullock,3,3,100.0,48,0,2,0,1,0,2,2,1,12.0,10.8,TEN,5,K,BUF,True
Sam Ficken,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.1,TEN,5,K,BUF,True
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,5,K,BUF,True
Greg Zuerlein,3,4,75.0,47,0,0,2,1,0,2,2,1,12.0,74.2,DAL,5,K,GB,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,5,K,GB,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,GB,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,GB,True
Chris Boswell,3,3,100.0,41,0,1,1,1,0,2,2,1,12.0,51.0,PIT,5,K,BAL,True
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,BAL,True
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,BAL,True
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,BAL,True
Mason Crosby,2,2,100.0,38,0,1,1,0,0,4,4,1,10.0,40.7,GB,5,K,DAL,False
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,5,K,DAL,False
Brandon McManus,2,3,66.7,46,0,0,0,2,0,2,2,1,10.0,44.3,DEN,5,K,LAC,False
Chase McLaughlin,2,3,66.7,45,0,0,1,1,0,1,1,1,8.0,7.1,CLE,5,K,SF,False
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,5,K,SF,False
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,5,K,SF,False
Robbie Gould,1,4,25.0,44,0,0,0,1,0,4,4,1,8.0,22.5,SF,5,K,CLE,True
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,CLE,True
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,CLE,True
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,CLE,True
Wil Lutz,1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,3.3,NO,5,K,TB,True
Brett Maher,1,3,33.3,36,0,0,1,0,0,3,3,1,6.0,1.9,NO,5,K,TB,True
Jake Elliott,1,1,100.0,28,0,1,0,0,0,4,4,1,7.0,22.5,PHI,5,K,NYJ,True
Harrison Butker,2,2,100.0,36,0,1,1,0,0,1,1,1,7.0,76.6,KC,5,K,IND,True
Daniel Carlson,1,1,100.0,41,0,0,0,1,0,3,3,1,7.0,74.3,LV,5,K,CHI,True
Matt Gay,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,89.8,LAR,5,K,SEA,False
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,5,K,SEA,False
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,5,K,SEA,False
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,5,K,SEA,False
Jason Myers,1,2,50.0,42,0,0,0,1,0,3,3,1,7.0,22.1,SEA,5,K,LAR,True
Joey Slye,0,2,0.0,0,0,0,0,0,0,4,5,1,4.0,1.6,WAS,5,K,NE,True
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,5,K,NE,True
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NE,True
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NE,True
Austin Seibert,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,0.1,DET,5,K,BYE,
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,5,K,BYE,
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.2,NYJ,5,K,PHI,False
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,5,K,PHI,False
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,PHI,False
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,PHI,False
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,PHI,False
Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,14.5,LAC,5,K,DEN,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,5,K,DEN,True
Cairo Santos,0,4,0.0,0,0,0,0,0,0,1,1,1,1.0,2.1,CHI,5,K,LV,False
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,5,K,HOU,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,HOU,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,HOU,False
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,5,K,WAS,False
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,5,K,WAS,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,NO,False
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,5,K,NO,False
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,NO,False
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.6,MIA,5,K,BYE,
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,5,K,BYE,
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,5,K,KC,False
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,5,K,KC,False
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,5,K,KC,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,5,K,NYG,False
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,5,K,ARI,True
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,5,K,CAR,False
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,5,K,TEN,False
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,5,K,MIN,True
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,5,K,MIN,True
Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,52.8,ARI,5,K,CIN,False
Matt Prater,5,5,100.0,54,0,2,0,1,2,1,1,1,21.0,52.8,ARI,6,K,ATL,True
Joey Slye,3,5,60.0,49,0,1,0,2,0,4,4,1,15.0,1.6,WAS,6,K,MIA,False
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,6,K,MIA,False
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,MIA,False
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,MIA,False
Brett Maher,3,4,75.0,62,0,0,1,0,2,1,1,1,14.0,1.9,NO,6,K,JAC,False
Wil Lutz,2,2,100.0,47,0,1,0,1,0,1,1,1,8.0,3.3,NO,6,K,JAC,False
Brandon McManus,3,3,100.0,53,0,0,1,1,1,1,1,1,13.0,44.3,DEN,6,K,TEN,True
Justin Tucker,3,3,100.0,49,0,1,0,2,0,2,2,1,13.0,98.0,BAL,6,K,CIN,True
Mason Crosby,3,3,100.0,48,0,1,1,1,0,2,2,1,12.0,40.7,GB,6,K,DET,True
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,6,K,DET,True
Zane Gonzalez,2,2,100.0,39,0,1,1,0,0,4,4,1,10.0,2.6,CAR,6,K,TB,False
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,TB,False
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,6,K,TB,False
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,TB,False
Jake Elliott,2,2,100.0,53,0,0,0,1,1,2,2,1,10.0,22.5,PHI,6,K,MIN,False
Matt Bryant,2,2,100.0,44,0,1,0,1,0,3,4,1,10.0,1.1,FA,6,K,,
Dan Bailey,1,1,100.0,39,0,0,1,0,0,5,5,1,8.0,0.0,FA,6,K,,
Josh Lambo,2,2,100.0,32,0,1,1,0,0,0,0,1,6.0,3.2,FA,6,K,,
Mike Nugent,0,1,0.0,0,0,0,0,0,0,5,5,1,5.0,1.0,FA,6,K,,
Aldrick Rosas,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,1.8,FA,6,K,,
Kasey Redfern,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,6,K,,
Cody Parkey,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.4,FA,6,K,,
Jason Myers,2,2,100.0,38,0,1,1,0,0,2,3,1,8.0,22.1,SEA,6,K,CLE,False
Robbie Gould,2,3,66.7,34,0,1,1,0,0,2,2,1,8.0,22.5,SF,6,K,LAR,False
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,False
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,False
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,LAR,False
Harrison Butker,1,2,50.0,41,0,0,0,1,0,3,3,1,7.0,76.6,KC,6,K,HOU,True
Ka'imi Fairbairn,1,2,50.0,44,0,0,0,1,0,2,3,1,6.0,0.8,HOU,6,K,KC,False
Matt Gay,1,1,100.0,54,0,0,0,0,1,1,1,1,6.0,89.8,LAR,6,K,SF,True
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,6,K,SF,True
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,6,K,SF,True
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,6,K,SF,True
Sam Ficken,1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,0.1,TEN,6,K,DEN,False
Randy Bullock,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,10.8,TEN,6,K,DEN,False
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,6,K,DEN,False
Chris Boswell,1,1,100.0,20,0,1,0,0,0,3,3,1,6.0,51.0,PIT,6,K,LAC,False
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,LAC,False
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,LAC,False
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,LAC,False
Chase McLaughlin,1,2,50.0,38,0,0,1,0,0,2,2,1,5.0,7.1,CLE,6,K,SEA,True
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,6,K,SEA,True
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,6,K,SEA,True
Dustin Hopkins,1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,14.5,LAC,6,K,PIT,True
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,6,K,PIT,True
Jason Sanders,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,22.6,MIA,6,K,WAS,True
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,6,K,WAS,True
Austin Seibert,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,0.1,DET,6,K,GB,False
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,6,K,GB,False
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,74.2,DAL,6,K,NYJ,False
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,6,K,NYJ,False
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,NYJ,False
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,NYJ,False
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,69.1,MIN,6,K,PHI,True
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,6,K,BYE,
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,6,K,BYE,
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,6,K,BYE,
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,JAC,6,K,NO,True
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,6,K,DAL,True
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,6,K,DAL,True
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,DAL,True
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,DAL,True
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,DAL,True
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,6,K,ARI,False
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,ARI,False
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,ARI,False
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,74.3,LV,6,K,,
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,34.2,CIN,6,K,BAL,False
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,CAR,True
Ryan Succop,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,57.4,TB,6,K,CAR,True
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,CAR,True
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,6,K,NYG,True
Nick Folk,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,81.8,NE,6,K,NYG,True
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,84.8,BUF,6,K,BYE,
Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,31.4,NYG,6,K,NE,False
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,6,K,NE,False
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.1,CHI,6,K,BYE,
Greg Zuerlein,3,4,75.0,55,0,2,0,0,1,4,4,1,15.0,74.2,DAL,7,K,PHI,True
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,7,K,PHI,True
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,PHI,True
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,7,K,PHI,True
Brett Maher,3,3,100.0,63,0,2,0,0,1,4,4,1,15.0,1.9,NO,7,K,CHI,False
Wil Lutz,2,4,50.0,39,0,0,2,0,0,4,4,1,10.0,3.3,NO,7,K,CHI,False
Josh Lambo,4,4,100.0,37,0,3,1,0,0,1,1,1,13.0,3.2,FA,7,K,,
Stephen Hauschka,3,3,100.0,45,0,0,1,2,0,2,2,1,13.0,0.0,FA,7,K,,
Mike Nugent,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,1.0,FA,7,K,,
Cody Parkey,1,1,100.0,45,0,0,0,1,0,2,3,1,6.0,0.4,FA,7,K,,
Matt Bryant,1,2,50.0,52,0,0,0,0,1,1,1,1,6.0,1.1,FA,7,K,,
Dan Bailey,0,1,0.0,0,0,0,0,0,0,6,6,1,6.0,0.0,FA,7,K,,
Adam Vinatieri,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.2,FA,7,K,,
Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,1.8,FA,7,K,,
Kasey Redfern,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,FA,7,K,,
Ka'imi Fairbairn,3,3,100.0,47,0,1,1,1,0,2,2,1,12.0,0.8,HOU,7,K,IND,False
Justin Tucker,3,3,100.0,28,0,3,0,0,0,3,3,1,12.0,98.0,BAL,7,K,SEA,False
Harrison Butker,3,3,100.0,39,0,1,2,0,0,3,3,1,12.0,76.6,KC,7,K,DEN,False
Chase McLaughlin,2,2,100.0,50,0,1,0,0,1,2,2,1,10.0,7.1,CLE,7,K,BYE,
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,7,K,BYE,
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,7,K,BYE,
Jason Myers,3,4,75.0,35,0,0,3,0,0,1,1,1,10.0,22.1,SEA,7,K,BAL,True
Zane Gonzalez,2,2,100.0,47,0,0,1,1,0,3,3,1,10.0,2.6,CAR,7,K,BYE,
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,7,K,BYE,
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,7,K,BYE,
