player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,rost,team,week,position,opponent,home,year
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,4,K,MIA,False,2021
Chase McLaughlin,2,2,100.0,53,0,0,0,1,1,0,0,1,9.0,7.1,CLE,4,K,MIN,False,2021
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,4,K,MIN,False,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,4,K,MIN,False,2021
Matt Gay,2,3,66.7,42,0,1,0,1,0,2,2,1,9.0,89.8,LAR,4,K,ARI,True,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,0.1,LAR,4,K,ARI,True,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,4,K,ARI,True,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,4,K,ARI,True,2021
Mason Crosby,2,2,100.0,29,0,2,0,0,0,3,3,1,9.0,40.7,GB,4,K,PIT,True,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,4,K,PIT,True,2021
Matt Ammendola,2,2,100.0,27,0,2,0,0,0,3,3,1,9.0,0.1,NYJ,4,K,TEN,True,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,4,K,TEN,True,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,TEN,True,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,TEN,True,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,4,K,TEN,True,2021
Graham Gano,2,3,66.7,48,0,1,0,1,0,1,1,1,8.0,31.4,NYG,4,K,NO,False,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,4,K,NO,False,2021
Chris Boswell,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,51.0,PIT,4,K,GB,False,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,PIT,4,K,GB,False,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,GB,False,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,4,K,GB,False,2021
Harrison Butker,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,76.6,KC,4,K,PHI,False,2021
Greg Zuerlein,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,74.2,DAL,4,K,CAR,True,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,4,K,CAR,True,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,CAR,True,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,4,K,CAR,True,2021
Evan McPherson,1,2,50.0,35,0,0,1,0,0,3,3,1,6.0,34.2,CIN,4,K,JAC,True,2021
Younghoe Koo,1,1,100.0,25,0,1,0,0,0,3,3,1,6.0,40.9,ATL,4,K,WAS,True,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,WAS,True,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,4,K,WAS,True,2021
Cairo Santos,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,2.1,CHI,4,K,DET,True,2021
Nick Folk,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,81.8,NE,4,K,TB,True,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,4,K,TB,True,2021
Jason Sanders,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,22.6,MIA,4,K,IND,True,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,4,K,IND,True,2021
Jason Myers,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,22.1,SEA,4,K,SF,False,2021
Zane Gonzalez,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,2.6,CAR,4,K,DAL,False,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,DAL,False,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,4,K,DAL,False,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,4,K,DAL,False,2021
Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,0.8,FA,4,K,,,2021
Aldrick Rosas,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,1.8,FA,4,K,,,2021
Dustin Hopkins,1,1,100.0,21,0,1,0,0,0,1,3,1,4.0,14.5,LAC,4,K,LV,True,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,4,K,LV,True,2021
Matthew Wright,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,0.2,JAC,4,K,CIN,False,2021
Daniel Carlson,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,74.3,LV,4,K,LAC,False,2021
Brandon McManus,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,44.3,DEN,4,K,BAL,True,2021
Greg Joseph,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,69.1,MIN,4,K,CLE,True,2021
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DET,4,K,CHI,False,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,4,K,CHI,False,2021
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.8,HOU,4,K,BUF,False,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,4,K,NYG,True,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,4,K,NYG,True,2021
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,4,K,ATL,False,2021
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,4,K,ATL,False,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,ATL,False,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,4,K,ATL,False,2021
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,4,K,SEA,True,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,SEA,True,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,SEA,True,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,4,K,SEA,True,2021
Nick Folk,4,4,100.0,52,0,1,1,0,2,1,2,1,17.0,81.8,NE,5,K,HOU,False,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,5,K,HOU,False,2021
Greg Joseph,4,5,80.0,55,0,0,2,0,2,1,1,1,17.0,69.1,MIN,5,K,DET,True,2021
Mason Crosby,4,7,57.1,49,0,1,0,3,0,1,2,1,16.0,40.7,GB,5,K,CIN,False,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,GB,5,K,CIN,False,2021
Greg Zuerlein,3,3,100.0,38,0,0,3,0,0,5,5,1,14.0,74.2,DAL,5,K,NYG,True,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,5,K,NYG,True,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,NYG,True,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,5,K,NYG,True,2021
Zane Gonzalez,3,3,100.0,50,0,0,0,2,1,1,1,1,14.0,2.6,CAR,5,K,PHI,True,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,PHI,True,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,5,K,PHI,True,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,5,K,PHI,True,2021
Austin Seibert,3,3,100.0,52,0,0,1,1,1,0,0,1,12.0,0.1,DET,5,K,MIN,False,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,5,K,MIN,False,2021
Graham Gano,2,3,66.7,51,0,0,0,0,2,2,2,1,12.0,31.4,NYG,5,K,DAL,False,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,5,K,DAL,False,2021
Chris Boswell,2,2,100.0,48,0,0,0,2,0,3,3,1,11.0,51.0,PIT,5,K,DEN,True,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,DEN,True,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,DEN,True,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,5,K,DEN,True,2021
Dustin Hopkins,3,3,100.0,45,0,2,0,1,0,1,1,1,11.0,14.5,LAC,5,K,CLE,True,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,5,K,CLE,True,2021
Younghoe Koo,2,2,100.0,52,0,0,1,0,1,3,3,1,11.0,40.9,ATL,5,K,NYJ,True,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,NYJ,True,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,5,K,NYJ,True,2021
Ryan Succop,1,1,100.0,42,0,0,0,1,0,6,6,1,10.0,57.4,TB,5,K,MIA,True,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,MIA,True,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,5,K,MIA,True,2021
Harrison Butker,2,2,100.0,54,0,0,1,0,1,2,2,1,10.0,76.6,KC,5,K,BUF,True,2021
Cairo Santos,2,2,100.0,46,0,0,0,2,0,2,2,1,10.0,2.1,CHI,5,K,LV,False,2021
Chase McLaughlin,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,7.1,CLE,5,K,LAC,False,2021
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,5,K,LAC,False,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,5,K,LAC,False,2021
Matt Gay,2,2,100.0,47,0,0,1,1,0,2,3,1,9.0,89.8,LAR,5,K,SEA,False,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,5,K,SEA,False,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,5,K,SEA,False,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,5,K,SEA,False,2021
Jake Elliott,2,2,100.0,58,0,0,1,0,1,1,1,1,9.0,22.5,PHI,5,K,CAR,False,2021
Tyler Bass,1,1,100.0,30,0,0,1,0,0,5,5,1,8.0,84.8,BUF,5,K,KC,False,2021
Rodrigo Blankenship,2,4,50.0,43,0,0,1,1,0,1,2,1,8.0,4.1,IND,5,K,BAL,False,2021
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,19.9,IND,5,K,BAL,False,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,5,K,BAL,False,2021
Matt Ammendola,2,2,100.0,49,0,0,1,1,0,0,1,1,7.0,0.1,NYJ,5,K,ATL,False,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,5,K,ATL,False,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ATL,False,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ATL,False,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,5,K,ATL,False,2021
Brandon McManus,2,2,100.0,39,0,1,1,0,0,1,1,1,7.0,44.3,DEN,5,K,PIT,False,2021
Randy Bullock,1,1,100.0,34,0,0,1,0,0,4,5,1,7.0,10.8,TEN,5,K,JAC,False,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,5,K,JAC,False,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,5,K,JAC,False,2021
Jason Sanders,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,22.6,MIA,5,K,TB,False,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,5,K,TB,False,2021
Matt Prater,1,2,50.0,21,0,1,0,0,0,2,2,1,5.0,52.8,ARI,5,K,SF,True,2021
Joey Slye,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,1.6,WAS,5,K,NO,True,2021
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,6.6,WAS,5,K,NO,True,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NO,True,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,5,K,NO,True,2021
Jason Myers,1,2,50.0,32,0,0,1,0,0,2,2,1,5.0,22.1,SEA,5,K,LAR,True,2021
Ka'imi Fairbairn,1,2,50.0,33,0,0,1,0,0,1,3,1,4.0,0.8,HOU,5,K,NE,True,2021
Cody Parkey,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,0.4,FA,5,K,,,2021
Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,3,5,1,3.0,0.8,FA,5,K,,,2021
Daniel Carlson,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,74.3,LV,5,K,CHI,True,2021
Justin Tucker,1,1,100.0,23,0,1,0,0,0,0,0,1,3.0,98.0,BAL,5,K,IND,True,2021
Evan McPherson,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,34.2,CIN,5,K,GB,True,2021
Matthew Wright,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,0.2,JAC,5,K,TEN,True,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,5,K,WAS,False,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,5,K,WAS,False,2021
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,5,K,ARI,False,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,False,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,False,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,5,K,ARI,False,2021
Matthew Wright,3,3,100.0,54,0,0,0,1,2,2,2,1,16.0,0.2,JAC,6,K,MIA,True,2021
Matt Prater,3,3,100.0,51,0,0,2,0,1,4,4,1,15.0,52.8,ARI,6,K,CLE,False,2021
Tyler Bass,3,3,100.0,52,0,2,0,0,1,2,2,1,13.0,84.8,BUF,6,K,TEN,False,2021
Chris Boswell,3,3,100.0,52,0,1,1,0,1,2,2,1,13.0,51.0,PIT,6,K,SEA,True,2021
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,SEA,True,2021
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,SEA,True,2021
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,PIT,6,K,SEA,True,2021
Greg Zuerlein,3,4,75.0,49,0,0,1,2,0,2,2,1,13.0,74.2,DAL,6,K,NE,False,2021
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,DAL,6,K,NE,False,2021
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,NE,False,2021
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,DAL,6,K,NE,False,2021
Daniel Carlson,2,3,66.7,50,0,0,1,0,1,4,4,1,12.0,74.3,LV,6,K,DEN,False,2021
Justin Tucker,2,2,100.0,52,0,0,1,0,1,4,4,1,12.0,98.0,BAL,6,K,LAC,True,2021
Evan McPherson,2,2,100.0,40,0,0,1,1,0,4,4,1,11.0,34.2,CIN,6,K,DET,False,2021
Randy Bullock,2,2,100.0,43,0,0,1,1,0,4,4,1,11.0,10.8,TEN,6,K,BUF,True,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,6,K,BUF,True,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,6,K,BUF,True,2021
Dustin Hopkins,2,3,66.7,50,0,0,0,1,1,1,1,1,10.0,14.5,LAC,6,K,BAL,False,2021
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.7,LAC,6,K,BAL,False,2021
Jason Myers,2,2,100.0,43,0,0,0,2,0,2,2,1,10.0,22.1,SEA,6,K,PIT,False,2021
Greg Joseph,3,5,60.0,38,0,2,1,0,0,1,1,1,10.0,69.1,MIN,6,K,CAR,False,2021
Harrison Butker,1,1,100.0,52,0,0,0,0,1,4,4,1,9.0,76.6,KC,6,K,WAS,False,2021
Zane Gonzalez,2,2,100.0,47,0,1,0,1,0,2,2,1,9.0,2.6,CAR,6,K,MIN,True,2021
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,MIN,True,2021
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,CAR,6,K,MIN,True,2021
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CAR,6,K,MIN,True,2021
Matt Gay,1,1,100.0,32,0,0,1,0,0,5,5,1,8.0,89.8,LAR,6,K,NYG,False,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,6,K,NYG,False,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,6,K,NYG,False,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,6,K,NYG,False,2021
Michael Badgley,1,1,100.0,41,0,0,0,1,0,4,4,1,8.0,19.9,IND,6,K,HOU,True,2021
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,6,K,HOU,True,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,6,K,HOU,True,2021
Jason Sanders,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,22.6,MIA,6,K,JAC,False,2021
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,33.3,MIA,6,K,JAC,False,2021
Brandon McManus,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,44.3,DEN,6,K,LV,True,2021
Mason Crosby,1,1,100.0,39,0,0,1,0,0,3,3,1,6.0,40.7,GB,6,K,CHI,False,2021
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,GB,6,K,CHI,False,2021
Ryan Succop,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,57.4,TB,6,K,PHI,False,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,PHI,False,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,6,K,PHI,False,2021
Graham Gano,1,1,100.0,27,0,1,0,0,0,0,0,1,3.0,31.4,NYG,6,K,LAR,True,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,6,K,LAR,True,2021
Nick Folk,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,81.8,NE,6,K,DAL,True,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,6,K,DAL,True,2021
Austin Seibert,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,0.1,DET,6,K,CIN,True,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,6,K,CIN,True,2021
Ka'imi Fairbairn,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,0.8,HOU,6,K,IND,False,2021
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,7.1,CLE,6,K,ARI,True,2021
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,CLE,6,K,ARI,True,2021
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,CLE,6,K,ARI,True,2021
Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.1,CHI,6,K,GB,True,2021
Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,22.5,PHI,6,K,TB,True,2021
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,NYJ,6,K,BYE,,2021
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NYJ,6,K,BYE,,2021
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,BYE,,2021
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,BYE,,2021
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYJ,6,K,BYE,,2021
Tristan Vizcaino,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.8,FA,6,K,,,2021
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,40.9,ATL,6,K,BYE,,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,BYE,,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,6,K,BYE,,2021
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.3,NO,6,K,BYE,,2021
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.9,NO,6,K,BYE,,2021
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.6,WAS,6,K,KC,True,2021
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6.6,WAS,6,K,KC,True,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,KC,True,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,6,K,KC,True,2021
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,22.5,SF,6,K,BYE,,2021
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,BYE,,2021
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,BYE,,2021
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,SF,6,K,BYE,,2021
Graham Gano,3,3,100.0,53,0,0,0,2,1,2,2,1,15.0,31.4,NYG,7,K,CAR,True,2021
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,NYG,7,K,CAR,True,2021
Austin Seibert,4,4,100.0,47,0,0,2,2,0,1,1,1,15.0,0.1,DET,7,K,LAR,False,2021
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.2,DET,7,K,LAR,False,2021
Nick Folk,2,2,100.0,50,0,0,1,0,1,6,7,1,14.0,81.8,NE,7,K,NYJ,True,2021
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,NE,7,K,NYJ,True,2021
Evan McPherson,2,2,100.0,52,0,0,1,0,1,5,5,1,13.0,34.2,CIN,7,K,BAL,False,2021
Younghoe Koo,3,3,100.0,36,0,0,3,0,0,3,3,1,12.0,40.9,ATL,7,K,MIA,False,2021
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,MIA,False,2021
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,ATL,7,K,MIA,False,2021
Randy Bullock,2,2,100.0,51,0,0,1,0,1,3,3,1,11.0,10.8,TEN,7,K,KC,True,2021
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,TEN,7,K,KC,True,2021
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,1.0,TEN,7,K,KC,True,2021
Daniel Carlson,2,2,100.0,39,0,1,1,0,0,3,4,1,9.0,74.3,LV,7,K,PHI,True,2021
Matt Gay,2,2,100.0,47,0,0,1,1,0,2,2,1,9.0,89.8,LAR,7,K,DET,True,2021
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.1,LAR,7,K,DET,True,2021
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,LAR,7,K,DET,True,2021
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.0,LAR,7,K,DET,True,2021
Ryan Succop,1,2,50.0,22,0,1,0,0,0,5,5,1,8.0,57.4,TB,7,K,CHI,True,2021
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,CHI,True,2021
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,TB,7,K,CHI,True,2021
Joey Slye,2,2,100.0,56,0,0,1,0,1,0,1,1,8.0,1.6,WAS,7,K,GB,False,2021
Brian Johnson,2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,6.6,WAS,7,K,GB,False,2021
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,GB,False,2021
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,WAS,7,K,GB,False,2021
Michael Badgley,1,1,100.0,42,0,0,0,1,0,3,3,1,7.0,19.9,IND,7,K,SF,False,2021
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,4.1,IND,7,K,SF,False,2021
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,IND,7,K,SF,False,2021
Matt Prater,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,52.8,ARI,7,K,HOU,True,2021
Chase McLaughlin,1,2,50.0,52,0,0,0,0,1,2,2,1,7.0,7.1,CLE,7,K,DEN,True,2021
