player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,opponent,home
Brandon Bolden,RB,NE,1.0,38.0,56.0,11.0,13.0,18.0,24.0,4.4,11.6,15,2021,4.0,3.0,0.8,3.0,0.0,0.0,3.0,5.0,41.0,13.7,0.0,0.0,IND,False
Jakob Johnson,RB,NE,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Rhamondre Stevenson,RB,NE,1.0,31.0,46.0,32.0,3.0,35.0,35.0,4.0,12.9,15,2021,10.0,36.0,3.6,13.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,IND,False
Cordarrelle Patterson,RB,ATL,1.0,37.0,62.0,30.0,5.0,35.0,35.0,2.3,6.2,15,2021,11.0,18.0,1.6,4.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,SF,False
Mike Davis,RB,ATL,1.0,27.0,45.0,22.0,4.0,22.0,26.0,2.1,7.8,15,2021,6.0,21.0,3.5,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,False
Qadree Ollison,RB,ATL,1.0,3.0,5.0,33.0,33.0,67.0,67.0,0.7,23.3,15,2021,1.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,SF,False
Rex Burkhead,RB,HOU,1.0,38.0,64.0,42.0,8.0,45.0,50.0,4.7,12.4,15,2021,16.0,41.0,2.6,8.0,0.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,JAC,False
David Johnson,RB,HOU,1.0,12.0,20.0,50.0,8.0,58.0,58.0,2.7,22.5,15,2021,6.0,24.0,4.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,JAC,False
Royce Freeman,RB,HOU,1.0,9.0,15.0,33.0,0.0,33.0,33.0,0.8,8.9,15,2021,3.0,8.0,2.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,False
Kyle Juszczyk,RB,SF,1.0,30.0,53.0,3.0,3.0,7.0,7.0,7.2,24.0,15,2021,1.0,6.0,6.0,6.0,0.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,ATL,True
Jeff Wilson Jr.,RB,SF,1.0,50.0,88.0,42.0,4.0,46.0,46.0,17.9,35.8,15,2021,21.0,110.0,5.2,17.0,0.0,1.0,2.0,2.0,9.0,4.5,0.0,0.0,ATL,True
Brian Hill,RB,SF,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
JaMycal Hasty,RB,SF,1.0,,,,,,,-0.4,,15,2021,1.0,13.0,13.0,13.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,ATL,True
Latavius Murray,RB,BAL,1.0,29.0,41.0,24.0,10.0,28.0,34.0,5.1,17.6,15,2021,7.0,48.0,6.9,16.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,GB,True
Devonta Freeman,RB,BAL,1.0,39.0,56.0,15.0,3.0,18.0,18.0,2.4,6.2,15,2021,6.0,22.0,3.7,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,GB,True
Damien Williams,RB,CHI,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
David Montgomery,RB,CHI,1.0,51.0,70.0,35.0,12.0,45.0,47.0,6.3,12.4,15,2021,18.0,60.0,3.3,16.0,0.0,0.0,5.0,6.0,23.0,4.6,0.0,1.0,MIN,True
Khalil Herbert,RB,CHI,1.0,17.0,23.0,0.0,24.0,18.0,24.0,3.4,20.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,34.0,11.3,0.0,0.0,MIN,True
Melvin Gordon III,RB,DEN,1.0,31.0,41.0,48.0,3.0,52.0,52.0,6.1,19.7,15,2021,15.0,53.0,3.5,13.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,CIN,True
Javonte Williams,RB,DEN,1.0,44.0,59.0,34.0,9.0,43.0,43.0,8.1,18.4,15,2021,15.0,72.0,4.8,14.0,0.0,0.0,4.0,4.0,9.0,2.3,0.0,0.0,CIN,True
Andrew Beck,RB,DEN,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,True
Ameer Abdullah,RB,CAR,1.0,40.0,53.0,10.0,10.0,20.0,20.0,11.5,28.8,15,2021,4.0,7.0,1.8,7.0,0.0,0.0,4.0,4.0,48.0,12.0,1.0,0.0,BUF,False
Chuba Hubbard,RB,CAR,1.0,36.0,47.0,22.0,3.0,25.0,25.0,4.1,11.4,15,2021,8.0,40.0,5.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,BUF,False
Giovanni Ricci,RB,CAR,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,BUF,False
Tevin Coleman,RB,NYJ,1.0,21.0,37.0,38.0,0.0,38.0,38.0,5.0,23.8,15,2021,8.0,50.0,6.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Austin Walter,RB,NYJ,1.0,6.0,11.0,33.0,0.0,33.0,33.0,1.2,20.0,15,2021,2.0,12.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Michael Carter,RB,NYJ,1.0,31.0,54.0,26.0,6.0,29.0,32.0,2.0,6.5,15,2021,8.0,18.0,2.3,6.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,MIA,False
Trevon Wesco,RB,NYJ,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,19.0,0.0,0.0,MIA,False
Duke Johnson Jr.,RB,MIA,1.0,41.0,58.0,54.0,2.0,56.0,56.0,24.7,60.2,15,2021,22.0,107.0,4.9,12.0,0.0,2.0,1.0,1.0,20.0,20.0,0.0,0.0,NYJ,True
Myles Gaskin,RB,MIA,1.0,26.0,37.0,38.0,0.0,38.0,38.0,5.4,20.8,15,2021,10.0,54.0,5.4,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Michael Burton,RB,KC,1.0,6.0,8.0,17.0,33.0,50.0,50.0,8.7,145.0,15,2021,1.0,7.0,7.0,7.0,0.0,1.0,2.0,2.0,20.0,10.0,0.0,0.0,LAC,False
Darrel Williams,RB,KC,1.0,21.0,29.0,24.0,5.0,24.0,29.0,1.2,5.7,15,2021,5.0,12.0,2.4,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,False
Clyde Edwards-Helaire,RB,KC,1.0,51.0,71.0,18.0,8.0,22.0,25.0,7.0,13.7,15,2021,9.0,32.0,3.6,9.0,0.0,0.0,2.0,4.0,18.0,9.0,0.0,0.0,LAC,False
Ezekiel Elliott,RB,DAL,1.0,44.0,62.0,36.0,9.0,43.0,45.0,13.2,30.0,15,2021,16.0,52.0,3.3,13.0,0.0,1.0,3.0,4.0,20.0,6.7,0.0,0.0,NYG,False
Tony Pollard,RB,DAL,1.0,29.0,41.0,41.0,10.0,52.0,52.0,8.7,30.0,15,2021,12.0,74.0,6.2,17.0,0.0,0.0,3.0,3.0,13.0,4.3,0.0,0.0,NYG,False
Corey Clement,RB,DAL,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Devontae Booker,RB,NYG,1.0,28.0,44.0,29.0,7.0,36.0,36.0,8.2,29.3,15,2021,8.0,74.0,9.3,31.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,DAL,True
Elijhaa Penny,RB,NYG,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Saquon Barkley,RB,NYG,1.0,37.0,59.0,41.0,22.0,51.0,62.0,5.4,14.6,15,2021,15.0,50.0,3.3,6.0,0.0,0.0,4.0,8.0,24.0,6.0,0.0,1.0,DAL,True
Sandro Platzgummer,RB,NYG,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Jordan Howard,RB,PHI,1.0,34.0,48.0,44.0,0.0,44.0,44.0,6.9,20.3,15,2021,15.0,69.0,4.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Miles Sanders,RB,PHI,1.0,35.0,49.0,51.0,6.0,57.0,57.0,14.6,41.7,15,2021,18.0,131.0,7.3,38.0,0.0,0.0,2.0,2.0,15.0,7.5,0.0,0.0,WAS,True
Kenneth Gainwell,RB,PHI,1.0,6.0,8.0,0.0,17.0,0.0,17.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,True
Jonathan Williams,RB,WAS,1.0,2.0,4.0,50.0,0.0,50.0,50.0,0.5,25.0,15,2021,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Alex Armah Jr.,RB,WAS,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Antonio Gibson,RB,WAS,1.0,43.0,78.0,35.0,16.0,49.0,51.0,12.5,29.1,15,2021,15.0,26.0,1.7,8.0,0.0,1.0,6.0,7.0,39.0,6.5,0.0,0.0,PHI,False
Jaret Patterson,RB,WAS,1.0,10.0,18.0,40.0,0.0,40.0,40.0,8.0,80.0,15,2021,4.0,20.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,False
Peyton Barber,RB,LV,1.0,13.0,19.0,38.0,8.0,46.0,46.0,4.6,35.4,15,2021,5.0,34.0,6.8,19.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,CLE,False
Jalen Richard,RB,LV,1.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2021,,,,,,,,,,,,,CLE,False
Josh Jacobs,RB,LV,1.0,45.0,65.0,33.0,9.0,40.0,42.0,9.4,20.9,15,2021,15.0,52.0,3.5,9.0,0.0,0.0,3.0,4.0,42.0,14.0,0.0,0.0,CLE,False
Sutton Smith,RB,LV,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
C.J. Ham,RB,MIN,1.0,25.0,39.0,0.0,4.0,4.0,4.0,0.3,1.2,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,CHI,False
Dalvin Cook,RB,MIN,1.0,57.0,89.0,49.0,5.0,53.0,54.0,9.1,16.0,15,2021,28.0,89.0,3.2,10.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,CHI,False
Kene Nwangwu,RB,MIN,1.0,5.0,8.0,60.0,0.0,60.0,60.0,3.3,66.0,15,2021,3.0,33.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Leonard Fournette,RB,TB,1.0,33.0,45.0,27.0,21.0,48.0,48.0,6.7,20.3,15,2021,9.0,34.0,3.8,8.0,0.0,0.0,7.0,7.0,33.0,4.7,0.0,0.0,NO,True
Ronald Jones II,RB,TB,1.0,22.0,30.0,36.0,9.0,45.0,45.0,7.1,32.3,15,2021,8.0,63.0,7.9,30.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,NO,True
Ke'Shawn Vaughn,RB,TB,1.0,19.0,26.0,16.0,11.0,16.0,26.0,1.9,10.0,15,2021,3.0,19.0,6.3,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,NO,True
D'Onta Foreman,RB,TEN,1.0,31.0,39.0,71.0,10.0,77.0,81.0,13.5,43.5,15,2021,22.0,108.0,4.9,20.0,0.0,0.0,2.0,3.0,27.0,13.5,0.0,0.0,PIT,False
Jeremy McNichols,RB,TEN,1.0,23.0,29.0,26.0,13.0,39.0,39.0,5.1,22.2,15,2021,,,,,,,,,,,,,PIT,False
Dontrell Hilliard,RB,TEN,1.0,29.0,36.0,31.0,21.0,45.0,52.0,5.9,20.3,15,2021,9.0,49.0,5.4,15.0,0.0,0.0,4.0,6.0,10.0,2.5,0.0,0.0,PIT,False
Joe Mixon,RB,CIN,1.0,31.0,58.0,55.0,3.0,58.0,58.0,6.0,19.4,15,2021,17.0,58.0,3.4,12.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,DEN,False
Samaje Perine,RB,CIN,1.0,16.0,30.0,25.0,13.0,38.0,38.0,4.3,26.9,15,2021,4.0,30.0,7.5,22.0,0.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,DEN,False
James Conner,RB,ARI,1.0,33.0,44.0,24.0,6.0,30.0,30.0,7.0,21.2,15,2021,8.0,39.0,4.9,22.0,0.0,0.0,2.0,2.0,31.0,15.5,0.0,0.0,DET,False
Chase Edmonds,RB,ARI,1.0,29.0,39.0,21.0,3.0,21.0,24.0,5.3,18.3,15,2021,6.0,53.0,8.8,23.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DET,False
Jonathan Ward,RB,ARI,1.0,11.0,15.0,9.0,18.0,18.0,27.0,1.5,13.6,15,2021,1.0,6.0,6.0,6.0,0.0,0.0,1.0,2.0,9.0,9.0,0.0,0.0,DET,False
Austin Ekeler,RB,LAC,1.0,27.0,34.0,44.0,15.0,59.0,59.0,14.2,52.6,15,2021,12.0,59.0,4.9,15.0,0.0,1.0,4.0,4.0,23.0,5.8,0.0,0.0,KC,True
Justin Jackson,RB,LAC,1.0,43.0,54.0,30.0,2.0,33.0,33.0,9.9,23.0,15,2021,13.0,86.0,6.6,22.0,0.0,0.0,1.0,1.0,13.0,13.0,0.0,0.0,KC,True
Joshua Kelley,RB,LAC,1.0,13.0,16.0,54.0,0.0,54.0,54.0,0.1,0.8,15,2021,7.0,21.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,KC,True
Gabe Nabers,RB,LAC,1.0,4.0,5.0,25.0,0.0,25.0,25.0,0.4,10.0,15,2021,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Larry Rountree III,RB,LAC,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,True
Aaron Jones,RB,GB,1.0,39.0,63.0,33.0,5.0,38.0,38.0,13.0,33.3,15,2021,13.0,58.0,4.5,11.0,0.0,0.0,2.0,2.0,12.0,6.0,1.0,0.0,BAL,False
AJ Dillon,RB,GB,1.0,23.0,37.0,30.0,4.0,35.0,35.0,9.5,41.3,15,2021,7.0,22.0,3.1,6.0,0.0,1.0,1.0,1.0,13.0,13.0,0.0,0.0,BAL,False
Dare Ogunbowale,RB,JAC,1.0,10.0,14.0,10.0,20.0,20.0,30.0,0.6,6.0,15,2021,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,HOU,True
James Robinson,RB,JAC,1.0,59.0,84.0,31.0,10.0,36.0,41.0,14.8,25.1,15,2021,18.0,75.0,4.2,16.0,0.0,1.0,3.0,6.0,13.0,4.3,0.0,0.0,HOU,True
Matt Breida,RB,BUF,1.0,3.0,4.0,33.0,0.0,33.0,33.0,0.1,3.3,15,2021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,True
Devin Singletary,RB,BUF,1.0,65.0,93.0,34.0,2.0,35.0,35.0,15.6,24.0,15,2021,22.0,86.0,3.9,16.0,0.0,1.0,1.0,1.0,10.0,10.0,0.0,0.0,CAR,True
Brandin Bryant,RB,BUF,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,True
Nick Chubb,RB,CLE,1.0,37.0,66.0,62.0,3.0,65.0,65.0,15.3,41.4,15,2021,23.0,91.0,4.0,24.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,LV,True
D'Ernest Johnson,RB,CLE,1.0,18.0,32.0,6.0,22.0,28.0,28.0,1.5,8.3,15,2021,1.0,-2.0,-2.0,0.0,0.0,0.0,4.0,4.0,17.0,4.3,0.0,0.0,LV,True
Demetric Felton,RB,CLE,1.0,29.0,52.0,0.0,14.0,10.0,14.0,1.6,5.5,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,LV,True
Nyheim Hines,RB,IND,1.0,10.0,19.0,0.0,20.0,10.0,20.0,6.8,68.0,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,1.0,0.0,NE,True
Jonathan Taylor,RB,IND,1.0,51.0,98.0,57.0,0.0,57.0,57.0,23.0,45.1,15,2021,29.0,170.0,5.9,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,True
Rashaad Penny,RB,SEA,1.0,24.0,42.0,46.0,8.0,54.0,54.0,4.4,18.3,15,2021,11.0,39.0,3.5,10.0,0.0,0.0,2.0,2.0,5.0,2.5,0.0,0.0,LAR,False
DeeJay Dallas,RB,SEA,1.0,33.0,58.0,24.0,12.0,33.0,36.0,11.2,33.9,15,2021,8.0,41.0,5.1,8.0,0.0,1.0,3.0,4.0,11.0,3.7,0.0,0.0,LAR,False
Sony Michel,RB,LAR,1.0,48.0,73.0,38.0,4.0,42.0,42.0,11.5,24.0,15,2021,18.0,92.0,5.1,39.0,0.0,0.0,2.0,2.0,23.0,11.5,0.0,0.0,SEA,True
Darrell Henderson Jr.,RB,LAR,1.0,18.0,27.0,33.0,11.0,44.0,44.0,2.7,15.0,15,2021,6.0,23.0,3.8,6.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,SEA,True
Godwin Igwebuike,RB,DET,1.0,12.0,18.0,17.0,17.0,33.0,33.0,-0.9,-7.5,15,2021,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,5.5,0.0,1.0,ARI,True
Craig Reynolds,RB,DET,1.0,42.0,65.0,62.0,2.0,64.0,64.0,11.7,27.9,15,2021,26.0,112.0,4.3,27.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,ARI,True
Jermar Jefferson,RB,DET,1.0,6.0,9.0,83.0,0.0,83.0,83.0,0.9,15.0,15,2021,5.0,9.0,1.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Jason Cabinda,RB,DET,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,1.0,0.0,ARI,True
Najee Harris,RB,PIT,1.0,49.0,100.0,24.0,10.0,29.0,35.0,2.6,5.3,15,2021,12.0,18.0,1.5,7.0,0.0,0.0,2.0,5.0,8.0,4.0,0.0,0.0,TEN,True
Benny Snell Jr.,RB,PIT,1.0,,,,,,,0.0,,15,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,True
Mark Ingram II,RB,NO,1.0,24.0,46.0,17.0,0.0,17.0,17.0,1.7,7.1,16,2021,4.0,17.0,4.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Ty Montgomery,RB,NO,1.0,24.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Alvin Kamara,RB,NO,1.0,31.0,60.0,42.0,13.0,48.0,55.0,5.9,19.0,16,2021,13.0,52.0,4.0,19.0,0.0,0.0,2.0,4.0,7.0,3.5,0.0,0.0,MIA,True
Tony Jones Jr.,RB,NO,1.0,2.0,4.0,100.0,0.0,100.0,100.0,0.6,30.0,16,2021,2.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Adam Prentice,RB,NO,1.0,11.0,21.0,9.0,0.0,9.0,9.0,0.2,1.8,16,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,True
Brandon Bolden,RB,NE,1.0,34.0,53.0,6.0,15.0,12.0,21.0,2.4,7.1,16,2021,2.0,4.0,2.0,3.0,0.0,0.0,2.0,5.0,20.0,10.0,0.0,0.0,BUF,True
Damien Harris,RB,NE,1.0,31.0,48.0,58.0,0.0,58.0,58.0,28.3,91.3,16,2021,18.0,103.0,5.7,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,True
Jakob Johnson,RB,NE,1.0,16.0,25.0,0.0,6.0,6.0,6.0,0.9,5.6,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,BUF,True
Cordarrelle Patterson,RB,ATL,1.0,25.0,54.0,28.0,8.0,32.0,36.0,7.3,29.2,16,2021,7.0,14.0,2.0,6.0,0.0,1.0,1.0,2.0,-1.0,-1.0,0.0,0.0,DET,True
Keith Smith,RB,ATL,1.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,True
Mike Davis,RB,ATL,1.0,26.0,57.0,27.0,4.0,31.0,31.0,3.5,13.5,16,2021,7.0,28.0,4.0,9.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,DET,True
Le'Veon Bell,RB,TB,1.0,3.0,4.0,67.0,0.0,67.0,67.0,-0.1,-3.3,16,2021,,,,,,,,,,,,,CAR,False
Ronald Jones II,RB,TB,1.0,35.0,51.0,57.0,9.0,63.0,66.0,14.1,40.3,16,2021,20.0,65.0,3.3,16.0,0.0,1.0,2.0,3.0,16.0,8.0,0.0,0.0,CAR,False
Ke'Shawn Vaughn,RB,TB,1.0,24.0,35.0,29.0,4.0,29.0,33.0,13.0,54.2,16,2021,7.0,70.0,10.0,55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,False
Kenjon Barner,RB,TB,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Rex Burkhead,RB,HOU,1.0,42.0,62.0,52.0,5.0,57.0,57.0,26.9,64.0,16,2021,22.0,149.0,6.8,36.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,LAC,True
Royce Freeman,RB,HOU,1.0,24.0,35.0,50.0,0.0,50.0,50.0,3.4,14.2,16,2021,12.0,34.0,2.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Jaylen Samuels,RB,HOU,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2021,,,,,,,,,,,,,LAC,True
Kyle Juszczyk,RB,SF,1.0,32.0,54.0,0.0,16.0,9.0,16.0,4.5,14.1,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,45.0,15.0,0.0,0.0,TEN,False
Jeff Wilson Jr.,RB,SF,1.0,44.0,75.0,32.0,7.0,39.0,39.0,11.7,26.6,16,2021,14.0,45.0,3.2,9.0,0.0,1.0,3.0,3.0,12.0,4.0,0.0,0.0,TEN,False
JaMycal Hasty,RB,SF,1.0,,,,,,,2.9,,16,2021,1.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,26.0,8.7,0.0,0.0,TEN,False
Latavius Murray,RB,BAL,1.0,17.0,29.0,29.0,6.0,35.0,35.0,2.4,14.1,16,2021,5.0,12.0,2.4,6.0,0.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,CIN,False
Devonta Freeman,RB,BAL,1.0,33.0,56.0,18.0,6.0,24.0,24.0,8.0,24.2,16,2021,6.0,17.0,2.8,8.0,0.0,1.0,2.0,2.0,3.0,1.5,0.0,0.0,CIN,False
Damien Williams,RB,CHI,1.0,9.0,12.0,11.0,22.0,22.0,33.0,1.4,15.6,16,2021,1.0,12.0,12.0,12.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,SEA,False
David Montgomery,RB,CHI,1.0,58.0,78.0,36.0,16.0,48.0,52.0,16.6,28.6,16,2021,21.0,45.0,2.1,11.0,0.0,1.0,7.0,9.0,61.0,8.7,0.0,0.0,SEA,False
Khalil Herbert,RB,CHI,1.0,8.0,11.0,25.0,13.0,38.0,38.0,8.8,110.0,16,2021,2.0,21.0,10.5,20.0,0.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,SEA,False
J.P. Holtz,RB,CHI,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Melvin Gordon III,RB,DEN,1.0,23.0,55.0,30.0,4.0,35.0,35.0,0.0,0.0,16,2021,7.0,-4.0,-0.6,4.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,LV,False
Javonte Williams,RB,DEN,1.0,22.0,52.0,32.0,9.0,41.0,41.0,8.0,36.4,16,2021,7.0,12.0,1.7,3.0,0.0,1.0,2.0,2.0,8.0,4.0,0.0,0.0,LV,False
Ameer Abdullah,RB,CAR,1.0,23.0,33.0,9.0,26.0,22.0,35.0,0.9,3.9,16,2021,2.0,1.0,0.5,3.0,0.0,0.0,3.0,6.0,8.0,2.7,0.0,0.0,TB,True
Reggie Bonnafon,RB,CAR,1.0,14.0,20.0,7.0,14.0,21.0,21.0,1.6,11.4,16,2021,,,,,,,,,,,,,TB,True
Chuba Hubbard,RB,CAR,1.0,34.0,49.0,18.0,3.0,18.0,21.0,0.9,2.6,16,2021,6.0,9.0,1.5,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,True
Giovanni Ricci,RB,CAR,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TB,True
Tevin Coleman,RB,NYJ,1.0,19.0,33.0,74.0,5.0,79.0,79.0,6.1,32.1,16,2021,14.0,57.0,4.1,12.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,JAC,True
Michael Carter,RB,NYJ,1.0,43.0,74.0,37.0,7.0,42.0,44.0,12.4,28.8,16,2021,16.0,118.0,7.4,38.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,JAC,True
Trevon Wesco,RB,NYJ,1.0,,,,,,,0.0,,16,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,True
Duke Johnson Jr.,RB,MIA,1.0,23.0,35.0,57.0,0.0,57.0,57.0,3.9,17.0,16,2021,13.0,39.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,False
