player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,opponent,home
Alex Armah Jr.,RB,NO,1.0,10.0,13.0,20.0,0.0,20.0,20.0,1.2,12.0,9,2021,,,,,,,,,,,,,ATL,True
Dwayne Washington,RB,NO,1.0,,,,,,,0.0,,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,True
Brandon Bolden,RB,NE,1.0,29.0,47.0,28.0,7.0,34.0,34.0,8.1,27.9,9,2021,8.0,54.0,6.8,16.0,0.0,0.0,2.0,2.0,27.0,13.5,0.0,0.0,CAR,False
Damien Harris,RB,NE,1.0,24.0,39.0,63.0,4.0,67.0,67.0,9.3,38.8,9,2021,15.0,30.0,2.0,8.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,CAR,False
Rhamondre Stevenson,RB,NE,1.0,17.0,27.0,59.0,12.0,71.0,71.0,10.6,62.4,9,2021,10.0,62.0,6.2,13.0,0.0,0.0,2.0,2.0,44.0,22.0,0.0,0.0,CAR,False
Devine Ozigbo,RB,NE,1.0,,,,,,,0.0,,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Cordarrelle Patterson,RB,ATL,1.0,33.0,56.0,27.0,18.0,45.0,45.0,13.6,41.2,9,2021,9.0,10.0,1.1,4.0,0.0,0.0,6.0,6.0,126.0,21.0,0.0,0.0,NO,False
Mike Davis,RB,ATL,1.0,33.0,56.0,27.0,6.0,30.0,33.0,1.8,5.5,9,2021,9.0,13.0,1.4,5.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,NO,False
Le'Veon Bell,RB,BAL,1.0,23.0,23.0,48.0,0.0,48.0,48.0,10.8,47.0,9,2021,,,,,,,,,,,,,MIN,True
Devonta Freeman,RB,BAL,1.0,57.0,58.0,23.0,5.0,26.0,28.0,14.3,25.1,9,2021,13.0,79.0,6.1,19.0,0.0,0.0,2.0,3.0,4.0,2.0,1.0,0.0,MIN,True
Patrick Ricard,RB,BAL,1.0,61.0,62.0,0.0,8.0,5.0,8.0,9.5,15.6,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,35.0,11.7,1.0,0.0,MIN,True
Ty'Son Williams,RB,BAL,1.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Rex Burkhead,RB,HOU,1.0,21.0,30.0,10.0,0.0,10.0,10.0,0.9,4.3,9,2021,2.0,9.0,4.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
David Johnson,RB,HOU,1.0,31.0,45.0,13.0,16.0,23.0,29.0,4.0,12.9,9,2021,4.0,11.0,2.8,4.0,0.0,0.0,3.0,5.0,29.0,9.7,0.0,0.0,MIA,False
Phillip Lindsay,RB,HOU,1.0,14.0,20.0,57.0,0.0,57.0,57.0,2.8,20.0,9,2021,,,,,,,,,,,,,MIA,False
Scottie Phillips,RB,HOU,1.0,4.0,6.0,25.0,0.0,25.0,25.0,0.2,5.0,9,2021,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Kyle Juszczyk,RB,SF,1.0,24.0,41.0,0.0,8.0,8.0,8.0,1.4,5.8,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,ARI,True
Elijah Mitchell,RB,SF,1.0,39.0,66.0,21.0,13.0,33.0,33.0,7.9,20.3,9,2021,8.0,36.0,4.5,14.0,0.0,0.0,5.0,5.0,43.0,8.6,0.0,0.0,ARI,True
JaMycal Hasty,RB,SF,1.0,,,,,,,1.3,,9,2021,1.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,11.0,3.7,0.0,0.0,ARI,True
Trenton Cannon,RB,SF,1.0,,,,,,,0.0,,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Carlos Hyde,RB,JAC,1.0,48.0,79.0,44.0,4.0,46.0,48.0,5.3,11.0,9,2021,21.0,67.0,3.2,15.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,1.0,BUF,True
Dare Ogunbowale,RB,JAC,1.0,8.0,13.0,13.0,13.0,25.0,25.0,0.5,6.3,9,2021,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,BUF,True
Jerick McKinnon,RB,KC,1.0,20.0,31.0,0.0,15.0,15.0,15.0,2.6,13.0,9,2021,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,26.0,8.7,0.0,0.0,GB,True
Darrel Williams,RB,KC,1.0,35.0,54.0,54.0,11.0,63.0,66.0,7.7,22.0,9,2021,19.0,70.0,3.7,11.0,0.0,0.0,3.0,4.0,7.0,2.3,0.0,0.0,GB,True
Derrick Gore,RB,KC,1.0,10.0,15.0,30.0,10.0,40.0,40.0,1.9,19.0,9,2021,3.0,13.0,4.3,7.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,GB,True
