player,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Geoff Swaim,1.8,16.7,0.1,0.0,2.3,TEN,16,TE
Tommy Tremble,1.6,16.7,0.1,0.0,2.2,CAR,16,TE
Kyle Rudolph,1.7,16.0,0.1,0.0,2.1,NYG,16,TE
John Bates,1.6,17.7,0.1,0.0,2.1,WAS,16,TE
Will Dissly,1.3,14.6,0.1,0.0,2.0,SEA,16,TE
Anthony Firkser,1.6,15.8,0.1,0.0,2.0,TEN,16,TE
Adam Trautman,1.5,15.5,0.1,0.0,2.0,NO,16,TE
Blake Bell,1.3,12.8,0.1,0.0,1.9,KC,16,TE
Durham Smythe,1.6,14.9,0.1,0.0,1.9,MIA,16,TE
Stephen Anderson,1.2,12.9,0.1,0.0,1.9,LAC,16,TE
MyCole Pruitt,1.1,10.8,0.1,0.0,1.9,TEN,16,TE
Jimmy Graham,1.3,13.7,0.1,0.0,1.8,CHI,16,TE
Jesse James,1.4,12.3,0.1,0.0,1.8,CHI,16,TE
Chris Manhertz,1.0,11.2,0.1,0.0,1.8,JAC,16,TE
O.J. Howard,1.2,13.8,0.1,0.0,1.8,TB,16,TE
Ian Thomas,1.4,13.2,0.1,0.0,1.7,CAR,16,TE
Harrison Bryant,1.2,12.8,0.1,0.0,1.6,CLE,16,TE
Kevin Rader,1.2,12.4,0.1,0.0,1.6,PIT,16,TE
Nakia Griffin-Stewart,0.8,9.4,0.1,0.0,1.5,KC,16,TE
Tre' McKitty,0.9,9.8,0.1,0.0,1.5,LAC,16,TE
Tyree Jackson,0.7,9.0,0.1,0.0,1.5,PHI,16,TE
Jacob Hollister,1.0,8.5,0.1,0.0,1.4,JAC,16,TE
Jesper Horsted,0.6,6.5,0.1,0.0,1.3,CHI,16,TE
Kendall Blanton,0.8,8.8,0.1,0.0,1.2,LAR,16,TE
Chris Herndon IV,0.7,6.1,0.1,0.1,1.1,MIN,16,TE
Daniel Helm,0.9,8.7,0.0,0.0,1.1,ATL,16,TE
Adam Shaheen,0.9,8.5,0.0,0.0,1.0,MIA,16,TE
Travis Kelce,1.0,10.0,0.0,0.0,1.0,KC,16,TE
Kylen Granson,0.7,7.3,0.0,0.0,0.9,IND,16,TE
Brycen Hopkins,0.5,6.1,0.1,0.0,0.9,LAR,16,TE
Nick Boyle,0.6,6.0,0.1,0.0,0.9,BAL,16,TE
Dominique Dafney,0.5,5.6,0.1,0.0,0.9,GB,16,TE
Colby Parkinson,0.6,6.2,0.0,0.0,0.9,SEA,16,TE
Jeremy Sprinkle,0.5,5.1,0.1,0.0,0.8,DAL,16,TE
Nick Bowers,0.8,8.0,0.0,0.0,0.8,LV,16,TE
Drew Sample,0.6,5.9,0.0,0.0,0.8,CIN,16,TE
Antony Auclair,0.5,4.5,0.1,0.0,0.8,HOU,16,TE
Ross Dwelley,0.4,4.2,0.1,0.0,0.7,SF,16,TE
Jack Stoll,0.5,7.0,0.0,0.0,0.7,PHI,16,TE
Ethan Wolf,0.5,6.0,0.0,0.0,0.6,NO,16,TE
Eric Saubert,0.4,3.0,0.1,0.0,0.6,DEN,16,TE
Demetrius Harris,0.4,4.4,0.0,0.0,0.6,ARI,16,TE
Hunter Long,0.5,5.0,0.0,0.0,0.5,MIA,16,TE
Charlie Woerner,0.4,4.3,0.0,0.0,0.4,SF,16,TE
Trevon Wesco,0.4,4.1,0.0,0.0,0.4,NYJ,16,TE
Sean McKeon,0.3,4.0,0.0,0.0,0.4,DAL,16,TE
Josh Oliver,0.4,3.7,0.0,0.0,0.4,BAL,16,TE
Eric Tomlinson,0.4,3.5,0.0,0.0,0.4,BAL,16,TE
Chris Myarick,0.3,3.0,0.0,0.0,0.3,CIN,16,TE
Reggie Gilliam,0.4,2.8,0.0,0.0,0.3,BUF,16,TE
Daniel Brown,0.2,2.0,0.0,0.0,0.2,NYJ,16,TE
Tyler Mabry,0.2,2.0,0.0,0.0,0.2,SEA,16,TE
Cethan Carter,0.2,2.0,0.0,0.0,0.2,MIA,16,TE
Darrell Daniels,0.2,2.0,0.0,0.0,0.2,ARI,16,TE
J.P. Holtz,0.2,2.0,0.0,0.0,0.2,CHI,16,TE
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.1,CIN,16,TE
Luke Stocker,0.1,1.0,0.0,0.0,0.1,MIN,16,TE
Giovanni Ricci,0.1,0.3,0.0,0.0,0.0,CAR,16,TE
Travis Kelce,6.4,80.2,0.6,0.0,11.6,KC,17,TE
Mark Andrews,6.3,72.8,0.5,0.1,10.4,BAL,17,TE
George Kittle,4.9,62.7,0.6,0.0,9.6,SF,17,TE
Dallas Goedert,4.6,57.6,0.5,0.0,8.8,PHI,17,TE
Rob Gronkowski,4.3,51.3,0.6,0.0,8.5,TB,17,TE
Zach Ertz,5.2,54.2,0.5,0.0,8.1,ARI,17,TE
Kyle Pitts,5.4,67.7,0.2,0.0,8.0,ATL,17,TE
Dawson Knox,3.6,43.7,0.5,0.0,7.5,BUF,17,TE
Hunter Henry,3.2,35.2,0.5,0.0,6.3,NE,17,TE
Dalton Schultz,4.2,43.7,0.3,0.0,6.1,DAL,17,TE
Mike Gesicki,4.1,43.2,0.2,0.0,5.4,MIA,17,TE
Noah Fant,3.9,41.7,0.2,0.0,5.3,DEN,17,TE
Foster Moreau,3.4,39.9,0.2,0.0,5.2,LV,17,TE
Tyler Higbee,3.4,37.1,0.2,0.0,5.0,LAR,17,TE
Pat Freiermuth,3.3,35.6,0.2,0.0,4.8,PIT,17,TE
Cole Kmet,3.7,37.6,0.2,0.0,4.7,CHI,17,TE
C.J. Uzomah,3.2,33.2,0.2,0.0,4.4,CIN,17,TE
Tyler Conklin,3.4,32.8,0.1,0.0,3.9,MIN,17,TE
Evan Engram,3.2,31.6,0.1,0.0,3.9,NYG,17,TE
Austin Hooper,2.8,29.4,0.2,0.0,3.9,CLE,17,TE
Ricky Seals-Jones,2.6,26.6,0.2,0.0,3.6,WAS,17,TE
Albert Okwuegbunam,2.5,26.3,0.1,0.0,3.5,DEN,17,TE
Adam Trautman,2.3,27.8,0.1,0.0,3.4,NO,17,TE
Jared Pinkney,2.5,26.6,0.1,0.0,3.4,DET,17,TE
Brevin Jordan,2.4,24.8,0.1,0.0,3.2,HOU,17,TE
Stephen Anderson,2.2,24.4,0.1,0.0,3.2,LAC,17,TE
Tyler Kroft,2.1,23.4,0.1,0.0,3.2,NYJ,17,TE
David Njoku,1.9,24.1,0.1,0.0,3.1,CLE,17,TE
Josiah Deguara,2.1,20.5,0.2,0.0,3.0,GB,17,TE
Jonnu Smith,1.7,19.3,0.2,0.0,2.9,NE,17,TE
Mo Alie-Cox,1.7,20.4,0.1,0.0,2.8,IND,17,TE
John Bates,2.0,20.7,0.1,0.0,2.6,WAS,17,TE
Stephen Sullivan,2.1,20.0,0.1,0.0,2.6,CAR,17,TE
Daniel Brown,1.9,18.4,0.1,0.0,2.5,NYJ,17,TE
Geoff Swaim,1.9,18.7,0.1,0.0,2.4,TEN,17,TE
Tommy Tremble,1.8,21.0,0.0,0.0,2.3,CAR,17,TE
Marcedes Lewis,1.5,16.1,0.1,0.0,2.3,GB,17,TE
Cameron Brate,1.6,15.1,0.1,0.0,2.3,TB,17,TE
Tre' McKitty,1.5,15.4,0.1,0.0,2.2,LAC,17,TE
Jack Doyle,1.5,14.9,0.1,0.0,2.1,IND,17,TE
Pharaoh Brown,1.7,16.1,0.1,0.0,2.1,HOU,17,TE
Kenny Yeboah,1.6,15.7,0.1,0.0,2.1,NYJ,17,TE
Anthony Firkser,1.6,16.1,0.1,0.0,2.0,TEN,17,TE
Kyle Rudolph,1.5,15.2,0.1,0.0,2.0,NYG,17,TE
Juwan Johnson,1.3,13.8,0.1,0.0,2.0,NO,17,TE
Durham Smythe,1.6,14.6,0.1,0.0,1.9,MIA,17,TE
Parker Hesse,1.2,13.0,0.1,0.0,1.9,ATL,17,TE
Nick Bowers,1.1,12.0,0.1,0.0,1.8,LV,17,TE
Noah Gray,1.0,12.0,0.1,0.0,1.8,KC,17,TE
Will Dissly,1.1,12.1,0.1,0.0,1.8,SEA,17,TE
Kahale Warring,1.5,15.1,0.0,0.0,1.7,JAC,17,TE
Jacob Hollister,1.5,13.5,0.1,0.0,1.7,JAC,17,TE
Brock Wright,1.3,14.1,0.0,0.0,1.6,DET,17,TE
Jordan Akins,1.2,13.7,0.0,0.0,1.6,HOU,17,TE
Zach Gentry,1.1,10.7,0.1,0.0,1.6,PIT,17,TE
Luke Farrell,1.4,15.3,0.0,0.0,1.6,JAC,17,TE
Garrett Griffin,1.2,11.6,0.1,0.0,1.6,NO,17,TE
Ian Thomas,1.4,13.1,0.0,0.0,1.6,CAR,17,TE
Jimmy Graham,1.0,11.7,0.1,0.0,1.5,CHI,17,TE
Kendall Blanton,0.6,8.0,0.1,0.0,1.4,LAR,17,TE
Chris Manhertz,1.2,12.4,0.0,0.0,1.3,JAC,17,TE
Harrison Bryant,0.9,10.2,0.0,0.0,1.3,CLE,17,TE
O.J. Howard,1.2,12.0,0.0,0.0,1.2,TB,17,TE
Adam Shaheen,0.8,9.1,0.0,0.0,1.1,MIA,17,TE
Drew Sample,0.8,7.7,0.1,0.0,1.1,CIN,17,TE
Kylen Granson,0.6,6.7,0.1,0.0,1.0,IND,17,TE
MyCole Pruitt,0.7,7.1,0.0,0.0,0.8,TEN,17,TE
Tyree Jackson,0.6,8.0,0.0,0.0,0.8,PHI,17,TE
Chris Myarick,0.6,6.2,0.0,0.0,0.8,CIN,17,TE
Darrell Daniels,0.6,6.1,0.0,0.0,0.8,ARI,17,TE
Jack Stoll,0.5,6.0,0.0,0.0,0.6,PHI,17,TE
Blake Bell,0.4,4.1,0.0,0.0,0.5,KC,17,TE
Kevin Rader,0.4,5.0,0.0,0.0,0.5,PIT,17,TE
David Wells,0.4,5.0,0.0,0.0,0.5,ARI,17,TE
Sean McKeon,0.3,4.0,0.0,0.0,0.4,DAL,17,TE
Nick Boyle,0.4,3.0,0.0,0.0,0.3,BAL,17,TE
Dominique Dafney,0.3,3.0,0.0,0.0,0.3,GB,17,TE
Brycen Hopkins,0.2,3.0,0.0,0.0,0.3,LAR,17,TE
Jesse James,0.3,3.0,0.0,0.0,0.3,CHI,17,TE
Sammis Reyes,0.2,2.0,0.0,0.0,0.2,WAS,17,TE
Hunter Kampmoyer,0.2,2.0,0.0,0.0,0.2,LAC,17,TE
Chris Herndon IV,0.2,2.0,0.0,0.0,0.2,MIN,17,TE
Colby Parkinson,0.2,2.0,0.0,0.0,0.2,SEA,17,TE
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,17,TE
Eric Saubert,0.2,2.0,0.0,0.0,0.2,DEN,17,TE
Colin Thompson,0.1,1.0,0.0,0.0,0.1,CAR,17,TE
Luke Stocker,0.1,1.0,0.0,0.0,0.1,MIN,17,TE
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.1,CIN,17,TE
Jeremy Sprinkle,0.1,1.0,0.0,0.0,0.1,DAL,17,TE
Charlie Woerner,0.1,1.0,0.0,0.0,0.1,SF,17,TE
Cethan Carter,0.0,0.0,0.0,0.0,0.0,MIA,17,TE
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,17,TE
Travis Kelce,6.2,75.4,0.6,0.1,11.1,KC,18,TE
Mark Andrews,6.3,73.2,0.5,0.1,10.5,BAL,18,TE
George Kittle,5.4,69.7,0.5,0.1,9.8,SF,18,TE
Rob Gronkowski,5.0,63.2,0.6,0.0,9.6,TB,18,TE
Darren Waller,5.1,63.9,0.5,0.1,9.3,LV,18,TE
Zach Ertz,5.5,57.3,0.3,0.0,7.5,ARI,18,TE
Dawson Knox,3.6,41.2,0.5,0.0,7.1,BUF,18,TE
Kyle Pitts,4.8,59.7,0.2,0.0,7.0,ATL,18,TE
Hunter Henry,3.0,32.9,0.4,0.0,5.7,NE,18,TE
Dalton Schultz,3.9,40.6,0.2,0.0,5.5,DAL,18,TE
Noah Fant,4.0,42.4,0.2,0.0,5.3,DEN,18,TE
Mike Gesicki,3.9,40.6,0.2,0.0,5.0,MIA,18,TE
Tyler Conklin,3.5,36.3,0.2,0.0,4.9,MIN,18,TE
Tyler Higbee,3.6,36.4,0.2,0.0,4.9,LAR,18,TE
Dallas Goedert,2.5,35.8,0.2,0.0,4.8,PHI,18,TE
Pat Freiermuth,3.5,34.1,0.2,0.0,4.5,PIT,18,TE
Jared Cook,2.5,28.9,0.3,0.0,4.4,LAC,18,TE
Cole Kmet,3.4,34.6,0.1,0.0,4.3,CHI,18,TE
Austin Hooper,2.8,27.6,0.2,0.0,3.8,CLE,18,TE
Evan Engram,2.9,29.7,0.1,0.0,3.7,NYG,18,TE
John Bates,2.6,27.8,0.1,0.0,3.6,WAS,18,TE
C.J. Uzomah,2.7,25.1,0.1,0.0,3.3,CIN,18,TE
Adam Trautman,2.3,25.1,0.1,0.0,3.3,NO,18,TE
David Njoku,2.0,23.4,0.1,0.0,3.2,CLE,18,TE
Tyler Kroft,2.5,26.1,0.1,0.0,3.1,NYJ,18,TE
Mo Alie-Cox,2.0,22.2,0.1,0.0,3.1,IND,18,TE
Tyree Jackson,2.2,22.8,0.1,0.0,3.0,PHI,18,TE
Albert Okwuegbunam,2.1,23.5,0.1,0.0,3.0,DEN,18,TE
Brevin Jordan,2.4,23.1,0.1,0.0,3.0,HOU,18,TE
Josiah Deguara,2.1,19.9,0.1,0.0,2.8,GB,18,TE
Jack Stoll,1.9,21.0,0.1,0.0,2.7,PHI,18,TE
Tommy Tremble,2.1,21.8,0.1,0.0,2.5,CAR,18,TE
Anthony Firkser,1.8,18.9,0.1,0.0,2.5,TEN,18,TE
Foster Moreau,1.6,17.4,0.1,0.0,2.4,LV,18,TE
Brock Wright,1.7,18.3,0.1,0.0,2.4,DET,18,TE
Geoff Swaim,1.8,16.7,0.1,0.0,2.4,TEN,18,TE
Jonnu Smith,1.5,17.0,0.1,0.0,2.3,NE,18,TE
Richard Rodgers,1.5,16.5,0.1,0.0,2.2,PHI,18,TE
Juwan Johnson,1.6,18.5,0.1,0.0,2.2,NO,18,TE
Hayden Hurst,1.8,16.7,0.1,0.0,2.1,ATL,18,TE
Pharaoh Brown,1.7,15.9,0.1,0.0,2.1,HOU,18,TE
Jack Doyle,1.2,12.7,0.1,0.0,1.9,IND,18,TE
Jared Pinkney,1.4,14.3,0.1,0.0,1.9,DET,18,TE
Cameron Brate,1.4,13.1,0.1,0.0,1.9,TB,18,TE
Durham Smythe,1.5,14.5,0.1,0.0,1.8,MIA,18,TE
Luke Farrell,1.4,15.5,0.0,0.0,1.8,JAC,18,TE
Kyle Rudolph,1.2,13.0,0.1,0.0,1.7,NYG,18,TE
Jacob Hollister,1.5,13.1,0.1,0.0,1.7,JAC,18,TE
Kenny Yeboah,1.2,13.0,0.1,0.0,1.6,NYJ,18,TE
Marcedes Lewis,1.2,13.8,0.0,0.0,1.6,GB,18,TE
Sean McKeon,1.0,10.5,0.1,0.0,1.5,DAL,18,TE
Blake Jarwin,1.1,10.3,0.1,0.0,1.5,DAL,18,TE
Noah Togiai,1.0,10.4,0.1,0.0,1.5,PHI,18,TE
Ian Thomas,1.2,11.2,0.1,0.0,1.4,CAR,18,TE
Nick Vannett,1.0,9.9,0.1,0.0,1.4,NO,18,TE
Stephen Anderson,1.0,10.0,0.1,0.0,1.4,LAC,18,TE
Will Dissly,1.0,10.6,0.1,0.0,1.4,SEA,18,TE
Jimmy Graham,0.9,10.4,0.1,0.0,1.4,CHI,18,TE
Zach Gentry,0.9,9.4,0.1,0.0,1.2,PIT,18,TE
Chris Manhertz,1.0,9.8,0.0,0.0,1.2,JAC,18,TE
Harrison Bryant,0.8,8.6,0.0,0.0,1.1,CLE,18,TE
Tre' McKitty,0.9,8.5,0.0,0.0,1.1,LAC,18,TE
Mitchell Wilcox,0.8,7.6,0.0,0.0,1.0,CIN,18,TE
Noah Gray,0.8,7.2,0.0,0.0,0.9,KC,18,TE
Parker Hesse,0.9,9.0,0.0,0.0,0.9,ATL,18,TE
O.J. Howard,0.6,8.5,0.0,0.0,0.9,TB,18,TE
Adam Shaheen,0.9,8.0,0.0,0.0,0.8,MIA,18,TE
Dominique Dafney,0.5,5.3,0.0,0.0,0.7,GB,18,TE
Kylen Granson,0.5,5.0,0.0,0.0,0.7,IND,18,TE
Drew Sample,0.7,5.6,0.0,0.0,0.7,CIN,18,TE
Jesse James,0.5,4.7,0.0,0.0,0.6,CHI,18,TE
Stephen Sullivan,0.5,5.0,0.0,0.0,0.5,CAR,18,TE
Blake Bell,0.3,3.5,0.0,0.0,0.5,KC,18,TE
Josh Oliver,0.4,4.0,0.0,0.0,0.4,BAL,18,TE
Ryan Izzo,0.3,4.0,0.0,0.0,0.4,TEN,18,TE
Kendall Blanton,0.3,3.0,0.0,0.0,0.3,LAR,18,TE
David Wells,0.3,3.0,0.0,0.0,0.3,ARI,18,TE
Kevin Rader,0.2,2.0,0.0,0.0,0.2,PIT,18,TE
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,18,TE
Darrell Daniels,0.2,2.0,0.0,0.0,0.2,ARI,18,TE
Nick Bowers,0.2,2.0,0.0,0.0,0.2,LV,18,TE
Antony Auclair,0.2,2.0,0.0,0.0,0.2,HOU,18,TE
Eric Saubert,0.2,2.0,0.0,0.0,0.2,DEN,18,TE
Tyler Mabry,0.1,1.0,0.0,0.0,0.1,SEA,18,TE
Jeremy Sprinkle,0.1,1.0,0.0,0.0,0.1,DAL,18,TE
Brycen Hopkins,0.1,1.0,0.0,0.0,0.1,LAR,18,TE
Charlie Woerner,0.1,1.0,0.0,0.0,0.1,SF,18,TE
Colby Parkinson,0.1,1.0,0.0,0.0,0.1,SEA,18,TE
Cethan Carter,0.0,0.0,0.0,0.0,0.0,MIA,18,TE
Luke Stocker,0.0,0.0,0.0,0.0,0.0,MIN,18,TE
J.P. Holtz,0.0,0.0,0.0,0.0,0.0,CHI,18,TE
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,18,TE
