player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Damarea CrockettDEN,0.9,4.0,0.0,0.1,1.0,0.0,0.0,0.5,DEN,6,RB
Taiwan JonesBUF,0.6,1.6,0.0,0.2,2.6,0.0,0.0,0.5,BUF,6,RB
Jakob JohnsonNE,0.1,0.1,0.0,0.3,1.8,0.0,0.0,0.4,NE,6,RB
Jason CabindaDET,0.8,1.5,0.0,0.2,2.2,0.0,0.0,0.4,DET,6,RB
Derek WattPIT,0.8,2.0,0.0,0.2,1.2,0.0,0.0,0.4,PIT,6,RB
Cullen GillaspiaNYG,0.6,1.3,0.0,0.2,1.4,0.0,0.0,0.3,NYG,6,RB
Reggie GilliamBUF,0.1,0.0,0.0,0.3,3.0,0.0,0.0,0.3,BUF,6,RB
Godwin IgwebuikeDET,0.6,2.0,0.0,0.1,1.0,0.0,0.0,0.3,DET,6,RB
Gabe NabersLAC,0.5,1.2,0.0,0.2,1.3,0.0,0.0,0.3,LAC,6,RB
Khari BlasingameTEN,0.0,0.0,0.0,0.2,2.1,0.0,0.0,0.3,TEN,6,RB
Johnny StantonCLE,0.2,0.8,0.0,0.2,1.2,0.0,0.0,0.2,CLE,6,RB
Nick BelloreSEA,0.5,1.0,0.0,0.1,1.1,0.0,0.0,0.2,SEA,6,RB
Derrick HenryTEN,24.4,119.8,1.1,2.1,18.3,0.1,0.2,20.3,TEN,7,RB
Alvin KamaraNO,20.1,88.2,0.7,4.8,43.7,0.3,0.1,18.8,NO,7,RB
Darrell Henderson Jr.LAR,18.2,79.5,0.7,2.3,22.2,0.2,0.1,15.4,LAR,7,RB
Aaron JonesGB,14.4,67.5,0.7,3.6,30.6,0.3,0.1,15.2,GB,7,RB
Chuba HubbardCAR,17.4,70.7,0.6,2.9,24.0,0.1,0.1,13.7,CAR,7,RB
Leonard FournetteTB,16.3,63.3,0.6,3.6,28.3,0.1,0.1,13.3,TB,7,RB
Jonathan TaylorIND,15.4,71.4,0.6,2.4,21.2,0.1,0.1,13.1,IND,7,RB
Josh JacobsLV,17.2,67.7,0.7,2.6,19.9,0.1,0.1,13.0,LV,7,RB
Joe MixonCIN,16.9,67.9,0.6,2.5,20.7,0.1,0.1,12.6,CIN,7,RB
Damien HarrisNE,17.6,73.8,0.6,1.1,9.2,0.0,0.2,11.9,NE,7,RB
Darrel WilliamsKC,14.7,56.1,0.6,2.4,19.5,0.1,0.1,11.7,KC,7,RB
James ConnerARI,14.2,62.0,0.7,1.0,8.0,0.0,0.1,11.6,ARI,7,RB
D'Andre SwiftDET,10.7,43.8,0.3,5.3,43.4,0.2,0.1,11.4,DET,7,RB
Elijah MitchellSF,14.7,61.4,0.5,1.6,14.2,0.1,0.1,11.0,SF,7,RB
Antonio GibsonWAS,13.8,59.0,0.5,1.9,15.2,0.1,0.1,10.8,WAS,7,RB
D'Ernest JohnsonCLE,14.9,62.3,0.5,1.4,10.8,0.0,0.1,10.7,CLE,7,RB
Devontae BookerNYG,14.8,58.0,0.4,2.5,17.0,0.1,0.1,10.5,NYG,7,RB
Cordarrelle PattersonATL,9.4,37.8,0.2,3.9,36.9,0.3,0.1,10.3,ATL,7,RB
Miles SandersPHI,12.2,56.0,0.3,2.9,23.0,0.1,0.1,9.9,PHI,7,RB
Alex CollinsSEA,13.7,52.9,0.5,1.4,11.2,0.0,0.1,9.4,SEA,7,RB
Chase EdmondsARI,9.1,41.4,0.2,3.3,27.4,0.2,0.1,8.9,ARI,7,RB
Mike DavisATL,13.0,48.7,0.3,2.9,20.1,0.1,0.1,8.8,ATL,7,RB
Melvin Gordon IIIDEN,10.9,48.3,0.4,1.9,13.3,0.0,0.1,8.8,IIDEN,7,RB
Michael CarterNYJ,12.6,49.4,0.3,1.9,15.3,0.0,0.1,8.4,NYJ,7,RB
Myles GaskinMIA,9.1,38.7,0.2,3.7,27.9,0.1,0.1,8.4,MIA,7,RB
Javonte WilliamsDEN,10.3,43.6,0.2,1.9,15.3,0.1,0.1,7.5,DEN,7,RB
Khalil HerbertCHI,10.6,42.9,0.2,1.7,12.9,0.1,0.1,7.2,CHI,7,RB
Devonta FreemanBAL,8.4,38.5,0.3,1.7,12.3,0.1,0.1,7.0,BAL,7,RB
J.D. McKissicWAS,5.6,23.5,0.1,4.1,29.0,0.2,0.1,6.9,KissicWAS,7,RB
AJ DillonGB,9.4,39.7,0.2,1.2,10.8,0.1,0.1,6.7,GB,7,RB
Damien WilliamsCHI,9.3,33.2,0.2,1.9,15.0,0.1,0.1,6.5,CHI,7,RB
Jamaal WilliamsDET,8.9,34.2,0.2,2.0,14.5,0.1,0.1,6.1,DET,7,RB
Mark Ingram IINO,10.9,45.1,0.2,0.6,4.1,0.0,0.1,5.9,INO,7,RB
Sony MichelLAR,8.4,36.4,0.2,0.6,5.3,0.0,0.0,5.6,LAR,7,RB
Demetric FeltonCLE,6.4,22.8,0.2,2.3,19.1,0.1,0.1,5.5,CLE,7,RB
Kenneth GainwellPHI,3.6,16.1,0.1,2.6,22.4,0.1,0.0,5.1,PHI,7,RB
Nyheim HinesIND,3.9,15.5,0.1,2.7,20.7,0.1,0.0,4.8,IND,7,RB
Kenyan DrakeLV,4.3,18.0,0.1,1.9,15.3,0.1,0.0,4.6,LV,7,RB
Ty JohnsonNYJ,6.3,24.3,0.1,1.9,14.5,0.0,0.0,4.6,NYJ,7,RB
Ty'Son WilliamsBAL,5.7,23.1,0.2,0.9,7.9,0.0,0.1,4.3,BAL,7,RB
David JohnsonHOU,3.3,14.2,0.1,2.6,20.6,0.1,0.0,4.1,HOU,7,RB
JaMycal HastySF,5.3,21.4,0.2,1.0,8.1,0.0,0.1,4.0,SF,7,RB
Ronald Jones IITB,5.7,24.1,0.2,0.4,3.4,0.0,0.0,3.8,ITB,7,RB
Rashaad PennySEA,5.1,20.9,0.2,0.8,5.8,0.0,0.1,3.8,SEA,7,RB
Brandon BoldenNE,3.0,11.1,0.1,2.1,17.2,0.0,0.0,3.8,NE,7,RB
Malcolm BrownMIA,6.2,22.9,0.2,0.5,3.5,0.0,0.0,3.7,MIA,7,RB
Salvon AhmedMIA,4.7,17.6,0.1,1.3,10.1,0.0,0.0,3.7,MIA,7,RB
Jerick McKinnonKC,3.9,14.4,0.1,1.5,11.8,0.1,0.0,3.6,KinnonKC,7,RB
Samaje PerineCIN,4.1,17.1,0.1,1.1,8.8,0.1,0.0,3.4,CIN,7,RB
Trey SermonSF,5.7,22.7,0.1,0.6,5.4,0.0,0.0,3.4,SF,7,RB
Phillip LindsayMIA,5.0,21.6,0.1,0.9,5.9,0.0,0.0,3.4,MIA,7,RB
Kyle JuszczykSF,1.1,3.2,0.0,2.3,21.6,0.1,0.0,3.3,SF,7,RB
Giovani BernardTB,1.6,6.5,0.0,2.0,14.9,0.1,0.0,3.1,TB,7,RB
John KellyCLE,5.4,16.6,0.2,0.4,3.7,0.0,0.0,3.0,CLE,7,RB
DeeJay DallasSEA,3.4,11.6,0.1,1.7,13.4,0.0,0.0,2.9,SEA,7,RB
La'Mical PerineNYJ,2.2,17.1,0.1,0.6,4.3,0.0,0.0,2.9,NYJ,7,RB
Royce FreemanHOU,4.0,14.8,0.1,1.0,6.9,0.0,0.0,2.8,HOU,7,RB
Jaret PattersonWAS,3.6,13.8,0.1,0.9,6.8,0.0,0.0,2.7,WAS,7,RB
Marlon MackIND,4.1,17.8,0.1,0.3,2.5,0.0,0.0,2.6,IND,7,RB
Ty MontgomeryNO,1.9,7.1,0.0,1.2,11.3,0.0,0.0,2.3,NO,7,RB
J.J. TaylorNE,2.3,10.8,0.1,0.7,5.4,0.0,0.0,2.2,NE,7,RB
Devine OzigboNE,2.2,8.1,0.0,0.8,8.0,0.0,0.0,2.0,NE,7,RB
Chris EvansCIN,1.6,5.8,0.0,1.1,10.7,0.0,0.0,2.0,CIN,7,RB
Eno BenjaminARI,2.1,10.7,0.1,0.3,2.8,0.0,0.0,2.0,ARI,7,RB
Elijhaa PennyNYG,2.5,9.6,0.1,0.7,4.4,0.0,0.0,1.9,NYG,7,RB
Darrynton EvansTEN,2.3,9.3,0.0,0.6,5.1,0.0,0.0,1.9,TEN,7,RB
Buddy HowellLAR,0.0,10.5,0.1,0.5,2.9,0.0,0.0,1.8,LAR,7,RB
Travis HomerSEA,1.3,5.3,0.0,0.9,7.6,0.0,0.0,1.6,SEA,7,RB
Derrick GoreKC,1.4,7.2,0.0,0.4,3.5,0.0,0.0,1.3,KC,7,RB
Patrick RicardBAL,0.2,0.3,0.0,1.0,7.7,0.1,0.0,1.3,BAL,7,RB
Rex BurkheadHOU,0.9,4.1,0.0,0.7,5.1,0.0,0.0,1.2,HOU,7,RB
Trayveon WilliamsCIN,1.0,3.8,0.0,0.5,4.1,0.0,0.0,1.0,CIN,7,RB
Boston ScottPHI,1.0,4.1,0.0,0.4,3.3,0.0,0.0,1.0,PHI,7,RB
Gary BrightwellNYG,0.7,4.5,0.0,0.4,3.3,0.0,0.0,1.0,NYG,7,RB
Kylin HillGB,1.1,4.8,0.0,0.3,2.8,0.0,0.0,1.0,GB,7,RB
Alec IngoldLV,0.3,0.6,0.0,0.7,5.9,0.0,0.0,0.9,LV,7,RB
Ameer AbdullahCAR,0.9,4.2,0.0,0.4,2.8,0.0,0.0,0.8,CAR,7,RB
Alex Armah Jr.WAS,1.2,3.3,0.0,0.4,3.4,0.0,0.0,0.8,WAS,7,RB
Johnny StantonCLE,0.5,1.7,0.0,0.4,3.3,0.0,0.0,0.8,CLE,7,RB
Tory CarterTEN,1.1,5.0,0.0,0.2,2.0,0.0,0.0,0.7,TEN,7,RB
Trenton CannonSF,0.8,1.9,0.0,0.3,3.1,0.0,0.0,0.6,SF,7,RB
Ryan NallCHI,1.2,2.5,0.0,0.3,3.0,0.0,0.0,0.6,CHI,7,RB
Jermar JeffersonDET,0.7,3.0,0.0,0.2,3.0,0.0,0.0,0.6,DET,7,RB
Keith SmithATL,0.6,1.6,0.0,0.5,3.8,0.0,0.0,0.6,ATL,7,RB
Damarea CrockettDEN,0.5,2.6,0.0,0.2,1.5,0.0,0.0,0.5,DEN,7,RB
Ke'Shawn VaughnTB,0.9,4.0,0.0,0.1,1.0,0.0,0.0,0.5,TB,7,RB
Jakob JohnsonNE,0.1,0.1,0.0,0.3,2.0,0.0,0.0,0.4,NE,7,RB
Khari BlasingameTEN,0.0,0.0,0.0,0.3,2.4,0.0,0.0,0.3,TEN,7,RB
Nick BelloreSEA,0.5,1.0,0.0,0.1,1.3,0.0,0.0,0.3,SEA,7,RB
Cullen GillaspiaNYG,0.4,1.1,0.0,0.1,1.2,0.0,0.0,0.3,NYG,7,RB
Godwin IgwebuikeDET,0.5,1.0,0.0,0.1,1.0,0.0,0.0,0.2,DET,7,RB
Derrick HenryTEN,26.7,119.7,1.1,2.4,22.3,0.1,0.1,21.1,TEN,8,RB
Alvin KamaraNO,15.7,67.7,0.6,5.3,43.0,0.3,0.1,16.1,NO,8,RB
Saquon BarkleyNYG,14.0,67.0,0.8,3.0,28.0,0.3,0.0,16.1,NYG,8,RB
Jonathan TaylorIND,17.6,83.7,0.8,2.5,23.2,0.1,0.1,16.1,IND,8,RB
D'Andre SwiftDET,14.6,62.2,0.4,5.9,46.9,0.4,0.1,15.8,DET,8,RB
Najee HarrisPIT,19.5,72.7,0.7,4.5,34.7,0.2,0.1,15.6,PIT,8,RB
Dalvin CookMIN,18.8,83.8,0.6,3.5,28.3,0.1,0.1,15.1,MIN,8,RB
Austin EkelerLAC,14.2,59.1,0.5,5.1,44.9,0.3,0.1,15.1,LAC,8,RB
Darrell Henderson Jr.LAR,17.0,76.8,0.7,2.4,21.5,0.2,0.1,14.9,LAR,8,RB
Nick ChubbCLE,18.2,91.1,0.7,1.5,12.2,0.0,0.1,14.4,CLE,8,RB
Ezekiel ElliottDAL,17.5,80.0,0.7,2.4,18.6,0.1,0.1,14.2,DAL,8,RB
Joe MixonCIN,17.7,73.7,0.7,2.4,19.5,0.1,0.1,13.9,CIN,8,RB
Aaron JonesGB,12.6,61.3,0.5,4.5,34.2,0.2,0.1,13.4,GB,8,RB
Leonard FournetteTB,15.5,56.9,0.6,3.6,27.1,0.1,0.0,12.7,TB,8,RB
Elijah MitchellSF,17.0,77.3,0.6,1.2,10.4,0.0,0.1,12.5,SF,8,RB
Khalil HerbertCHI,17.0,69.7,0.5,2.1,17.4,0.1,0.1,11.9,CHI,8,RB
Cordarrelle PattersonATL,12.8,55.1,0.3,4.2,34.5,0.2,0.1,11.8,ATL,8,RB
Damien HarrisNE,15.6,72.3,0.6,1.1,8.7,0.0,0.1,11.7,NE,8,RB
Alex CollinsSEA,16.5,61.3,0.6,1.4,12.2,0.1,0.1,11.3,SEA,8,RB
Christian McCaffreyCAR,12.0,56.3,0.3,3.6,32.3,0.1,0.2,11.1,CaffreyCAR,8,RB
James RobinsonJAC,13.4,60.5,0.5,2.4,17.8,0.1,0.1,11.1,JAC,8,RB
Darrel WilliamsKC,13.2,52.4,0.6,2.3,18.7,0.1,0.1,10.9,KC,8,RB
Chuba HubbardCAR,13.5,54.3,0.5,2.5,19.8,0.1,0.1,10.4,CAR,8,RB
Devontae BookerNYG,13.6,53.1,0.5,2.6,18.6,0.1,0.1,10.3,NYG,8,RB
Michael CarterNYJ,12.3,47.5,0.3,3.6,28.7,0.1,0.1,9.9,NYJ,8,RB
Myles GaskinMIA,11.5,48.6,0.2,3.6,27.2,0.1,0.1,9.6,MIA,8,RB
Antonio GibsonWAS,14.7,61.8,0.3,1.7,13.4,0.0,0.1,9.5,WAS,8,RB
Jamaal WilliamsDET,11.0,40.0,0.2,3.0,23.0,0.3,0.0,9.3,DET,8,RB
Zack MossBUF,11.9,47.0,0.4,2.1,18.0,0.1,0.1,9.3,BUF,8,RB
Chase EdmondsARI,9.9,46.4,0.2,3.3,25.0,0.1,0.1,9.2,ARI,8,RB
Melvin Gordon IIIDEN,11.2,49.4,0.3,1.9,13.9,0.1,0.1,8.7,IIDEN,8,RB
Kenneth GainwellPHI,6.3,29.1,0.2,3.4,32.3,0.2,0.1,8.3,PHI,8,RB
Javonte WilliamsDEN,9.7,42.7,0.2,2.3,18.3,0.1,0.1,7.9,DEN,8,RB
David JohnsonHOU,7.1,31.6,0.2,3.2,26.2,0.1,0.1,7.4,HOU,8,RB
James ConnerARI,11.0,44.6,0.3,0.8,5.7,0.0,0.1,7.1,ARI,8,RB
Adrian PetersonSEA,12.3,48.2,0.3,0.5,3.6,0.0,0.1,6.8,SEA,8,RB
Tony PollardDAL,7.7,38.9,0.2,1.7,14.2,0.1,0.1,6.7,DAL,8,RB
Devin SingletaryBUF,9.0,38.1,0.2,1.9,13.3,0.1,0.1,6.5,BUF,8,RB
J.D. McKissicWAS,5.1,21.1,0.1,4.4,32.3,0.1,0.0,6.4,KissicWAS,8,RB
Mike DavisATL,9.2,34.4,0.2,2.6,15.6,0.1,0.1,6.3,ATL,8,RB
AJ DillonGB,8.2,36.4,0.1,1.2,10.0,0.0,0.1,5.4,GB,8,RB
Boston ScottPHI,6.8,27.0,0.2,1.4,12.0,0.1,0.1,5.3,PHI,8,RB
Clyde Edwards-HelaireKC,6.7,31.3,0.1,1.5,11.7,0.1,0.1,5.3,HelaireKC,8,RB
D'Ernest JohnsonCLE,7.3,30.6,0.2,1.1,10.2,0.0,0.0,5.2,CLE,8,RB
Mark Ingram IINO,8.7,31.5,0.2,0.7,5.9,0.0,0.1,5.1,INO,8,RB
Samaje PerineCIN,6.5,26.9,0.2,1.0,7.7,0.1,0.0,5.1,CIN,8,RB
Sony MichelLAR,7.1,31.0,0.2,0.5,4.9,0.0,0.0,5.0,LAR,8,RB
Jordan HowardPHI,6.4,27.7,0.3,0.5,4.6,0.0,0.0,4.8,PHI,8,RB
David MontgomeryCHI,7.0,27.8,0.2,1.2,10.1,0.0,0.1,4.8,CHI,8,RB
Ty JohnsonNYJ,5.4,19.9,0.1,2.5,19.3,0.1,0.0,4.7,NYJ,8,RB
Nyheim HinesIND,4.1,15.9,0.1,2.4,18.7,0.1,0.0,4.7,IND,8,RB
Salvon AhmedMIA,6.7,25.5,0.1,1.5,12.9,0.0,0.1,4.7,MIA,8,RB
Damien WilliamsCHI,5.9,23.1,0.2,1.3,10.6,0.1,0.0,4.7,CHI,8,RB
Rashaad PennySEA,6.6,26.7,0.2,0.7,5.6,0.0,0.0,4.5,SEA,8,RB
Jermar JeffersonDET,7.4,26.0,0.1,0.9,7.8,0.0,0.0,4.2,DET,8,RB
Rhamondre StevensonNE,4.1,18.2,0.2,1.3,10.4,0.1,0.0,4.1,NE,8,RB
Derrick GoreKC,6.4,20.6,0.2,0.7,6.4,0.0,0.0,4.0,KC,8,RB
Alexander MattisonMIN,5.3,22.5,0.1,1.0,8.4,0.1,0.0,3.9,MIN,8,RB
JaMycal HastySF,4.1,17.6,0.1,1.8,13.6,0.0,0.0,3.9,SF,8,RB
Chris EvansCIN,1.8,6.7,0.1,1.7,18.3,0.1,0.0,3.7,CIN,8,RB
Brandon BoldenNE,2.2,8.7,0.1,2.7,20.9,0.1,0.0,3.6,NE,8,RB
Phillip LindsayMIA,6.1,23.9,0.1,0.7,5.4,0.0,0.0,3.6,MIA,8,RB
Carlos HydeJAC,5.7,22.6,0.1,0.8,5.5,0.0,0.0,3.4,JAC,8,RB
DeeJay DallasSEA,0.0,14.7,0.1,1.2,11.3,0.0,0.0,3.4,SEA,8,RB
Rex BurkheadHOU,3.6,12.5,0.1,1.1,9.9,0.1,0.0,3.2,HOU,8,RB
Ronald Jones IITB,5.3,21.1,0.1,0.3,1.8,0.0,0.0,3.1,ITB,8,RB
Jerick McKinnonKC,3.1,12.2,0.1,1.3,10.6,0.1,0.0,3.0,KinnonKC,8,RB
Dontrell HilliardTEN,4.0,15.3,0.2,0.4,3.3,0.0,0.0,2.8,TEN,8,RB
Tarik CohenCHI,2.0,7.4,0.0,2.0,12.8,0.1,0.0,2.6,CHI,8,RB
Justin JacksonLAC,3.6,15.7,0.0,1.0,8.3,0.0,0.0,2.6,LAC,8,RB
Kyle JuszczykSF,0.9,3.1,0.0,1.6,16.0,0.1,0.0,2.6,SF,8,RB
Joshua KelleyLAC,4.6,17.0,0.1,0.4,2.5,0.0,0.1,2.5,LAC,8,RB
J.J. TaylorNE,3.0,13.2,0.1,0.5,3.4,0.0,0.0,2.4,NE,8,RB
Demetric FeltonCLE,1.0,3.9,0.0,1.6,14.8,0.1,0.0,2.3,CLE,8,RB
Royce FreemanHOU,3.5,13.4,0.1,0.7,4.7,0.0,0.0,2.2,HOU,8,RB
La'Mical PerineNYJ,1.3,12.7,0.1,0.5,4.1,0.0,0.0,2.2,NYJ,8,RB
Marlon MackIND,2.6,12.2,0.1,0.3,2.4,0.0,0.0,2.1,IND,8,RB
Elijhaa PennyNYG,3.1,10.3,0.1,0.5,4.0,0.0,0.0,2.1,NYG,8,RB
Giovani BernardTB,0.6,3.3,0.0,2.0,14.8,0.0,0.0,2.0,TB,8,RB
Trey SermonSF,2.2,12.7,0.1,0.2,1.4,0.0,0.0,2.0,SF,8,RB
Travis HomerSEA,1.9,7.2,0.0,0.9,7.7,0.1,0.0,2.0,SEA,8,RB
Scottie PhillipsHOU,3.9,10.9,0.1,0.5,4.4,0.0,0.0,1.9,HOU,8,RB
Wayne Gallman Jr.MIN,3.1,11.5,0.1,0.2,1.2,0.0,0.0,1.9,MIN,8,RB
Larry Rountree IIILAC,3.2,10.2,0.1,0.4,2.9,0.0,0.0,1.8,IILAC,8,RB
Ty MontgomeryNO,1.4,5.1,0.0,0.8,8.1,0.0,0.0,1.7,NO,8,RB
Eno BenjaminARI,2.0,8.2,0.1,0.2,1.9,0.0,0.0,1.6,ARI,8,RB
Trayveon WilliamsCIN,1.7,8.0,0.1,0.2,2.0,0.0,0.0,1.6,CIN,8,RB
Jaret PattersonWAS,0.0,9.6,0.1,0.4,2.1,0.0,0.0,1.6,WAS,8,RB
Kalen BallagePIT,2.1,6.9,0.1,0.6,3.9,0.0,0.0,1.5,PIT,8,RB
D'Onta ForemanTEN,1.8,6.6,0.1,0.5,3.9,0.0,0.0,1.5,TEN,8,RB
Ameer AbdullahCAR,1.7,6.2,0.0,0.7,5.1,0.0,0.0,1.5,CAR,8,RB
Mike BooneDEN,1.5,8.5,0.1,0.2,1.5,0.0,0.0,1.4,DEN,8,RB
Devine OzigboNE,1.1,3.3,0.0,0.7,5.3,0.1,0.0,1.2,NE,8,RB
Anthony McFarland Jr.PIT,1.1,6.3,0.0,0.3,2.4,0.0,0.0,1.1,PIT,8,RB
Dare OgunbowaleJAC,1.0,4.2,0.0,0.6,4.4,0.0,0.0,1.0,JAC,8,RB
John KellyCLE,0.6,4.7,0.0,0.3,3.5,0.0,0.0,1.0,CLE,8,RB
Buddy HowellLAR,0.9,6.2,0.0,0.3,1.6,0.0,0.0,1.0,LAR,8,RB
C.J. HamMIN,0.6,2.2,0.0,0.7,5.7,0.0,0.0,1.0,MIN,8,RB
Benny Snell Jr.PIT,1.3,4.4,0.1,0.2,1.7,0.0,0.0,0.9,PIT,8,RB
Matt BreidaBUF,1.9,7.7,0.0,0.2,1.6,0.0,0.0,0.9,BUF,8,RB
Ryan NallCHI,1.0,3.0,0.0,0.4,4.4,0.0,0.0,0.9,CHI,8,RB
Reggie GilliamBUF,0.3,1.2,0.0,0.5,5.6,0.0,0.0,0.9,BUF,8,RB
Andy JanovichCLE,0.6,0.2,0.1,0.3,2.4,0.0,0.0,0.9,CLE,8,RB
Kene NwangwuMIN,0.5,4.4,0.0,0.3,2.2,0.0,0.0,0.9,MIN,8,RB
Patrick LairdMIA,0.3,2.5,0.0,0.6,4.7,0.0,0.0,0.8,MIA,8,RB
Deon JacksonIND,0.2,2.5,0.0,0.4,3.5,0.0,0.0,0.8,IND,8,RB
Corey ClementDAL,0.9,3.9,0.0,0.2,1.2,0.0,0.0,0.7,DAL,8,RB
Alex Armah Jr.WAS,1.2,2.8,0.0,0.2,1.5,0.0,0.0,0.7,WAS,8,RB
Gary BrightwellNYG,0.4,2.8,0.0,0.3,2.1,0.0,0.0,0.6,NYG,8,RB
Dwayne WashingtonNO,1.0,4.9,0.0,0.1,0.9,0.0,0.0,0.6,NO,8,RB
Taiwan JonesBUF,0.4,1.9,0.0,0.2,2.9,0.0,0.0,0.6,BUF,8,RB
Keith SmithATL,0.6,1.3,0.0,0.5,3.5,0.0,0.0,0.6,ATL,8,RB
Michael BurtonKC,0.5,1.5,0.0,0.3,2.1,0.0,0.0,0.5,KC,8,RB
Tory CarterTEN,0.0,0.0,0.0,0.4,4.0,0.0,0.0,0.4,TEN,8,RB
Johnny StantonCLE,0.0,0.0,0.0,0.3,4.0,0.0,0.0,0.4,CLE,8,RB
Jakob JohnsonNE,0.1,0.1,0.0,0.4,3.2,0.0,0.0,0.3,NE,8,RB
Nick BelloreSEA,0.0,0.1,0.0,0.2,1.8,0.0,0.0,0.3,SEA,8,RB
Cullen GillaspiaNYG,0.3,1.0,0.0,0.2,2.0,0.0,0.0,0.3,NYG,8,RB
Trenton CannonSF,0.1,0.7,0.0,0.2,1.3,0.0,0.0,0.3,SF,8,RB
Jason CabindaDET,0.0,0.0,0.0,0.2,1.4,0.0,0.0,0.3,DET,8,RB
Derek WattPIT,0.7,1.3,0.0,0.2,0.8,0.0,0.0,0.3,PIT,8,RB
Gabe NabersLAC,0.2,0.5,0.0,0.3,1.6,0.0,0.0,0.2,LAC,8,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,CAR,8,RB
Alvin KamaraNO,17.4,74.6,0.7,4.8,39.0,0.3,0.1,16.5,NO,9,RB
Najee HarrisPIT,20.5,80.1,0.6,4.3,34.6,0.2,0.1,16.1,PIT,9,RB
Jonathan TaylorIND,17.0,78.6,0.8,2.7,24.6,0.1,0.1,15.3,IND,9,RB
Austin EkelerLAC,13.8,61.9,0.5,5.3,44.2,0.3,0.1,15.1,LAC,9,RB
Ezekiel ElliottDAL,17.9,78.2,0.7,2.7,21.0,0.1,0.1,14.4,DAL,9,RB
Nick ChubbCLE,18.0,89.4,0.7,1.8,13.0,0.0,0.1,14.3,CLE,9,RB
Dalvin CookMIN,18.0,79.8,0.6,3.2,26.2,0.1,0.1,14.2,MIN,9,RB
Darrell Henderson Jr.LAR,15.7,70.2,0.7,2.4,21.6,0.2,0.1,14.0,LAR,9,RB
Aaron JonesGB,13.9,65.3,0.5,3.9,30.0,0.2,0.1,13.6,GB,9,RB
Christian McCaffreyCAR,13.2,59.5,0.5,4.1,34.7,0.1,0.1,13.1,CaffreyCAR,9,RB
Joe MixonCIN,15.9,65.5,0.6,2.4,18.3,0.1,0.1,12.5,CIN,9,RB
Damien HarrisNE,16.0,72.4,0.6,1.1,8.5,0.0,0.1,11.6,NE,9,RB
Josh JacobsLV,14.4,57.1,0.6,2.6,20.3,0.1,0.1,11.5,LV,9,RB
Devontae BookerNYG,14.5,57.1,0.5,3.0,21.3,0.1,0.1,11.2,NYG,9,RB
Cordarrelle PattersonATL,11.1,43.9,0.2,4.0,36.0,0.2,0.1,10.5,ATL,9,RB
Myles GaskinMIA,12.1,52.6,0.3,3.4,26.5,0.2,0.1,10.3,MIA,9,RB
Michael CarterNYJ,11.5,45.3,0.3,4.3,35.6,0.1,0.1,10.2,NYJ,9,RB
Elijah MitchellSF,13.0,62.5,0.5,0.5,4.6,0.0,0.1,9.7,SF,9,RB
Melvin Gordon IIIDEN,10.2,46.8,0.5,2.1,14.3,0.1,0.1,9.0,IIDEN,9,RB
Darrel WilliamsKC,10.8,44.2,0.4,2.6,21.0,0.1,0.1,8.9,KC,9,RB
Khalil HerbertCHI,12.1,49.7,0.4,1.8,14.7,0.0,0.1,8.7,CHI,9,RB
Zack MossBUF,10.8,41.9,0.3,2.4,21.0,0.1,0.1,8.6,BUF,9,RB
Chase EdmondsARI,9.9,42.9,0.2,3.4,24.4,0.1,0.1,8.5,ARI,9,RB
James ConnerARI,11.1,46.8,0.6,0.8,5.3,0.0,0.1,8.5,ARI,9,RB
Carlos HydeJAC,13.2,52.3,0.2,1.9,12.5,0.0,0.1,8.0,JAC,9,RB
Boston ScottPHI,8.5,40.5,0.3,1.6,13.2,0.1,0.1,7.4,PHI,9,RB
David MontgomeryCHI,11.2,44.5,0.2,1.8,14.8,0.1,0.1,7.4,CHI,9,RB
Javonte WilliamsDEN,8.9,41.1,0.2,2.4,18.1,0.1,0.1,7.3,DEN,9,RB
Mike DavisATL,10.4,37.7,0.2,3.2,19.5,0.1,0.1,7.2,ATL,9,RB
Devonta FreemanBAL,7.4,36.4,0.2,1.8,14.3,0.1,0.1,6.9,BAL,9,RB
Tony PollardDAL,7.8,37.6,0.2,1.7,14.1,0.1,0.1,6.7,DAL,9,RB
David JohnsonHOU,6.6,27.3,0.1,2.6,22.9,0.1,0.1,6.4,HOU,9,RB
AJ DillonGB,9.8,41.2,0.2,1.1,8.4,0.0,0.1,6.1,GB,9,RB
Salvon AhmedMIA,8.1,32.1,0.2,1.6,14.3,0.0,0.1,6.1,MIA,9,RB
Devin SingletaryBUF,8.7,35.4,0.2,1.7,12.8,0.1,0.1,6.0,BUF,9,RB
Kenyan DrakeLV,6.7,28.2,0.2,1.8,15.3,0.1,0.1,5.8,LV,9,RB
Kenneth GainwellPHI,4.0,18.6,0.1,2.8,24.4,0.1,0.0,5.6,PHI,9,RB
Ty JohnsonNYJ,5.5,20.1,0.1,2.8,23.0,0.1,0.1,5.3,NYJ,9,RB
D'Ernest JohnsonCLE,6.6,28.8,0.2,1.3,10.2,0.0,0.0,5.2,CLE,9,RB
Chuba HubbardCAR,7.7,29.8,0.1,1.6,12.2,0.0,0.1,5.1,CAR,9,RB
