player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,week,position
Christian McCaffreyCAR,19.2,80.1,0.8,5.4,43.8,0.3,0.1,19.0,CaffreyCAR,1,RB
Dalvin CookMIN,20.3,97.8,0.8,3.5,30.2,0.1,0.1,18.0,MIN,1,RB
Derrick HenryTEN,22.2,106.7,0.8,1.7,13.7,0.1,0.2,17.2,TEN,1,RB
Alvin KamaraNO,14.0,66.2,0.7,5.3,48.1,0.2,0.1,16.4,NO,1,RB
James RobinsonJAC,16.3,73.7,0.6,3.2,25.5,0.1,0.1,14.1,JAC,1,RB
Raheem MostertSF,14.4,73.8,0.7,2.0,20.3,0.1,0.1,14.1,SF,1,RB
Aaron JonesGB,14.9,68.9,0.7,3.4,25.9,0.1,0.1,14.0,GB,1,RB
Nick ChubbCLE,16.7,82.6,0.7,1.8,14.8,0.1,0.1,13.9,CLE,1,RB
Antonio GibsonWAS,16.9,71.2,0.7,2.8,22.0,0.1,0.1,13.7,WAS,1,RB
Jonathan TaylorIND,16.4,73.4,0.7,2.3,19.6,0.1,0.1,13.6,IND,1,RB
Joe MixonCIN,16.7,69.5,0.6,3.3,24.5,0.1,0.1,13.6,CIN,1,RB
Najee HarrisPIT,16.7,71.6,0.5,3.1,24.3,0.1,0.1,12.7,PIT,1,RB
Austin EkelerLAC,12.3,51.7,0.2,5.6,43.0,0.3,0.1,12.4,LAC,1,RB
Ezekiel ElliottDAL,15.7,62.5,0.6,3.3,24.7,0.1,0.1,12.4,DAL,1,RB
Miles SandersPHI,14.0,63.2,0.6,2.8,22.8,0.1,0.1,12.2,PHI,1,RB
Clyde Edwards-HelaireKC,13.8,58.3,0.6,3.2,24.4,0.1,0.1,12.1,HelaireKC,1,RB
Saquon BarkleyNYG,13.2,60.0,0.6,2.9,23.3,0.1,0.1,12.1,NYG,1,RB
Chris CarsonSEA,14.0,61.1,0.6,2.7,19.5,0.1,0.1,11.9,SEA,1,RB
David MontgomeryCHI,16.2,63.6,0.4,3.2,23.9,0.1,0.1,11.5,CHI,1,RB
Josh JacobsLV,15.5,61.4,0.6,2.0,15.8,0.0,0.1,11.2,LV,1,RB
Ty'Son WilliamsBAL,14.4,64.3,0.6,1.5,11.1,0.0,0.1,11.2,BAL,1,RB
Mike DavisATL,15.3,58.4,0.5,2.9,20.5,0.1,0.1,11.1,ATL,1,RB
Damien HarrisNE,15.6,71.3,0.4,0.8,7.2,0.0,0.1,10.4,NE,1,RB
Melvin Gordon IIIDEN,12.1,54.4,0.6,2.2,14.1,0.0,0.1,10.4,IIDEN,1,RB
Myles GaskinMIA,12.3,52.2,0.4,3.8,24.4,0.1,0.1,10.1,MIA,1,RB
D'Andre SwiftDET,10.8,47.7,0.3,3.8,30.4,0.1,0.1,9.8,DET,1,RB
Kareem HuntCLE,8.7,37.4,0.5,2.5,22.5,0.1,0.1,9.6,CLE,1,RB
Darrell Henderson Jr.LAR,12.7,53.8,0.3,2.0,16.8,0.1,0.1,9.1,LAR,1,RB
Chase EdmondsARI,9.8,41.8,0.2,3.1,26.1,0.1,0.1,8.5,ARI,1,RB
Ronald Jones IITB,12.3,52.4,0.5,0.8,5.5,0.0,0.1,8.5,ITB,1,RB
Javonte WilliamsDEN,11.3,44.9,0.3,1.6,13.7,0.0,0.1,7.9,DEN,1,RB
Devin SingletaryBUF,12.0,48.4,0.2,2.3,15.8,0.1,0.1,7.8,BUF,1,RB
Sony MichelLAR,10.7,44.4,0.3,1.1,9.6,0.1,0.1,7.6,LAR,1,RB
James ConnerARI,9.1,39.2,0.2,1.6,13.1,0.0,0.1,6.6,ARI,1,RB
Tevin ColemanNYJ,9.6,36.3,0.3,1.5,10.6,0.0,0.1,6.6,NYJ,1,RB
Leonard FournetteTB,8.4,36.4,0.3,1.5,10.6,0.0,0.0,6.4,TB,1,RB
Jamaal WilliamsDET,8.8,33.3,0.1,2.0,14.9,0.1,0.1,5.8,DET,1,RB
David JohnsonHOU,7.2,27.6,0.1,2.3,18.8,0.1,0.1,5.7,HOU,1,RB
Phillip LindsayMIA,8.0,37.2,0.2,1.2,9.1,0.0,0.0,5.7,MIA,1,RB
Kenyan DrakeLV,7.3,29.4,0.2,2.2,16.3,0.0,0.1,5.7,LV,1,RB
James WhiteNE,3.0,12.6,0.1,4.1,29.4,0.1,0.0,5.3,NE,1,RB
J.D. McKissicWAS,4.1,17.2,0.1,3.5,24.0,0.1,0.0,5.2,KissicWAS,1,RB
AJ DillonGB,8.8,35.4,0.2,0.7,5.5,0.0,0.1,5.0,GB,1,RB
Nyheim HinesIND,4.0,16.1,0.1,3.2,25.1,0.1,0.0,5.0,IND,1,RB
Ty JohnsonNYJ,6.8,28.9,0.1,1.6,11.2,0.0,0.1,4.9,NYJ,1,RB
Justin JacksonLAC,7.6,30.2,0.1,1.4,10.1,0.0,0.1,4.9,LAC,1,RB
Cordarrelle PattersonATL,5.3,24.2,0.1,1.2,9.8,0.0,0.0,4.5,ATL,1,RB
Tony PollardDAL,5.4,22.4,0.1,1.8,12.8,0.1,0.0,4.4,DAL,1,RB
Damien WilliamsCHI,5.1,21.3,0.1,1.7,12.8,0.1,0.0,4.4,CHI,1,RB
JaMycal HastySF,6.1,26.9,0.2,0.9,7.1,0.0,0.1,4.4,SF,1,RB
Michael CarterNYJ,6.5,25.1,0.1,1.4,10.2,0.0,0.1,4.4,NYJ,1,RB
Alexander MattisonMIN,6.2,26.7,0.1,0.8,7.0,0.1,0.0,4.3,MIN,1,RB
Mark Ingram IINO,6.5,26.3,0.2,0.8,6.4,0.0,0.0,4.3,INO,1,RB
Latavius MurrayBAL,6.0,26.8,0.1,1.0,7.1,0.0,0.0,4.3,BAL,1,RB
Giovani BernardTB,3.3,13.5,0.1,2.5,18.6,0.1,0.0,4.2,TB,1,RB
Devontae BookerNYG,7.1,27.0,0.1,1.1,7.7,0.0,0.1,4.1,NYG,1,RB
Rhamondre StevensonNE,7.4,27.9,0.2,0.4,3.9,0.0,0.0,4.1,NE,1,RB
Carlos HydeJAC,6.1,25.4,0.1,1.0,6.9,0.0,0.0,4.0,JAC,1,RB
Tony Jones Jr.NO,6.6,21.0,0.1,1.1,9.7,0.0,0.0,3.9,NO,1,RB
Matt BreidaBUF,5.4,22.4,0.1,0.9,7.6,0.1,0.1,3.7,BUF,1,RB
Malcolm BrownMIA,6.0,21.3,0.1,1.2,8.1,0.0,0.0,3.5,MIA,1,RB
Darrel WilliamsKC,4.1,16.6,0.1,1.0,7.9,0.0,0.0,3.3,KC,1,RB
Rashaad PennySEA,4.5,19.4,0.1,0.7,5.8,0.0,0.0,3.2,SEA,1,RB
Boston ScottPHI,4.1,15.5,0.1,1.4,11.4,0.0,0.0,3.2,PHI,1,RB
Samaje PerineCIN,4.0,17.5,0.1,0.8,5.4,0.0,0.0,3.0,CIN,1,RB
Salvon AhmedMIA,3.6,16.2,0.1,0.7,6.0,0.0,0.0,2.9,MIA,1,RB
Kyle JuszczykSF,0.9,3.2,0.0,1.5,16.4,0.1,0.0,2.9,SF,1,RB
Marlon MackIND,3.9,16.9,0.1,0.6,4.8,0.0,0.0,2.9,IND,1,RB
Elijah MitchellSF,3.2,14.6,0.1,0.5,5.2,0.0,0.0,2.7,SF,1,RB
Chuba HubbardCAR,3.7,13.2,0.1,0.5,4.5,0.0,0.0,2.5,CAR,1,RB
DeeJay DallasSEA,2.6,8.5,0.1,1.1,8.4,0.1,0.0,2.4,SEA,1,RB
Benny Snell Jr.PIT,3.8,15.7,0.1,0.3,2.9,0.0,0.0,2.4,PIT,1,RB
Rex BurkheadHOU,1.6,9.6,0.1,0.7,6.4,0.0,0.0,2.3,HOU,1,RB
Kenneth GainwellPHI,2.7,11.5,0.1,0.5,4.0,0.0,0.0,2.0,PHI,1,RB
Ty MontgomeryNO,0.5,3.1,0.0,1.5,12.3,0.1,0.0,1.9,NO,1,RB
Jerick McKinnonKC,2.1,7.5,0.0,0.9,7.1,0.0,0.0,1.9,KinnonKC,1,RB
Jaret PattersonWAS,2.5,10.5,0.1,0.3,2.2,0.0,0.0,1.8,WAS,1,RB
Devonta FreemanBAL,1.4,5.9,0.0,0.7,4.9,0.0,0.0,1.6,BAL,1,RB
Kalen BallagePIT,1.4,7.5,0.1,0.7,4.5,0.0,0.0,1.5,PIT,1,RB
Travis HomerSEA,1.7,6.4,0.0,0.5,4.5,0.0,0.0,1.5,SEA,1,RB
Larry Rountree IIILAC,1.9,7.3,0.1,0.4,3.0,0.0,0.0,1.4,IILAC,1,RB
Gary BrightwellNYG,1.7,7.5,0.1,0.3,2.9,0.0,0.0,1.4,NYG,1,RB
Dare OgunbowaleJAC,0.4,4.1,0.0,0.7,6.4,0.0,0.0,1.3,JAC,1,RB
Brandon BoldenNE,0.8,3.8,0.1,0.3,4.3,0.0,0.0,1.3,NE,1,RB
Jake FunkLAR,1.1,6.5,0.0,0.3,2.6,0.0,0.0,1.3,LAR,1,RB
Darrynton EvansTEN,1.3,5.0,0.0,0.4,3.5,0.1,0.0,1.2,TEN,1,RB
Damarea CrockettDEN,1.1,6.5,0.0,0.3,2.0,0.0,0.0,1.1,DEN,1,RB
Mekhi SargentJAC,1.6,6.7,0.0,0.2,1.9,0.0,0.0,1.1,JAC,1,RB
Kylin HillGB,0.7,5.1,0.0,0.3,2.8,0.0,0.0,1.1,GB,1,RB
C.J. HamMIN,0.4,0.9,0.0,0.7,6.8,0.0,0.0,1.1,MIN,1,RB
Chris EvansCIN,0.8,4.5,0.0,0.4,2.7,0.0,0.0,1.0,CIN,1,RB
Trenton CannonSF,1.4,4.7,0.0,0.5,3.7,0.0,0.0,1.0,SF,1,RB
Patrick RicardBAL,0.1,0.1,0.0,0.8,5.6,0.1,0.0,0.9,BAL,1,RB
Royce FreemanHOU,1.2,5.2,0.0,0.2,1.3,0.0,0.0,0.8,HOU,1,RB
Dwayne WashingtonNO,0.9,2.7,0.0,0.4,3.9,0.0,0.0,0.8,NO,1,RB
Alec IngoldLV,0.3,0.7,0.0,0.5,4.6,0.0,0.0,0.8,LV,1,RB
Trayveon WilliamsCIN,0.9,3.7,0.0,0.2,1.6,0.0,0.0,0.7,CIN,1,RB
Keith SmithATL,0.4,1.0,0.0,0.5,4.4,0.0,0.0,0.6,ATL,1,RB
Trey RagasLV,0.0,1.9,0.0,0.3,2.5,0.0,0.0,0.6,LV,1,RB
Demetric FeltonCLE,0.5,2.9,0.0,0.1,0.8,0.0,0.0,0.6,CLE,1,RB
Jonathan WilliamsWAS,0.7,2.9,0.0,0.2,1.2,0.0,0.0,0.6,WAS,1,RB
D'Ernest JohnsonCLE,0.8,3.5,0.0,0.1,1.1,0.0,0.0,0.6,CLE,1,RB
Godwin IgwebuikeDET,0.6,2.4,0.0,0.2,2.0,0.0,0.0,0.5,DET,1,RB
Peyton BarberLV,0.7,3.0,0.0,0.2,1.2,0.0,0.0,0.5,LV,1,RB
Ameer AbdullahCAR,0.1,2.8,0.0,0.2,1.4,0.0,0.0,0.5,CAR,1,RB
Derek WattPIT,0.3,1.4,0.0,0.1,1.0,0.0,0.0,0.5,PIT,1,RB
Ryquell ArmsteadJAC,0.5,2.4,0.0,0.2,1.3,0.0,0.0,0.5,JAC,1,RB
Andy JanovichCLE,0.2,0.3,0.0,0.3,2.6,0.0,0.0,0.5,CLE,1,RB
Jakob JohnsonNE,0.0,0.1,0.0,0.3,2.5,0.0,0.0,0.5,NE,1,RB
Khari BlasingameTEN,0.4,1.2,0.0,0.3,2.4,0.0,0.0,0.5,TEN,1,RB
Corey ClementDAL,0.5,2.3,0.0,0.2,1.1,0.0,0.0,0.4,DAL,1,RB
Gabe NabersLAC,0.2,0.5,0.0,0.2,1.4,0.0,0.0,0.4,LAC,1,RB
Michael BurtonKC,0.2,0.8,0.0,0.2,1.9,0.0,0.0,0.4,KC,1,RB
Khalil HerbertCHI,0.1,1.7,0.0,0.2,1.1,0.0,0.0,0.4,CHI,1,RB
Kene NwangwuMIN,0.2,1.0,0.0,0.2,2.5,0.0,0.0,0.4,MIN,1,RB
Taiwan JonesBUF,0.2,0.9,0.0,0.2,1.7,0.0,0.0,0.3,BUF,1,RB
Jason CabindaDET,0.1,0.0,0.0,0.2,1.7,0.0,0.0,0.2,DET,1,RB
Gerrid DoaksMIA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,MIA,1,RB
Nick BelloreSEA,0.1,0.2,0.0,0.1,1.2,0.0,0.0,0.2,SEA,1,RB
Elijhaa PennyNYG,0.0,0.1,0.0,0.2,1.1,0.0,0.0,0.2,NYG,1,RB
Cullen GillaspiaNYG,0.1,0.3,0.0,0.1,0.8,0.0,0.0,0.1,NYG,1,RB
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,1,RB
Scottie PhillipsHOU,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,HOU,1,RB
Devine OzigboNE,0.1,0.4,0.0,0.1,0.4,0.0,0.0,0.1,NE,1,RB
Trey EdmundsPIT,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,PIT,1,RB
Adrian Killins Jr.DEN,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,DEN,1,RB
Austin WalterNYJ,0.1,0.2,0.0,0.1,0.4,0.0,0.0,0.1,NYJ,1,RB
Dontrell HilliardTEN,0.1,0.2,0.0,0.1,0.3,0.0,0.0,0.1,TEN,1,RB
Antonio WilliamsNYG,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,NYG,1,RB
Joshua KelleyLAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,1,RB
Caleb HuntleyATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,1,RB
Nate McCraryBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CraryBAL,1,RB
Derrick GoreKC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,1,RB
Alex Armah Jr.WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,1,RB
Patrick Taylor Jr.GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,1,RB
Duke Johnson Jr.MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,1,RB
J.J. TaylorNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,1,RB
Anthony McFarland Jr.PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,1,RB
JaQuan HardyDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,1,RB
Dexter WilliamsCLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,1,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,1,RB
Jermar JeffersonDET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,1,RB
Jordan HowardPHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,1,RB
Alvin KamaraNO,15.8,73.8,0.7,5.3,45.4,0.3,0.1,17.6,NO,2,RB
Nick ChubbCLE,19.6,100.1,1.0,1.7,14.7,0.1,0.1,17.6,CLE,2,RB
Christian McCaffreyCAR,18.7,77.5,0.7,5.7,45.3,0.2,0.1,17.3,CaffreyCAR,2,RB
Dalvin CookMIN,19.9,91.6,0.7,3.7,31.9,0.1,0.2,17.1,MIN,2,RB
Derrick HenryTEN,21.8,101.4,0.8,1.8,14.6,0.1,0.1,16.6,TEN,2,RB
Aaron JonesGB,15.1,76.4,0.8,3.5,30.1,0.2,0.1,16.2,GB,2,RB
Najee HarrisPIT,18.7,79.2,0.7,3.0,25.1,0.1,0.2,15.0,PIT,2,RB
Austin EkelerLAC,13.5,58.4,0.5,5.0,40.2,0.3,0.1,14.5,LAC,2,RB
Chris CarsonSEA,16.5,75.8,0.6,3.0,22.9,0.2,0.1,14.4,SEA,2,RB
Antonio GibsonWAS,18.6,76.1,0.7,3.1,22.8,0.1,0.1,14.3,WAS,2,RB
David MontgomeryCHI,17.8,75.8,0.6,2.8,21.1,0.1,0.1,14.0,CHI,2,RB
Ezekiel ElliottDAL,15.8,69.1,0.6,3.2,24.0,0.1,0.1,13.7,DAL,2,RB
Joe MixonCIN,17.7,71.0,0.5,3.5,25.7,0.1,0.1,13.4,CIN,2,RB
Jonathan TaylorIND,15.7,66.5,0.6,2.8,23.2,0.1,0.1,13.0,IND,2,RB
D'Andre SwiftDET,11.8,51.3,0.5,4.5,39.4,0.2,0.1,12.9,DET,2,RB
Darrell Henderson Jr.LAR,17.2,67.4,0.6,2.0,17.6,0.1,0.1,12.4,LAR,2,RB
Damien HarrisNE,18.7,78.8,0.6,1.0,8.5,0.0,0.1,12.3,NE,2,RB
Miles SandersPHI,13.6,60.9,0.5,2.8,23.5,0.1,0.1,11.8,PHI,2,RB
Elijah MitchellSF,15.4,69.6,0.6,1.1,10.0,0.0,0.1,11.6,SF,2,RB
Melvin Gordon IIIDEN,13.3,61.5,0.6,2.2,15.2,0.1,0.1,11.4,IIDEN,2,RB
Kareem HuntCLE,9.5,42.9,0.6,2.6,23.7,0.2,0.1,10.9,CLE,2,RB
Clyde Edwards-HelaireKC,14.1,57.4,0.3,3.2,25.8,0.1,0.1,10.8,HelaireKC,2,RB
Saquon BarkleyNYG,12.7,55.7,0.4,2.8,21.2,0.1,0.1,10.7,NYG,2,RB
Myles GaskinMIA,12.0,53.0,0.3,3.4,26.7,0.1,0.1,10.5,MIA,2,RB
Kenyan DrakeLV,13.0,53.4,0.3,3.3,23.1,0.1,0.1,10.1,LV,2,RB
James RobinsonJAC,11.4,50.8,0.3,3.2,23.9,0.1,0.1,9.9,JAC,2,RB
Mike DavisATL,13.2,48.9,0.3,3.6,23.5,0.1,0.1,9.5,ATL,2,RB
Ty'Son WilliamsBAL,10.9,50.9,0.4,1.8,14.2,0.1,0.1,9.4,BAL,2,RB
Chase EdmondsARI,10.4,43.8,0.2,3.5,28.7,0.2,0.1,9.3,ARI,2,RB
Javonte WilliamsDEN,12.9,52.0,0.4,1.4,12.1,0.1,0.1,9.3,DEN,2,RB
Leonard FournetteTB,11.8,46.7,0.4,2.6,17.9,0.1,0.1,9.0,TB,2,RB
Devin SingletaryBUF,12.3,47.7,0.2,2.3,16.3,0.1,0.1,7.9,BUF,2,RB
Ronald Jones IITB,10.4,43.0,0.5,0.7,5.0,0.0,0.1,7.7,ITB,2,RB
James ConnerARI,11.0,46.2,0.3,1.4,10.5,0.0,0.1,7.4,ARI,2,RB
Jamaal WilliamsDET,9.3,37.0,0.2,2.6,18.7,0.1,0.1,6.9,DET,2,RB
Nyheim HinesIND,5.7,21.8,0.1,3.8,28.1,0.1,0.1,6.5,IND,2,RB
Mark Ingram IINO,11.0,41.3,0.2,0.9,6.9,0.0,0.1,6.3,INO,2,RB
James WhiteNE,3.8,14.2,0.1,4.1,32.0,0.2,0.1,6.3,NE,2,RB
AJ DillonGB,8.9,39.2,0.3,0.6,5.9,0.0,0.1,6.0,GB,2,RB
Latavius MurrayBAL,9.1,37.1,0.2,0.9,6.4,0.0,0.1,5.8,BAL,2,RB
Damien WilliamsCHI,5.9,25.2,0.2,2.0,15.3,0.1,0.1,5.6,CHI,2,RB
Tevin ColemanNYJ,9.8,36.9,0.2,1.0,7.8,0.0,0.1,5.6,NYJ,2,RB
Tony PollardDAL,5.5,24.8,0.2,1.8,13.8,0.1,0.0,5.2,DAL,2,RB
Carlos HydeJAC,8.5,32.3,0.2,1.2,7.7,0.0,0.1,4.9,JAC,2,RB
Tony Jones Jr.NO,7.3,27.8,0.2,1.1,8.8,0.1,0.0,4.9,NO,2,RB
Kenneth GainwellPHI,6.1,23.0,0.2,1.4,11.5,0.1,0.0,4.6,PHI,2,RB
J.D. McKissicWAS,3.7,16.2,0.1,2.9,21.9,0.1,0.1,4.6,KissicWAS,2,RB
Peyton BarberLV,9.1,29.2,0.2,0.6,4.9,0.0,0.1,4.5,LV,2,RB
Larry Rountree IIILAC,6.4,25.4,0.2,0.8,6.5,0.0,0.1,4.5,IILAC,2,RB
Ty JohnsonNYJ,5.4,23.5,0.1,1.8,13.6,0.1,0.1,4.5,NYJ,2,RB
Michael CarterNYJ,6.2,23.5,0.1,1.2,9.4,0.0,0.0,4.1,NYJ,2,RB
Cordarrelle PattersonATL,4.7,18.4,0.1,1.3,11.4,0.1,0.0,4.1,ATL,2,RB
David JohnsonHOU,3.7,14.0,0.1,2.3,17.7,0.1,0.0,4.1,HOU,2,RB
Sony MichelLAR,5.4,23.5,0.1,0.7,5.7,0.0,0.0,3.7,LAR,2,RB
Trey SermonSF,5.0,21.1,0.1,0.8,6.0,0.0,0.0,3.7,SF,2,RB
Devontae BookerNYG,6.4,23.8,0.1,1.0,6.7,0.0,0.0,3.6,NYG,2,RB
Phillip LindsayMIA,5.2,22.3,0.1,1.0,6.7,0.0,0.0,3.6,MIA,2,RB
Malcolm BrownMIA,5.7,20.4,0.2,0.7,4.9,0.0,0.1,3.5,MIA,2,RB
Zack MossBUF,4.8,20.9,0.1,0.5,4.0,0.0,0.0,3.3,BUF,2,RB
Giovani BernardTB,2.3,10.1,0.1,1.9,15.0,0.1,0.0,3.3,TB,2,RB
JaMycal HastySF,3.6,15.4,0.1,1.0,8.3,0.0,0.0,3.1,SF,2,RB
Darrel WilliamsKC,3.8,15.5,0.1,1.2,8.9,0.0,0.0,3.1,KC,2,RB
Salvon AhmedMIA,3.7,16.1,0.1,1.0,7.8,0.0,0.0,3.0,MIA,2,RB
Samaje PerineCIN,3.5,15.2,0.1,0.9,6.8,0.0,0.0,2.8,CIN,2,RB
Justin JacksonLAC,2.4,13.7,0.1,0.9,7.0,0.0,0.0,2.7,LAC,2,RB
Alexander MattisonMIN,3.5,16.4,0.1,0.6,6.0,0.0,0.0,2.7,MIN,2,RB
DeeJay DallasSEA,3.1,11.7,0.1,0.9,7.7,0.0,0.0,2.5,SEA,2,RB
Trey RagasLV,2.9,11.1,0.0,0.8,8.3,0.1,0.0,2.5,LV,2,RB
Alex CollinsSEA,2.5,12.2,0.1,0.4,3.6,0.0,0.0,2.3,SEA,2,RB
Devonta FreemanBAL,2.7,12.1,0.1,0.6,4.9,0.0,0.0,2.3,BAL,2,RB
J.J. TaylorNE,3.3,14.1,0.1,0.3,2.6,0.0,0.0,2.3,NE,2,RB
Matt BreidaBUF,3.7,14.4,0.0,0.7,5.2,0.0,0.0,2.1,BUF,2,RB
Kyle JuszczykSF,0.7,2.5,0.0,1.3,12.2,0.1,0.0,2.1,SF,2,RB
Ty MontgomeryNO,1.0,5.6,0.0,1.1,10.1,0.0,0.0,2.0,NO,2,RB
Marlon MackIND,1.2,11.5,0.1,0.3,2.2,0.0,0.0,1.9,IND,2,RB
Benny Snell Jr.PIT,2.3,11.0,0.1,0.2,1.7,0.0,0.0,1.8,PIT,2,RB
Rex BurkheadHOU,0.4,4.6,0.0,0.9,7.0,0.0,0.0,1.6,HOU,2,RB
Rhamondre StevensonNE,4.0,15.0,0.0,0.0,0.0,0.0,0.0,1.5,NE,2,RB
Wayne Gallman Jr.MIN,2.0,9.0,0.1,0.0,0.0,0.0,0.0,1.5,MIN,2,RB
Chuba HubbardCAR,1.8,6.5,0.0,0.7,5.0,0.0,0.0,1.4,CAR,2,RB
Kalen BallagePIT,1.1,7.2,0.1,0.4,2.9,0.0,0.0,1.4,PIT,2,RB
Darrynton EvansTEN,1.2,4.8,0.0,0.7,5.3,0.0,0.0,1.4,TEN,2,RB
Kylin HillGB,1.3,7.4,0.1,0.3,3.0,0.0,0.0,1.4,GB,2,RB
Jaret PattersonWAS,1.5,7.2,0.1,0.3,2.4,0.0,0.0,1.3,WAS,2,RB
Alec IngoldLV,0.3,1.2,0.0,0.9,7.8,0.0,0.0,1.2,LV,2,RB
Damarea CrockettDEN,1.0,6.8,0.0,0.4,2.7,0.0,0.0,1.2,DEN,2,RB
Ameer AbdullahCAR,1.2,5.0,0.0,0.6,4.0,0.0,0.0,1.2,CAR,2,RB
Patrick RicardBAL,0.1,0.1,0.0,1.0,7.6,0.1,0.0,1.2,BAL,2,RB
Travis HomerSEA,0.7,4.7,0.0,0.5,3.8,0.0,0.0,1.2,SEA,2,RB
Brandon BoldenNE,0.9,3.7,0.1,0.3,3.4,0.0,0.0,1.1,NE,2,RB
C.J. HamMIN,0.3,1.2,0.0,0.7,6.0,0.0,0.0,1.0,MIN,2,RB
Dare OgunbowaleJAC,0.4,4.5,0.0,0.4,3.4,0.0,0.0,1.0,JAC,2,RB
Chris EvansCIN,0.8,4.7,0.0,0.3,2.1,0.0,0.0,0.9,CIN,2,RB
Boston ScottPHI,0.6,4.0,0.0,0.3,2.9,0.0,0.0,0.9,PHI,2,RB
Keith SmithATL,0.6,2.4,0.0,0.7,5.2,0.0,0.0,0.9,ATL,2,RB
Trey EdmundsPIT,0.8,3.3,0.0,0.4,2.9,0.0,0.0,0.9,PIT,2,RB
Khalil HerbertCHI,0.7,3.8,0.0,0.2,1.5,0.0,0.0,0.8,CHI,2,RB
Jerick McKinnonKC,0.7,3.6,0.0,0.4,2.8,0.0,0.0,0.8,KinnonKC,2,RB
Demetric FeltonCLE,0.7,3.8,0.0,0.2,1.7,0.0,0.0,0.8,CLE,2,RB
Jake FunkLAR,0.3,3.8,0.0,0.2,1.5,0.0,0.0,0.7,LAR,2,RB
Derek WattPIT,0.4,2.6,0.0,0.1,1.1,0.0,0.0,0.6,PIT,2,RB
Mekhi SargentJAC,0.3,3.6,0.0,0.2,1.3,0.0,0.0,0.6,JAC,2,RB
Gabe NabersLAC,0.5,1.8,0.0,0.3,1.9,0.0,0.0,0.6,LAC,2,RB
Jason CabindaDET,1.5,3.6,0.0,0.2,1.8,0.0,0.0,0.6,DET,2,RB
Gary BrightwellNYG,0.4,3.0,0.0,0.2,1.7,0.0,0.0,0.6,NYG,2,RB
Corey ClementDAL,0.6,3.1,0.0,0.1,1.2,0.0,0.0,0.6,DAL,2,RB
Royce FreemanHOU,0.7,3.5,0.0,0.2,1.3,0.0,0.0,0.5,HOU,2,RB
Trenton CannonSF,0.3,1.5,0.0,0.3,2.1,0.0,0.0,0.5,SF,2,RB
Andy JanovichCLE,0.1,0.5,0.0,0.3,3.3,0.0,0.0,0.5,CLE,2,RB
D'Ernest JohnsonCLE,0.8,3.4,0.0,0.1,1.2,0.0,0.0,0.5,CLE,2,RB
Taiwan JonesBUF,0.4,1.7,0.0,0.1,1.7,0.0,0.0,0.4,BUF,2,RB
Alex Armah Jr.WAS,0.0,0.8,0.0,0.3,1.8,0.0,0.0,0.3,WAS,2,RB
Jakob JohnsonNE,0.0,0.2,0.0,0.3,1.6,0.0,0.0,0.3,NE,2,RB
Michael BurtonKC,0.2,0.9,0.0,0.3,1.7,0.0,0.0,0.3,KC,2,RB
Elijhaa PennyNYG,0.5,1.7,0.0,0.2,0.9,0.0,0.0,0.3,NYG,2,RB
Godwin IgwebuikeDET,0.4,1.5,0.0,0.1,1.0,0.0,0.0,0.3,DET,2,RB
Dwayne WashingtonNO,0.3,0.8,0.0,0.1,1.2,0.0,0.0,0.2,NO,2,RB
Khari BlasingameTEN,0.0,0.2,0.0,0.2,1.9,0.0,0.0,0.2,TEN,2,RB
Cullen GillaspiaNYG,0.3,1.3,0.0,0.1,0.9,0.0,0.0,0.2,NYG,2,RB
Nick BelloreSEA,0.3,0.9,0.0,0.1,1.0,0.0,0.0,0.2,SEA,2,RB
Giovanni RicciCAR,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,CAR,2,RB
Reggie GilliamBUF,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,2,RB
