index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
83,D.Amendola,HOU,3.0,1.5276689867981064,201.0,61.5,-1.4723310132018936,-139.5,False
237,K.Wilkerson,NE,2.0,0.5252859846756601,319.0,84.5,-1.4747140153243399,-234.5,False
67,C.Lamb,DAL,6.0,4.521993704695512,46.0,22.0,-1.4780062953044881,-24.0,False
82,D.Adams,GB,11.0,9.472403401883136,3.0,4.0,-1.5275965981168635,1.0,False
68,C.Moore,HOU,2.0,0.45934426409265644,346.0,84.5,-1.5406557359073436,-261.5,False
89,D.Carter,WAS,3.0,1.454987608810448,206.0,61.5,-1.545012391189552,-144.5,False
149,H.Ruggs,LV,2.0,0.4478037443799959,355.0,84.5,-1.5521962556200042,-270.5,False
303,R.Anderson,CAR,5.0,3.4183844613521743,82.0,35.0,-1.5816155386478257,-47.0,False
169,J.Grant,CHI,2.0,0.40687039014767296,364.0,84.5,-1.593129609852327,-279.5,False
106,D.Jackson,LV,2.0,0.3662024287980837,373.0,84.5,-1.6337975712019164,-288.5,False
154,I.Smith-Marsette,MIN,2.0,0.3090294948651127,390.0,84.5,-1.6909705051348873,-305.5,False
58,C.Grayson,TB,2.0,0.22153088924497139,419.0,84.5,-1.7784691107550286,-334.5,False
233,K.Raymond,DET,4.0,2.1706533107056463,146.0,48.0,-1.8293466892943537,-98.0,False
217,K.Bourne,NE,5.0,3.044828300574446,97.0,35.0,-1.955171699425554,-62.0,False
177,J.Jefferson,MIN,10.0,7.931348783342078,8.0,6.0,-2.068651216657922,-2.0,False
134,E.Moore,NYJ,5.0,2.86947522368435,108.0,35.0,-2.13052477631565,-73.0,False
180,J.Johnson,NO,4.0,1.8172020133972748,169.0,48.0,-2.182797986602725,-121.0,False
123,D.Samuel,SF,6.0,3.739304899444114,72.0,22.0,-2.260695100555886,-50.0,False
