index,player,team,Actual touchdowns,Expected touchdowns,Expected touchdowns rank,Actual touchdowns rank,Regression candidate,Regression rank candidate,Positive regression candidate
110,J.Huntley,PHI,0.0,0.10217576038078162,219.0,121.0,0.10217576038078162,-98.0,True
53,D.Crockett,DEN,0.0,0.10001359261743578,220.0,121.0,0.10001359261743578,-99.0,True
200,R.Gilliam,BUF,0.0,0.09830433653559185,221.0,121.0,0.09830433653559185,-100.0,True
137,J.Williams,WAS,1.0,1.0800972748063034,115.0,81.5,0.08009727480630335,-33.5,True
139,K.Ballage,PIT,0.0,0.06891372119951474,228.0,121.0,0.06891372119951474,-107.0,True
150,K.Smith,ATL,0.0,0.06650295830943861,229.0,121.0,0.06650295830943861,-108.0,True
133,J.Ward,ARI,0.0,0.06084463054188384,232.0,121.0,0.06084463054188384,-111.0,True
145,K.Hill,GB,0.0,0.0577381762697356,234.0,121.0,0.0577381762697356,-113.0,True
232,T.Montgomery,NO,0.0,0.05521334391528242,235.0,121.0,0.05521334391528242,-114.0,True
140,K.Barner,TB,0.0,0.05310682530091299,237.0,121.0,0.05310682530091299,-116.0,True
