player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Keenan Allen,WR,1.0,47.0,81.0,0.0,15.0,6.0,15.0,4.1,8.7,7,2017,3.0,7.0,41.0,13.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,DEN,True
Tyrell Williams,WR,1.0,43.0,74.0,0.0,2.0,2.0,2.0,1.1,2.6,7,2017,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,DEN,True
Mike Williams,WR,1.0,14.0,24.0,0.0,14.0,0.0,14.0,0.0,0.0,7,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,DEN,True
Jermaine Kearse,WR,1.0,51.0,91.0,0.0,8.0,2.0,8.0,8.9,17.5,7,2017,1.0,4.0,29.0,29.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Robby Anderson,WR,1.0,45.0,80.0,0.0,11.0,7.0,11.0,9.5,21.1,7,2017,3.0,5.0,35.0,11.7,18.0,0.0,1.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Chad Hansen,WR,1.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Justin Hardee,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,MIA,False
Josh Bellamy,WR,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,CAR,True
Tanner Gentry,WR,1.0,33.0,87.0,0.0,3.0,3.0,3.0,0.8,2.4,7,2017,1.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,CAR,True
Marquise Goodwin,WR,1.0,39.0,59.0,0.0,21.0,10.0,21.0,8.0,20.5,7,2017,4.0,8.0,80.0,20.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,SF,DAL,True
Trent Taylor,WR,1.0,46.0,70.0,0.0,11.0,11.0,11.0,1.9,4.1,7,2017,5.0,5.0,39.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,DAL,True
Kendrick Bourne,WR,1.0,23.0,35.0,0.0,9.0,0.0,9.0,0.0,0.0,7,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,DAL,True
Russell Shepard,WR,1.0,37.0,51.0,0.0,8.0,5.0,8.0,2.0,5.4,7,2017,2.0,3.0,20.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,CHI,False
Devin Funchess,WR,1.0,56.0,78.0,0.0,14.0,7.0,14.0,4.1,7.3,7,2017,4.0,8.0,41.0,10.3,20.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,CHI,False
Curtis Samuel,WR,1.0,19.0,26.0,0.0,5.0,5.0,5.0,2.0,10.5,7,2017,1.0,1.0,20.0,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,CAR,CHI,False
Robert Woods,WR,1.0,69.0,86.0,1.0,10.0,9.0,12.0,6.3,9.1,7,2017,5.0,7.0,59.0,11.8,17.0,0.0,0.0,1.0,4.0,0.0,0.0,LAR,ARI,True
Tavon Austin,WR,1.0,19.0,24.0,16.0,11.0,26.0,26.0,4.2,22.1,7,2017,2.0,2.0,15.0,7.5,13.0,0.0,0.0,3.0,27.0,0.0,0.0,LAR,ARI,True
Sammy Watkins,WR,1.0,67.0,84.0,0.0,7.0,4.0,7.0,4.2,6.3,7,2017,3.0,5.0,42.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,ARI,True
Pharoh Cooper,WR,1.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,ARI,True
Cooper Kupp,WR,1.0,63.0,79.0,0.0,16.0,6.0,16.0,11.1,17.6,7,2017,4.0,10.0,51.0,12.8,18.0,0.0,1.0,0.0,0.0,0.0,0.0,LAR,ARI,True
Kenny Stills,WR,1.0,72.0,99.0,0.0,13.0,8.0,13.0,20.5,28.5,7,2017,6.0,9.0,85.0,14.2,36.0,2.0,2.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Jarvis Landry,WR,1.0,70.0,96.0,0.0,16.0,10.0,16.0,15.3,21.9,7,2017,7.0,11.0,93.0,13.3,29.0,1.0,1.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Jakeem Grant Sr.,WR,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,NYJ,True
Jordan Matthews,WR,1.0,55.0,81.0,0.0,5.0,4.0,5.0,1.0,1.8,7,2017,2.0,3.0,10.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,TB,True
Zay Jones,WR,1.0,55.0,81.0,0.0,16.0,4.0,16.0,1.7,3.1,7,2017,2.0,9.0,17.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,TB,True
Paul Richardson Jr.,WR,1.0,49.0,64.0,0.0,4.0,4.0,4.0,12.1,24.7,7,2017,2.0,2.0,61.0,30.5,38.0,2.0,1.0,0.0,0.0,0.0,0.0,SEA,NYG,False
Tyler Lockett,WR,1.0,40.0,53.0,8.0,18.0,18.0,25.0,4.4,11.0,7,2017,4.0,7.0,29.0,7.3,14.0,0.0,0.0,3.0,15.0,0.0,0.0,SEA,NYG,False
Amara Darboh,WR,1.0,21.0,28.0,0.0,10.0,10.0,10.0,2.9,13.8,7,2017,2.0,2.0,29.0,14.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,NYG,False
Ryan Grant,WR,1.0,26.0,41.0,0.0,12.0,12.0,12.0,1.9,7.3,7,2017,3.0,3.0,19.0,6.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,False
Jamison Crowder,WR,1.0,58.0,91.0,2.0,10.0,5.0,12.0,3.1,5.3,7,2017,2.0,6.0,28.0,14.0,20.0,1.0,0.0,1.0,3.0,0.0,0.0,WAS,PHI,False
Josh Doctson,WR,1.0,54.0,84.0,0.0,9.0,6.0,9.0,3.9,7.2,7,2017,3.0,5.0,39.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,PHI,False
Albert Wilson,WR,1.0,33.0,53.0,0.0,6.0,3.0,6.0,12.3,37.3,7,2017,1.0,2.0,63.0,63.0,63.0,1.0,1.0,0.0,0.0,0.0,0.0,KC,LV,False
Demarcus Robinson,WR,1.0,61.0,98.0,0.0,13.0,8.0,13.0,6.9,11.3,7,2017,5.0,8.0,69.0,13.8,33.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,LV,False
Tyreek Hill,WR,1.0,40.0,65.0,5.0,20.0,20.0,25.0,19.2,48.0,7,2017,6.0,8.0,125.0,20.8,64.0,2.0,1.0,2.0,7.0,0.0,0.0,KC,LV,False
Allen Hurns,WR,1.0,50.0,74.0,0.0,16.0,10.0,16.0,10.1,20.2,7,2017,5.0,8.0,101.0,20.2,50.0,2.0,0.0,0.0,0.0,0.0,0.0,JAC,IND,False
Jaydon Mickens,WR,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JAC,IND,False
Keelan Cole Sr.,WR,1.0,41.0,60.0,0.0,7.0,5.0,7.0,6.4,15.6,7,2017,2.0,3.0,64.0,32.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,JAC,IND,False
Bennie Fowler III,WR,1.0,53.0,83.0,0.0,9.0,9.0,9.0,4.5,8.5,7,2017,5.0,5.0,45.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,LAC,False
Adam Thielen,WR,1.0,65.0,98.0,0.0,18.0,8.0,18.0,4.1,6.3,7,2017,5.0,12.0,41.0,8.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,BAL,True
Laquon Treadwell,WR,1.0,55.0,83.0,0.0,7.0,5.0,7.0,2.8,5.1,7,2017,3.0,4.0,28.0,9.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,BAL,True
Rashard Higgins,WR,1.0,48.0,66.0,0.0,6.0,2.0,6.0,1.1,2.3,7,2017,1.0,3.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,TEN,True
Chris Moore,WR,1.0,58.0,89.0,2.0,14.0,5.0,16.0,9.1,15.7,7,2017,2.0,8.0,36.0,18.0,23.0,1.0,1.0,1.0,-5.0,0.0,0.0,BAL,MIN,False
Taywan Taylor,WR,1.0,32.0,44.0,0.0,13.0,9.0,13.0,4.5,14.1,7,2017,3.0,4.0,45.0,15.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,TEN,CLE,False
Danny Amendola,WR,1.0,32.0,37.0,0.0,19.0,6.0,19.0,1.4,4.4,8,2017,2.0,6.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,LAC,True
Matthew Slater,WR,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,LAC,True
Chris Hogan,WR,1.0,75.0,87.0,0.0,9.0,7.0,9.0,6.0,8.0,8,2017,5.0,7.0,60.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,LAC,True
Brandin Cooks,WR,1.0,82.0,95.0,0.0,10.0,6.0,10.0,2.6,3.2,8,2017,5.0,8.0,26.0,5.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,LAC,True
Phillip Dorsett II,WR,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,LAC,True
DeSean Jackson,WR,1.0,50.0,75.0,0.0,16.0,6.0,16.0,3.7,7.4,8,2017,3.0,8.0,37.0,12.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Mike Evans,WR,1.0,62.0,93.0,0.0,16.0,8.0,16.0,6.0,9.7,8,2017,5.0,10.0,60.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Adam Humphries,WR,1.0,39.0,58.0,0.0,15.0,10.0,15.0,2.6,6.7,8,2017,4.0,6.0,26.0,6.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Chris Godwin,WR,1.0,14.0,21.0,0.0,14.0,7.0,14.0,0.8,5.7,8,2017,1.0,2.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,CAR,True
Michael Crabtree,WR,1.0,55.0,85.0,0.0,18.0,9.0,18.0,8.3,15.1,8,2017,5.0,10.0,83.0,16.6,40.0,2.0,0.0,0.0,0.0,0.0,0.0,LV,BUF,False
Amari Cooper,WR,1.0,63.0,97.0,2.0,16.0,10.0,17.0,5.2,8.3,8,2017,5.0,10.0,48.0,9.6,18.0,0.0,0.0,1.0,4.0,0.0,0.0,LV,BUF,False
Johnny Holton,WR,1.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,BUF,False
Ted Ginn Jr.,WR,1.0,36.0,59.0,0.0,11.0,6.0,11.0,6.8,18.9,8,2017,2.0,4.0,68.0,34.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,NO,CHI,True
Willie Snead IV,WR,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,CHI,True
Michael Thomas,WR,1.0,47.0,77.0,0.0,17.0,15.0,17.0,7.7,16.4,8,2017,7.0,8.0,77.0,11.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,NO,CHI,True
Tommylee Lewis,WR,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,CHI,True
Dez Bryant,WR,1.0,60.0,88.0,0.0,10.0,7.0,10.0,3.9,6.5,8,2017,4.0,6.0,39.0,9.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,False
Cole Beasley,WR,1.0,27.0,40.0,0.0,11.0,7.0,11.0,0.8,3.0,8,2017,2.0,3.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,False
Noah Brown,WR,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,False
Ryan Switzer,WR,1.0,12.0,18.0,0.0,8.0,8.0,8.0,0.7,5.8,8,2017,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,WAS,False
Golden Tate,WR,1.0,44.0,62.0,0.0,18.0,16.0,18.0,6.6,15.0,8,2017,7.0,8.0,86.0,12.3,34.0,1.0,0.0,0.0,0.0,0.0,1.0,DET,PIT,True
Marvin Jones Jr.,WR,1.0,68.0,96.0,0.0,16.0,9.0,16.0,12.8,18.8,8,2017,6.0,11.0,128.0,21.3,43.0,2.0,0.0,0.0,0.0,0.0,0.0,DET,PIT,True
Jamal Agnew,WR,1.0,1.0,1.0,0.0,100.0,100.0,100.0,0.0,0.0,8,2017,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,PIT,True
Antonio Brown,WR,1.0,59.0,92.0,0.0,17.0,8.0,17.0,7.0,11.9,8,2017,5.0,10.0,70.0,14.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,PIT,DET,False
JuJu Smith-Schuster,WR,1.0,51.0,80.0,0.0,20.0,14.0,20.0,25.3,49.6,8,2017,7.0,10.0,193.0,27.6,97.0,2.0,1.0,0.0,0.0,0.0,0.0,PIT,DET,False
A.J. Green,WR,1.0,53.0,95.0,0.0,15.0,6.0,15.0,8.7,16.4,8,2017,3.0,8.0,27.0,9.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,CIN,IND,True
Alex Erickson,WR,1.0,13.0,23.0,8.0,0.0,8.0,8.0,-0.6,-4.6,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,CIN,IND,True
John Ross,WR,1.0,6.0,11.0,0.0,17.0,0.0,17.0,0.0,0.0,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,IND,True
Josh Malone,WR,1.0,19.0,34.0,0.0,16.0,11.0,16.0,9.5,50.0,8,2017,2.0,3.0,35.0,17.5,25.0,1.0,1.0,0.0,0.0,0.0,0.0,CIN,IND,True
Julio Jones,WR,1.0,59.0,89.0,0.0,10.0,5.0,10.0,7.4,12.5,8,2017,3.0,6.0,74.0,24.7,53.0,1.0,0.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Mohamed Sanu Sr.,WR,1.0,60.0,91.0,0.0,12.0,10.0,12.0,13.4,22.3,8,2017,6.0,7.0,74.0,12.3,23.0,1.0,1.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Taylor Gabriel,WR,1.0,31.0,47.0,0.0,3.0,3.0,3.0,-0.3,-1.0,8,2017,1.0,1.0,-3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Justin Hardy,WR,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Marvin Hall,WR,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Cordarrelle Patterson,WR,1.0,,,,,,,0.7,,8,2017,3.0,4.0,7.0,2.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,NYJ,False
Alshon Jeffery,WR,1.0,49.0,70.0,0.0,16.0,4.0,16.0,14.2,29.0,8,2017,2.0,8.0,62.0,31.0,53.0,1.0,1.0,0.0,0.0,0.0,0.0,PHI,SF,True
Nelson Agholor,WR,1.0,36.0,51.0,0.0,8.0,8.0,8.0,2.6,7.2,8,2017,3.0,3.0,26.0,8.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,SF,True
Marcus Johnson,WR,1.0,21.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,SF,True
Mack Hollins,WR,1.0,18.0,26.0,0.0,17.0,11.0,17.0,3.0,16.7,8,2017,2.0,3.0,30.0,15.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,PHI,SF,True
T.Y. Hilton,WR,1.0,68.0,92.0,0.0,10.0,3.0,10.0,1.5,2.2,8,2017,2.0,7.0,15.0,7.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,CIN,False
Donte Moncrief,WR,1.0,56.0,76.0,0.0,2.0,0.0,2.0,0.0,0.0,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,CIN,False
Chester Rogers,WR,1.0,26.0,35.0,0.0,8.0,8.0,8.0,0.9,3.5,8,2017,2.0,2.0,9.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,CIN,False
Travis Benjamin,WR,1.0,35.0,63.0,6.0,26.0,20.0,31.0,13.8,39.4,8,2017,5.0,9.0,64.0,12.8,24.0,1.0,1.0,2.0,14.0,0.0,0.0,LAC,NE,False
Keenan Allen,WR,1.0,52.0,93.0,0.0,10.0,8.0,10.0,6.1,11.7,8,2017,4.0,5.0,61.0,15.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NE,False
Tyrell Williams,WR,1.0,46.0,82.0,0.0,13.0,2.0,13.0,2.4,5.2,8,2017,1.0,6.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,LAC,NE,False
Mike Williams,WR,1.0,22.0,39.0,0.0,9.0,5.0,9.0,0.7,3.2,8,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NE,False
Andre Roberts,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,NE,False
Jermaine Kearse,WR,1.0,53.0,87.0,0.0,9.0,4.0,9.0,1.4,2.6,8,2017,2.0,5.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,ATL,True
Robby Anderson,WR,1.0,54.0,89.0,2.0,11.0,13.0,13.0,16.5,30.6,8,2017,6.0,6.0,104.0,17.3,32.0,3.0,1.0,1.0,1.0,0.0,0.0,NYJ,ATL,True
Chad Hansen,WR,1.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,ATL,True
Justin Hardee,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,ATL,True
Josh Bellamy,WR,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NO,False
Tanner Gentry,WR,1.0,65.0,97.0,0.0,2.0,0.0,2.0,0.0,0.0,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,NO,False
Marquise Goodwin,WR,1.0,43.0,65.0,0.0,7.0,0.0,7.0,0.0,0.0,8,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,PHI,False
Trent Taylor,WR,1.0,39.0,59.0,0.0,8.0,8.0,8.0,3.3,8.5,8,2017,3.0,3.0,33.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,PHI,False
Kendrick Bourne,WR,1.0,24.0,36.0,0.0,8.0,0.0,8.0,0.0,0.0,8,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,PHI,False
Russell Shepard,WR,1.0,30.0,46.0,0.0,3.0,3.0,3.0,1.4,4.7,8,2017,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,False
Devin Funchess,WR,1.0,43.0,66.0,0.0,14.0,5.0,14.0,1.1,2.6,8,2017,2.0,6.0,11.0,5.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,TB,False
Curtis Samuel,WR,1.0,18.0,28.0,6.0,17.0,17.0,22.0,2.6,14.4,8,2017,2.0,3.0,15.0,7.5,9.0,0.0,0.0,1.0,11.0,0.0,0.0,CAR,TB,False
DeAndre Hopkins,WR,1.0,71.0,100.0,0.0,15.0,11.0,15.0,28.4,40.0,8,2017,8.0,11.0,224.0,28.0,72.0,6.0,1.0,0.0,0.0,0.0,0.0,HOU,SEA,False
William Fuller V,WR,1.0,62.0,87.0,0.0,13.0,8.0,13.0,24.5,39.5,8,2017,5.0,8.0,125.0,25.0,59.0,3.0,2.0,0.0,0.0,0.0,0.0,HOU,SEA,False
Kenny Stills,WR,1.0,64.0,97.0,0.0,16.0,8.0,16.0,6.5,10.2,8,2017,5.0,10.0,65.0,13.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,MIA,BAL,False
Jarvis Landry,WR,1.0,59.0,89.0,0.0,20.0,8.0,20.0,3.3,5.6,8,2017,5.0,12.0,33.0,6.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,BAL,False
Jakeem Grant Sr.,WR,1.0,15.0,23.0,0.0,13.0,0.0,13.0,0.0,0.0,8,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,BAL,False
Jordan Matthews,WR,1.0,48.0,70.0,0.0,8.0,6.0,8.0,2.1,4.4,8,2017,3.0,4.0,21.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,LV,True
Zay Jones,WR,1.0,55.0,80.0,0.0,9.0,5.0,9.0,3.2,5.8,8,2017,3.0,5.0,32.0,10.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,BUF,LV,True
Paul Richardson Jr.,WR,1.0,56.0,81.0,0.0,13.0,11.0,13.0,22.5,40.2,8,2017,6.0,7.0,105.0,17.5,48.0,2.0,2.0,0.0,0.0,0.0,0.0,SEA,HOU,True
Tyler Lockett,WR,1.0,39.0,57.0,3.0,21.0,18.0,23.0,11.9,30.5,8,2017,6.0,8.0,121.0,20.2,54.0,2.0,0.0,1.0,-2.0,0.0,0.0,SEA,HOU,True
Amara Darboh,WR,1.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,HOU,True
Cody Latimer,WR,1.0,38.0,52.0,0.0,8.0,5.0,8.0,1.5,3.9,8,2017,2.0,3.0,15.0,7.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,KC,False
Bennie Fowler III,WR,1.0,40.0,55.0,0.0,15.0,5.0,15.0,3.5,8.8,8,2017,2.0,6.0,35.0,17.5,29.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,KC,False
Isaiah McKenzie,WR,1.0,12.0,16.0,0.0,8.0,0.0,8.0,-2.0,-16.7,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DEN,KC,False
Ryan Grant,WR,1.0,40.0,68.0,0.0,18.0,13.0,18.0,3.8,9.5,8,2017,5.0,7.0,38.0,7.6,25.0,1.0,0.0,0.0,0.0,0.0,0.0,WAS,DAL,True
Jamison Crowder,WR,1.0,56.0,95.0,4.0,23.0,20.0,27.0,13.5,24.1,8,2017,9.0,13.0,123.0,13.7,41.0,2.0,0.0,2.0,12.0,0.0,0.0,WAS,DAL,True
Josh Doctson,WR,1.0,47.0,80.0,0.0,6.0,2.0,6.0,6.1,13.0,8,2017,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,DAL,True
Albert Wilson,WR,1.0,16.0,26.0,0.0,6.0,0.0,6.0,0.0,0.0,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,DEN,True
Demarcus Robinson,WR,1.0,51.0,82.0,0.0,2.0,2.0,2.0,0.5,1.0,8,2017,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,DEN,True
Tyreek Hill,WR,1.0,53.0,85.0,0.0,11.0,6.0,13.0,1.8,3.4,8,2017,2.0,6.0,38.0,19.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,KC,DEN,True
Adam Thielen,WR,1.0,78.0,92.0,0.0,13.0,6.0,13.0,15.8,20.3,8,2017,5.0,10.0,98.0,19.6,25.0,2.0,1.0,0.0,0.0,0.0,0.0,MIN,CLE,False
Stefon Diggs,WR,1.0,65.0,76.0,2.0,9.0,8.0,11.0,2.6,4.0,8,2017,4.0,6.0,27.0,6.8,10.0,0.0,0.0,1.0,-1.0,0.0,0.0,MIN,CLE,False
Laquon Treadwell,WR,1.0,31.0,36.0,0.0,13.0,3.0,13.0,2.1,6.8,8,2017,1.0,4.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,MIN,CLE,False
Breshad Perriman,WR,1.0,49.0,75.0,0.0,4.0,0.0,4.0,0.0,0.0,8,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,MIA,True
Chris Moore,WR,1.0,17.0,26.0,0.0,0.0,0.0,0.0,6.0,35.3,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,MIA,True
Rashard Higgins,WR,1.0,39.0,66.0,0.0,3.0,3.0,3.0,1.4,3.6,8,2017,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,MIN,True
DeSean Jackson,WR,1.0,39.0,66.0,3.0,10.0,8.0,13.0,3.3,8.5,9,2017,2.0,4.0,25.0,12.5,14.0,0.0,0.0,1.0,8.0,0.0,0.0,TB,NO,False
Mike Evans,WR,1.0,52.0,88.0,0.0,12.0,2.0,12.0,1.3,2.5,9,2017,1.0,6.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NO,False
Adam Humphries,WR,1.0,34.0,58.0,0.0,6.0,6.0,6.0,1.4,4.1,9,2017,2.0,2.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,NO,False
