player,position,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,team,opponent,home
Brandon LaFell,WR,1.0,,,,,,,8.8,,7,2017,4.0,7.0,28.0,7.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Marqise Lee,WR,1.0,,,,,,,7.2,,7,2017,4.0,6.0,72.0,18.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Kelvin Benjamin,WR,1.0,,,,,,,6.5,,7,2017,3.0,6.0,65.0,21.7,37.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Jarius Wright,WR,1.0,,,,,,,5.4,,7,2017,3.0,4.0,54.0,18.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Michael Campanaro,WR,1.0,,,,,,,5.0,,7,2017,3.0,3.0,31.0,10.3,18.0,0.0,0.0,1.0,19.0,0.0,0.0,,,
Pierre Garcon,WR,1.0,,,,,,,4.9,,7,2017,5.0,7.0,49.0,9.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Darrius Heyward-Bey,WR,1.0,,,,,,,4.4,,7,2017,1.0,1.0,44.0,44.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Rishard Matthews,WR,1.0,,,,,,,4.0,,7,2017,3.0,6.0,40.0,13.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Travis Rudolph,WR,1.0,,,,,,,3.2,,7,2017,3.0,6.0,32.0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bryce Treggs,WR,1.0,,,,,,,2.5,,7,2017,1.0,2.0,19.0,19.0,19.0,0.0,0.0,1.0,6.0,0.0,0.0,,,
Leonte Carroo,WR,1.0,,,,,,,2.1,,7,2017,1.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Ricardo Louis,WR,1.0,,,,,,,2.1,,7,2017,3.0,4.0,21.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brittan Golden,WR,1.0,,,,,,,2.0,,7,2017,3.0,3.0,20.0,6.7,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Quan Bray,WR,1.0,,,,,,,1.7,,7,2017,2.0,2.0,17.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aldrick Robinson,WR,1.0,,,,,,,1.5,,7,2017,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrelle Pryor Sr.,WR,1.0,,,,,,,1.4,,7,2017,2.0,4.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jordy Nelson,WR,1.0,,,,,,,1.3,,7,2017,1.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Roger Lewis,WR,1.0,,,,,,,1.2,,7,2017,1.0,6.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andre Holmes,WR,1.0,,,,,,,1.1,,7,2017,2.0,3.0,11.0,5.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bernard Reedy,WR,1.0,,,,,,,1.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,,,
Eli Rogers,WR,1.0,,,,,,,1.0,,7,2017,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Mike Wallace,WR,1.0,,,,,,,0.9,,7,2017,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Demaryius Thomas,WR,1.0,,,,,,,0.9,,7,2017,2.0,6.0,9.0,4.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kamar Aiken,WR,1.0,,,,,,,0.8,,7,2017,2.0,3.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jordan Taylor,WR,1.0,,,,,,,0.7,,7,2017,1.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kenny Britt,WR,1.0,,,,,,,0.7,,7,2017,2.0,5.0,7.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Martavis Bryant,WR,1.0,,,,,,,0.5,,7,2017,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,,,
Eric Weems,WR,1.0,,,,,,,0.5,,7,2017,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
De'Anthony Thomas,WR,1.0,,,,,,,0.2,,7,2017,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Griff Whalen,WR,1.0,,,,,,,0.0,,7,2017,4.0,6.0,23.0,5.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brian Quick,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kendall Wright,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jeff Janis,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
James Wright,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Davis,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brice Butler,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrance Williams,WR,1.0,,,,,,,0.0,,7,2017,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon Tate,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Eric Decker,WR,1.0,,,,,,,0.0,,7,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Arrelious Benn,WR,1.0,,,,,,,0.0,,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Torrey Smith,WR,1.0,,,,,,,0.0,,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tanner McEvoy,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ed Eagan,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Trevor Davis,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Hunter Sharp,WR,1.0,,,,,,,0.0,,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jehu Chesson,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ArDarius Stewart,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brendan Langley,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stacy Coley,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tre McBride III,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Vince Mayle,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,
Sammie Coates,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kasen Williams,WR,1.0,,,,,,,0.0,,7,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jeremy Kerley,WR,1.0,,,,,,,-0.3,,7,2017,2.0,4.0,17.0,8.5,15.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Tavarres King,WR,1.0,,,,,,,-0.7,,7,2017,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,-8.0,0.0,0.0,,,
Josh Reynolds,WR,1.0,,,,,,,0.0,,7,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,BYE,
Jeremy Maclin,WR,1.0,,,,,,,11.3,,8,2017,3.0,5.0,53.0,17.7,34.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Andre Holmes,WR,1.0,,,,,,,11.1,,8,2017,3.0,4.0,51.0,17.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Kelvin Benjamin,WR,1.0,,,,,,,9.9,,8,2017,3.0,7.0,39.0,13.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Tre McBride III,WR,1.0,,,,,,,9.2,,8,2017,3.0,5.0,92.0,30.7,45.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
TJ Jones,WR,1.0,,,,,,,8.8,,8,2017,4.0,8.0,88.0,22.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,,,
Demaryius Thomas,WR,1.0,,,,,,,6.6,,8,2017,5.0,9.0,66.0,13.2,22.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon Coleman,WR,1.0,,,,,,,5.4,,8,2017,1.0,1.0,54.0,54.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Doug Baldwin,WR,1.0,,,,,,,5.4,,8,2017,6.0,10.0,54.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tanner McEvoy,WR,1.0,,,,,,,5.3,,8,2017,1.0,1.0,53.0,53.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Leonte Carroo,WR,1.0,,,,,,,4.8,,8,2017,6.0,8.0,48.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon LaFell,WR,1.0,,,,,,,4.4,,8,2017,4.0,5.0,44.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ricardo Louis,WR,1.0,,,,,,,4.2,,8,2017,2.0,6.0,42.0,21.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Terrance Williams,WR,1.0,,,,,,,3.6,,8,2017,2.0,3.0,36.0,18.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Kamar Aiken,WR,1.0,,,,,,,3.3,,8,2017,2.0,5.0,33.0,16.5,21.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon Tate,WR,1.0,,,,,,,2.4,,8,2017,1.0,1.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Kendall Wright,WR,1.0,,,,,,,2.3,,8,2017,2.0,8.0,23.0,11.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Pierre Garcon,WR,1.0,,,,,,,1.7,,8,2017,2.0,4.0,17.0,8.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bruce Ellington,WR,1.0,,,,,,,1.3,,8,2017,1.0,4.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Sammie Coates,WR,1.0,,,,,,,1.3,,8,2017,2.0,2.0,13.0,6.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jordan Taylor,WR,1.0,,,,,,,0.8,,8,2017,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Justin Hunter,WR,1.0,,,,,,,0.7,,8,2017,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Michael Floyd,WR,1.0,,,,,,,0.7,,8,2017,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Deonte Thompson,WR,1.0,,,,,,,0.5,,8,2017,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Griff Whalen,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jarius Wright,WR,1.0,,,,,,,0.0,,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrelle Pryor Sr.,WR,1.0,,,,,,,0.0,,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aldrick Robinson,WR,1.0,,,,,,,0.0,,8,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jared Abbrederis,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
De'Anthony Thomas,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Davis,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
James Wright,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brice Butler,WR,1.0,,,,,,,0.0,,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Darrius Heyward-Bey,WR,1.0,,,,,,,0.0,,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Torrey Smith,WR,1.0,,,,,,,0.0,,8,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jace Billingsley,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Braxton Miller,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chris Thompson,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brendan Langley,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Stacy Coley,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jehu Chesson,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bernard Reedy,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Eli Rogers,WR,1.0,,,,,,,0.0,,8,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Quan Bray,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Vince Mayle,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kaelin Clay,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kasen Williams,WR,1.0,,,,,,,0.0,,8,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bryce Treggs,WR,1.0,,,,,,,-0.8,,8,2017,1.0,3.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Jeremy Kerley,WR,1.0,,,,,,,-1.3,,8,2017,1.0,3.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
Doug Baldwin,WR,1.0,,,,,,,16.8,,9,2017,7.0,12.0,108.0,15.4,30.0,3.0,1.0,0.0,0.0,0.0,0.0,,,
Terrance Williams,WR,1.0,,,,,,,14.1,,9,2017,9.0,9.0,141.0,15.7,56.0,2.0,0.0,0.0,0.0,0.0,0.0,,,
Deonte Thompson,WR,1.0,,,,,,,14.1,,9,2017,7.0,10.0,81.0,11.6,26.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Marqise Lee,WR,1.0,,,,,,,13.5,,9,2017,8.0,12.0,75.0,9.4,19.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Demaryius Thomas,WR,1.0,,,,,,,13.0,,9,2017,8.0,12.0,70.0,8.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Rishard Matthews,WR,1.0,,,,,,,13.0,,9,2017,4.0,7.0,70.0,17.5,29.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Jeremy Maclin,WR,1.0,,,,,,,9.8,,9,2017,8.0,9.0,98.0,12.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tavarres King,WR,1.0,,,,,,,9.3,,9,2017,3.0,6.0,33.0,11.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Eric Decker,WR,1.0,,,,,,,8.1,,9,2017,3.0,4.0,21.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Mike Wallace,WR,1.0,,,,,,,7.9,,9,2017,4.0,7.0,19.0,4.8,8.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Brian Quick,WR,1.0,,,,,,,4.9,,9,2017,3.0,3.0,49.0,16.3,31.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
De'Anthony Thomas,WR,1.0,,,,,,,4.1,,9,2017,3.0,3.0,41.0,13.7,22.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Jordy Nelson,WR,1.0,,,,,,,3.5,,9,2017,4.0,7.0,35.0,8.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
TJ Jones,WR,1.0,,,,,,,2.9,,9,2017,2.0,2.0,29.0,14.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon LaFell,WR,1.0,,,,,,,2.8,,9,2017,2.0,2.0,28.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bruce Ellington,WR,1.0,,,,,,,2.2,,9,2017,3.0,8.0,22.0,7.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aldrick Robinson,WR,1.0,,,,,,,1.8,,9,2017,2.0,8.0,18.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrelle Pryor Sr.,WR,1.0,,,,,,,1.7,,9,2017,2.0,3.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Andre Holmes,WR,1.0,,,,,,,1.6,,9,2017,1.0,3.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Bernard Reedy,WR,1.0,,,,,,,1.5,,9,2017,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Torrey Smith,WR,1.0,,,,,,,1.1,,9,2017,1.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jehu Chesson,WR,1.0,,,,,,,1.0,,9,2017,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Tanner McEvoy,WR,1.0,,,,,,,1.0,,9,2017,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon Coleman,WR,1.0,,,,,,,0.7,,9,2017,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brice Butler,WR,1.0,,,,,,,0.6,,9,2017,1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Roger Lewis,WR,1.0,,,,,,,0.4,,9,2017,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jeremy Kerley,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kamar Aiken,WR,1.0,,,,,,,0.0,,9,2017,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jeff Janis,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jared Abbrederis,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ryan Davis,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brittan Golden,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Eric Weems,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Arrelious Benn,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jace Billingsley,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ed Eagan,WR,1.0,,,,,,,0.0,,9,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Leonte Carroo,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Jakeem Grant Sr.,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Chris Thompson,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
ArDarius Stewart,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brendan Langley,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Travis Rudolph,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brenton Bersin,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Quan Bray,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Vince Mayle,WR,1.0,,,,,,,0.0,,9,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kaelin Clay,WR,1.0,,,,,,,0.0,,9,2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon LaFell,WR,1.0,,,,,,,15.5,,10,2017,6.0,10.0,95.0,15.8,37.0,2.0,1.0,0.0,0.0,0.0,0.0,,,
Marqise Lee,WR,1.0,,,,,,,13.5,,10,2017,6.0,11.0,55.0,9.2,19.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Maurice Harris,WR,1.0,,,,,,,11.0,,10,2017,2.0,3.0,50.0,25.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Demaryius Thomas,WR,1.0,,,,,,,10.4,,10,2017,5.0,8.0,44.0,8.8,17.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Bruce Ellington,WR,1.0,,,,,,,10.1,,10,2017,4.0,9.0,41.0,10.3,26.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Kenny Britt,WR,1.0,,,,,,,9.8,,10,2017,2.0,3.0,38.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Doug Baldwin,WR,1.0,,,,,,,9.5,,10,2017,5.0,6.0,95.0,19.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Roger Lewis,WR,1.0,,,,,,,9.3,,10,2017,3.0,4.0,33.0,11.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Jarius Wright,WR,1.0,,,,,,,6.7,,10,2017,1.0,1.0,7.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,,,
Martavis Bryant,WR,1.0,,,,,,,5.3,,10,2017,3.0,5.0,42.0,14.0,19.0,0.0,0.0,1.0,-9.0,0.0,0.0,,,
Rishard Matthews,WR,1.0,,,,,,,5.0,,10,2017,5.0,7.0,50.0,10.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Louis Murphy,WR,1.0,,,,,,,4.8,,10,2017,2.0,2.0,48.0,24.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Kendall Wright,WR,1.0,,,,,,,4.6,,10,2017,5.0,8.0,46.0,9.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Kelvin Benjamin,WR,1.0,,,,,,,4.2,,10,2017,3.0,6.0,42.0,14.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Sammie Coates,WR,1.0,,,,,,,3.8,,10,2017,2.0,2.0,38.0,19.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Tavarres King,WR,1.0,,,,,,,3.3,,10,2017,2.0,4.0,22.0,11.0,15.0,0.0,0.0,1.0,11.0,0.0,0.0,,,
Brice Butler,WR,1.0,,,,,,,3.0,,10,2017,1.0,1.0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Brandon Coleman,WR,1.0,,,,,,,3.0,,10,2017,1.0,4.0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,,
Jordy Nelson,WR,1.0,,,,,,,2.0,,10,2017,3.0,4.0,20.0,6.7,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Eric Decker,WR,1.0,,,,,,,1.9,,10,2017,2.0,3.0,19.0,9.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Ricardo Louis,WR,1.0,,,,,,,1.5,,10,2017,2.0,6.0,15.0,7.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Brenton Bersin,WR,1.0,,,,,,,1.2,,10,2017,1.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Aldrick Robinson,WR,1.0,,,,,,,1.2,,10,2017,1.0,1.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Terrance Williams,WR,1.0,,,,,,,0.9,,10,2017,1.0,4.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Deonte Thompson,WR,1.0,,,,,,,0.5,,10,2017,1.0,4.0,10.0,10.0,10.0,0.0,0.0,1.0,-5.0,0.0,0.0,,,
