player,field_goal,field_goal_att,pct,lg,1-19,20-29,30-39,40-49,50+,XPT,XPA,games,fantasy_points,fantasy_points_per_game,rost,team,week,position
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,3,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,3,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,3,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,3,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,3,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,3,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,3,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,3,K
Jordan Gay,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,FA,3,K
Nick Novak,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,3,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,3,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,3,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,3,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,3,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,3,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,3,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,3,K
Mike Nugent,5,5,100.0,47,0,2,0,3,0,1,1,1,19.0,19.0,1.0,FA,4,K
Jason Myers,3,3,100.0,49,0,1,0,2,0,3,3,1,14.0,14.0,22.1,SEA,4,K
Matt Bryant,2,2,100.0,53,0,1,0,0,1,6,6,1,14.0,14.0,1.1,FA,4,K
Adam Vinatieri,2,2,100.0,53,0,0,0,1,1,3,3,1,12.0,12.0,0.2,FA,4,K
Nick Novak,2,3,66.7,53,0,0,0,1,1,3,3,1,12.0,12.0,0.1,FA,4,K
Dan Carpenter,3,4,75.0,44,0,0,1,2,0,1,1,1,12.0,12.0,0.2,FA,4,K
Josh Lambo,2,2,100.0,47,0,0,1,1,0,4,4,1,11.0,11.0,3.2,FA,4,K
Stephen Hauschka,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,0.0,FA,4,K
Cody Parkey,2,2,100.0,51,0,0,0,1,1,2,2,1,11.0,11.0,0.4,FA,4,K
Brandon McManus,2,2,100.0,38,0,1,1,0,0,3,3,1,9.0,9.0,44.3,DEN,4,K
Ryan Succop,2,2,100.0,48,0,1,0,1,0,2,2,1,9.0,9.0,57.4,TB,4,K
Matt Prater,2,2,100.0,50,0,1,0,0,1,0,0,1,8.0,8.0,52.8,ARI,4,K
Justin Tucker,2,2,100.0,43,0,1,0,1,0,1,1,1,8.0,8.0,98.0,BAL,4,K
Dustin Hopkins,1,1,100.0,49,0,0,0,1,0,4,4,1,8.0,8.0,14.5,LAC,4,K
Blair Walsh,1,2,50.0,44,0,0,0,1,0,3,3,1,7.0,7.0,0.1,FA,4,K
Chandler Catanzaro,2,2,100.0,25,0,2,0,0,0,1,1,1,7.0,7.0,0.0,FA,4,K
Graham Gano,1,1,100.0,54,0,0,0,0,1,2,2,1,7.0,7.0,31.4,NYG,4,K
Dan Bailey,1,2,50.0,22,0,1,0,0,0,3,3,1,6.0,6.0,0.0,FA,4,K
Nick Folk,1,1,100.0,34,0,0,1,0,0,2,2,1,5.0,5.0,81.8,NE,4,K
Connor Barth,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,0.0,FA,4,K
Wil Lutz,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,3.3,NO,4,K
Phil Dawson,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,0.1,FA,4,K
Josh Brown,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,0.0,FA,4,K
Greg Zuerlein,1,1,100.0,29,0,1,0,0,0,2,2,1,5.0,5.0,74.2,DAL,4,K
Chris Boswell,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,51.0,PIT,4,K
Sebastian Janikowski,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,20.0,FA,4,K
Cairo Santos,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.1,CHI,4,K
Andrew Franks,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.0,FA,4,K
Roberto Aguayo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1,FA,4,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,4,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,4,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,4,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,4,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,4,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,4,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,4,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,4,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,4,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,4,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,4,K
Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,4,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,4,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,4,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,4,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,4,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,4,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,4,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,4,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,4,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,4,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,4,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,4,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,4,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,4,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,4,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,4,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,4,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,4,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,4,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,4,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,4,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,4,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,4,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,4,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,4,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,4,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,4,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,4,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,4,K
Stephen Gostkowski,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,4,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,4,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,4,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,4,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,4,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,4,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,4,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,4,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,4,K
Mason Crosby,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.7,GB,4,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,4,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,4,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,4,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,4,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,4,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,4,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,4,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,4,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,4,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,4,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,4,K
Adam Vinatieri,5,5,100.0,54,0,1,0,2,2,2,2,1,23.0,23.0,0.2,FA,5,K
Sebastian Janikowski,4,5,80.0,56,0,2,0,1,1,2,2,1,17.0,17.0,20.0,FA,5,K
Greg Zuerlein,4,4,100.0,54,0,1,2,0,1,1,1,1,15.0,15.0,74.2,DAL,5,K
Caleb Sturgis,3,3,100.0,50,0,0,1,1,1,2,2,1,14.0,14.0,0.0,FA,5,K
Brandon McManus,3,3,100.0,46,0,0,1,2,0,1,1,1,12.0,12.0,44.3,DEN,5,K
Connor Barth,3,4,75.0,49,0,1,1,1,0,2,2,1,12.0,12.0,0.0,FA,5,K
Matt Bryant,3,3,100.0,46,0,1,1,1,0,2,2,1,12.0,12.0,1.1,FA,5,K
Mason Crosby,3,3,100.0,44,0,1,1,1,0,2,2,1,12.0,12.0,40.7,GB,5,K
Josh Brown,3,3,100.0,47,0,0,1,2,0,1,1,1,12.0,12.0,0.0,FA,5,K
Roberto Aguayo,3,5,60.0,38,0,0,3,0,0,0,0,1,9.0,9.0,0.1,FA,5,K
Nick Folk,2,2,100.0,48,0,0,1,1,0,1,1,1,8.0,8.0,81.8,NE,5,K
Chris Boswell,1,1,100.0,47,0,0,0,1,0,4,4,1,8.0,8.0,51.0,PIT,5,K
Josh Lambo,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,3.2,FA,5,K
Stephen Gostkowski,1,2,50.0,31,0,0,1,0,0,4,4,1,7.0,7.0,0.1,FA,5,K
Blair Walsh,1,1,100.0,19,1,0,0,0,0,4,4,1,7.0,7.0,0.1,FA,5,K
Ryan Succop,1,1,100.0,40,0,0,0,1,0,3,4,1,7.0,7.0,57.4,TB,5,K
Nick Novak,2,3,66.7,38,0,0,2,0,0,1,1,1,7.0,7.0,0.1,FA,5,K
Chandler Catanzaro,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.0,FA,5,K
Dan Carpenter,1,1,100.0,23,0,1,0,0,0,3,4,1,6.0,6.0,0.2,FA,5,K
Matt Prater,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,52.8,ARI,5,K
Andrew Franks,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,0.0,FA,5,K
Dustin Hopkins,1,2,50.0,27,0,1,0,0,0,1,2,1,4.0,4.0,14.5,LAC,5,K
Dan Bailey,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0,FA,5,K
Justin Tucker,1,1,100.0,31,0,0,1,0,0,1,1,1,4.0,4.0,98.0,BAL,5,K
Phil Dawson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1,FA,5,K
Graham Gano,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,31.4,NYG,5,K
Mike Nugent,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.0,FA,5,K
Cody Parkey,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.4,FA,5,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,5,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,5,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,5,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,5,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,5,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,5,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,5,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,5,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,5,K
Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,5,K
Wil Lutz,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.3,NO,5,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,5,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,5,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,5,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,5,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,5,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,5,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,5,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,5,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,5,K
Tyler Bass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,84.8,BUF,5,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,5,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,5,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,5,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,5,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,5,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,5,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,5,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,5,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,5,K
Jake Verity,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,IND,5,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,5,K
Sam Sloman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,5,K
Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NYJ,5,K
Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,CAR,5,K
Austin MacGinnis,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,LAR,5,K
Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,LAC,5,K
Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,5,K
Robbie Gould,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,SF,5,K
Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,5,K
Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,5,K
Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,5,K
Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,5,K
Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,5,K
Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,5,K
Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,5,K
Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CLE,5,K
MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,5,K
Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYG,5,K
Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.9,NO,5,K
Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,SF,5,K
Cairo Santos,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,CHI,5,K
Sergio Castillo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,NYJ,5,K
Michael Palardy,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,33.3,MIA,5,K
Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.1,SEA,5,K
Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ATL,5,K
Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,DAL,5,K
Clint Stitser,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,5,K
Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,LAR,5,K
Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,WAS,5,K
Giorgio Tavecchio,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,TEN,5,K
Randy Bullock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.8,TEN,5,K
Wil Lutz,2,3,66.7,52,0,0,1,0,1,5,5,1,13.0,13.0,3.3,NO,6,K
Josh Lambo,4,4,100.0,37,0,1,3,0,0,1,1,1,13.0,13.0,3.2,FA,6,K
Dan Bailey,3,3,100.0,44,0,1,1,1,0,3,3,1,13.0,13.0,0.0,FA,6,K
Adam Vinatieri,3,3,100.0,41,0,0,2,1,0,2,2,1,12.0,12.0,0.2,FA,6,K
Phil Dawson,3,3,100.0,48,0,0,1,2,0,1,1,1,12.0,12.0,0.1,FA,6,K
Andrew Franks,3,5,60.0,30,0,1,2,0,0,3,3,1,12.0,12.0,0.0,FA,6,K
Mason Crosby,3,3,100.0,43,0,0,2,1,0,1,1,1,11.0,11.0,40.7,GB,6,K
Justin Tucker,3,3,100.0,39,0,1,2,0,0,2,2,1,11.0,11.0,98.0,BAL,6,K
Dustin Hopkins,2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,14.5,LAC,6,K
Stephen Hauschka,2,3,66.7,44,0,0,0,2,0,2,3,1,10.0,10.0,0.0,FA,6,K
Dan Carpenter,1,1,100.0,40,0,0,0,1,0,6,6,1,10.0,10.0,0.2,FA,6,K
Connor Barth,3,3,100.0,36,0,1,2,0,0,1,1,1,10.0,10.0,0.0,FA,6,K
Stephen Gostkowski,2,2,100.0,46,0,0,1,1,0,3,4,1,10.0,10.0,0.1,FA,6,K
Cody Parkey,2,2,100.0,45,0,0,1,1,0,2,2,1,9.0,9.0,0.4,FA,6,K
Josh Brown,2,2,100.0,31,0,1,1,0,0,3,3,1,9.0,9.0,0.0,FA,6,K
Cairo Santos,2,3,66.7,44,0,1,0,1,0,2,3,1,9.0,9.0,2.1,CHI,6,K
Caleb Sturgis,2,2,100.0,38,0,1,1,0,0,2,2,1,8.0,8.0,0.0,FA,6,K
Nick Novak,2,2,100.0,33,0,1,1,0,0,2,3,1,8.0,8.0,0.1,FA,6,K
Brandon McManus,2,3,66.7,46,0,1,0,1,0,1,1,1,8.0,8.0,44.3,DEN,6,K
Graham Gano,1,1,100.0,42,0,0,0,1,0,3,4,1,7.0,7.0,31.4,NYG,6,K
Matt Prater,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,52.8,ARI,6,K
Matt Bryant,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,1.1,FA,6,K
Mike Nugent,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.0,FA,6,K
Sebastian Janikowski,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,20.0,FA,6,K
Jason Myers,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,22.1,SEA,6,K
Ryan Succop,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,57.4,TB,6,K
Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,74.2,DAL,6,K
Chandler Catanzaro,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.0,FA,6,K
Nick Folk,1,1,100.0,39,0,0,1,0,0,0,0,1,3.0,3.0,81.8,NE,6,K
Chris Boswell,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,51.0,PIT,6,K
Austin Seibert,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DET,6,K
Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6,WAS,6,K
Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,JAC,6,K
Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,19.9,IND,6,K
Ryan Santoso,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,LAR,6,K
Chris Blewitt,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,CLE,6,K
Greg Joseph,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,69.1,MIN,6,K
Matt Gay,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8,LAR,6,K
Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,76.6,KC,6,K
Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8,HOU,6,K
Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,NYJ,6,K
Jonathan Brown,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,FA,6,K
Sam Ficken,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,TEN,6,K
Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.5,PHI,6,K
Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.6,CAR,6,K
Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,40.9,ATL,6,K
Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,74.3,LV,6,K
Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,22.6,MIA,6,K
Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.1,CLE,6,K
JJ Molson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,GB,6,K
Cameron Nizialek,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,PIT,6,K
Evan McPherson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,34.2,CIN,6,K
Riley Patterson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,DET,6,K
Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,CAR,6,K
Jose Borregales,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,TB,6,K
Quinn Nordin,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,NE,6,K
Chris Naggar,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,DAL,6,K
Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.6,WAS,6,K
Rodrigo Blankenship,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.1,IND,6,K
