player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
Noah Brown,WR,DAL,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Michael Gallup,WR,DAL,1.0,69.0,96.0,0.0,7.0,4.0,7.0,5.0,7.2,1,2020,3.0,5.0,50.0,16.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Cedrick Wilson Jr.,WR,DAL,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
CeeDee Lamb,WR,DAL,1.0,59.0,82.0,0.0,10.0,8.0,10.0,5.9,10.0,1,2020,5.0,6.0,59.0,11.8,33.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
Malik Turner,WR,DAL,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,False
DeVante Parker,WR,MIA,1.0,23.0,37.0,0.0,17.0,17.0,17.0,4.7,20.4,1,2020,4.0,4.0,47.0,11.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Jakeem Grant Sr.,WR,MIA,1.0,33.0,53.0,0.0,9.0,9.0,9.0,2.5,7.6,1,2020,,,,,,,,,,,,NE,False
Isaiah Ford,WR,MIA,1.0,47.0,76.0,0.0,11.0,4.0,11.0,1.3,2.8,1,2020,2.0,5.0,13.0,6.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Mack Hollins,WR,MIA,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Preston Williams,WR,MIA,1.0,56.0,90.0,0.0,13.0,4.0,13.0,4.1,7.3,1,2020,2.0,7.0,41.0,20.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
William Fuller V,WR,MIA,1.0,,,,,,,11.2,,1,2020,8.0,10.0,112.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Nelson Agholor,WR,LV,1.0,12.0,19.0,0.0,8.0,8.0,8.0,8.3,69.2,1,2020,,,,,,,,,,,,CAR,False
Zay Jones,WR,LV,1.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Hunter Renfrow,WR,LV,1.0,31.0,48.0,0.0,6.0,6.0,6.0,2.1,6.8,1,2020,2.0,2.0,21.0,10.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Bryan Edwards,WR,LV,1.0,48.0,75.0,0.0,2.0,2.0,2.0,0.9,1.9,1,2020,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Henry Ruggs III,WR,LV,1.0,42.0,66.0,5.0,12.0,12.0,17.0,6.6,15.7,1,2020,,,,,,,,,,,,CAR,False
Javon Wims,WR,LV,1.0,,,,,,,6.1,,1,2020,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,CAR,False
DeSean Jackson,WR,LV,1.0,,,,,,,4.6,,1,2020,2.0,7.0,46.0,23.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,False
Tyler Lockett,WR,SEA,1.0,58.0,91.0,0.0,14.0,14.0,14.0,9.2,15.9,1,2020,8.0,8.0,92.0,11.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
David Moore,WR,SEA,1.0,33.0,52.0,3.0,9.0,12.0,12.0,4.0,12.1,1,2020,,,,,,,,,,,,ATL,False
D.K. Metcalf,WR,SEA,1.0,61.0,95.0,0.0,13.0,7.0,13.0,15.5,25.4,1,2020,4.0,8.0,95.0,23.8,38.0,0.0,1.0,0.0,0.0,0.0,0.0,ATL,False
Penny Hart,WR,SEA,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
Freddie Swain,WR,SEA,1.0,16.0,25.0,0.0,6.0,6.0,6.0,1.7,10.6,1,2020,1.0,1.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,False
Chris Conley,WR,JAC,1.0,16.0,32.0,0.0,6.0,6.0,6.0,0.6,3.8,1,2020,,,,,,,,,,,,IND,True
Keelan Cole Sr.,WR,JAC,1.0,35.0,70.0,0.0,14.0,14.0,14.0,10.7,30.6,1,2020,,,,,,,,,,,,IND,True
D.J. Chark Jr.,WR,JAC,1.0,42.0,84.0,0.0,7.0,7.0,7.0,8.5,20.2,1,2020,3.0,3.0,25.0,8.3,12.0,0.0,1.0,0.0,0.0,0.0,0.0,IND,True
Collin Johnson,WR,JAC,1.0,9.0,18.0,0.0,11.0,11.0,11.0,1.4,15.6,1,2020,,,,,,,,,,,,IND,True
Laviska Shenault Jr.,WR,JAC,1.0,32.0,64.0,6.0,13.0,16.0,19.0,10.7,33.4,1,2020,3.0,4.0,37.0,12.3,18.0,0.0,1.0,2.0,10.0,0.0,0.0,IND,True
Marvin Jones Jr.,WR,JAC,1.0,,,,,,,5.5,,1,2020,4.0,8.0,55.0,13.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Jaydon Mickens,WR,JAC,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Jamal Agnew,WR,JAC,1.0,,,,,,,0.0,,1,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,True
Adam Humphries,WR,TEN,1.0,44.0,54.0,0.0,16.0,14.0,16.0,4.7,10.7,1,2020,,,,,,,,,,,,DEN,False
Kalif Raymond,WR,TEN,1.0,18.0,22.0,0.0,11.0,0.0,11.0,0.0,0.0,1,2020,,,,,,,,,,,,DEN,False
Corey Davis,WR,TEN,1.0,66.0,81.0,0.0,12.0,11.0,12.0,10.1,15.3,1,2020,,,,,,,,,,,,DEN,False
Cody Hollister,WR,TEN,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
A.J. Brown,WR,TEN,1.0,66.0,81.0,0.0,12.0,8.0,12.0,3.9,5.9,1,2020,5.0,8.0,39.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Julio Jones,WR,TEN,1.0,,,,,,,15.7,,1,2020,9.0,12.0,157.0,17.4,44.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Josh Malone,WR,TEN,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Sterling Shepard,WR,NYG,1.0,53.0,78.0,0.0,11.0,11.0,11.0,4.7,8.9,1,2020,6.0,6.0,47.0,7.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
C.J. Board,WR,NYG,1.0,21.0,31.0,0.0,10.0,10.0,10.0,1.7,8.1,1,2020,2.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Damion Ratley,WR,NYG,1.0,18.0,26.0,0.0,6.0,0.0,6.0,0.0,0.0,1,2020,,,,,,,,,,,,PIT,True
Darius Slayton,WR,NYG,1.0,58.0,85.0,0.0,16.0,10.0,16.0,22.2,38.3,1,2020,6.0,9.0,102.0,17.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0,PIT,True
John Ross,WR,NYG,1.0,,,,,,,1.7,,1,2020,2.0,5.0,17.0,8.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Collin Johnson,WR,NYG,1.0,,,,,,,1.4,,1,2020,1.0,1.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
Dante Pettis,WR,NYG,1.0,,,,,,,0.0,,1,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,True
JuJu Smith-Schuster,WR,PIT,1.0,55.0,85.0,0.0,11.0,11.0,11.0,18.9,34.4,1,2020,,,,,,,,,,,,NYG,False
James Washington,WR,PIT,1.0,37.0,57.0,0.0,8.0,5.0,8.0,9.4,25.4,1,2020,2.0,3.0,34.0,17.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,NYG,False
Diontae Johnson,WR,PIT,1.0,55.0,85.0,0.0,18.0,11.0,18.0,3.7,6.7,1,2020,6.0,10.0,57.0,9.5,18.0,0.0,0.0,0.0,0.0,0.0,1.0,NYG,False
Chase Claypool,WR,PIT,1.0,19.0,29.0,5.0,11.0,16.0,16.0,4.7,24.7,1,2020,2.0,2.0,39.0,19.5,28.0,0.0,0.0,1.0,8.0,0.0,0.0,NYG,False
Anthony Miller,WR,PIT,1.0,,,,,,,13.6,,1,2020,4.0,6.0,76.0,19.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,NYG,False
Steven Sims Jr.,WR,PIT,1.0,,,,,,,5.0,,1,2020,3.0,3.0,50.0,16.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Ray-Ray McCloud,WR,PIT,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
Trent Taylor,WR,SF,1.0,21.0,34.0,0.0,24.0,10.0,24.0,0.7,3.3,1,2020,,,,,,,,,,,,ARI,True
Kendrick Bourne,WR,SF,1.0,57.0,92.0,0.0,9.0,4.0,9.0,3.4,6.0,1,2020,,,,,,,,,,,,ARI,True
Dante Pettis,WR,SF,1.0,45.0,73.0,0.0,2.0,0.0,2.0,0.0,0.0,1,2020,,,,,,,,,,,,ARI,True
Richie James Jr.,WR,SF,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Trent Sherfield,WR,SF,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Bennie Fowler III,WR,SF,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,True
Danny Amendola,WR,DET,1.0,33.0,55.0,0.0,21.0,6.0,21.0,2.1,6.4,2,2020,,,,,,,,,,,,GB,False
Marvin Jones Jr.,WR,DET,1.0,53.0,88.0,0.0,11.0,8.0,11.0,8.3,15.7,2,2020,,,,,,,,,,,,GB,False
Marvin Hall,WR,DET,1.0,17.0,28.0,0.0,12.0,6.0,12.0,8.4,49.4,2,2020,,,,,,,,,,,,GB,False
Jamal Agnew,WR,DET,1.0,9.0,15.0,0.0,11.0,11.0,11.0,0.0,0.0,2,2020,,,,,,,,,,,,GB,False
Quintez Cephus,WR,DET,1.0,39.0,65.0,0.0,8.0,8.0,8.0,5.4,13.8,2,2020,3.0,3.0,54.0,18.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
KhaDarel Hodge,WR,DET,1.0,,,,,,,3.9,,2,2020,2.0,2.0,39.0,19.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Josh Reynolds,WR,DET,1.0,,,,,,,3.3,,2,2020,2.0,2.0,33.0,16.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
Kalif Raymond,WR,DET,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GB,False
DeSean Jackson,WR,PHI,1.0,55.0,77.0,0.0,16.0,11.0,16.0,6.4,11.6,2,2020,,,,,,,,,,,,LAR,True
Greg Ward,WR,PHI,1.0,13.0,18.0,0.0,8.0,8.0,8.0,0.5,3.8,2,2020,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
J.J. Arcega-Whiteside,WR,PHI,1.0,16.0,23.0,0.0,13.0,0.0,13.0,0.0,0.0,2,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Jalen Reagor,WR,PHI,1.0,60.0,85.0,0.0,7.0,7.0,7.0,4.1,6.8,2,2020,4.0,4.0,41.0,10.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
John Hightower,WR,PHI,1.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,True
Julian Edelman,WR,NE,1.0,52.0,72.0,0.0,21.0,15.0,21.0,17.9,34.4,2,2020,,,,,,,,,,,,SEA,False
Damiere Byrd,WR,NE,1.0,62.0,86.0,0.0,15.0,10.0,15.0,7.2,11.6,2,2020,,,,,,,,,,,,SEA,False
N'Keal Harry,WR,NE,1.0,61.0,85.0,0.0,20.0,13.0,20.0,7.2,11.8,2,2020,8.0,12.0,72.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Jakobi Meyers,WR,NE,1.0,8.0,11.0,0.0,13.0,13.0,13.0,0.7,8.8,2,2020,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Kendrick Bourne,WR,NE,1.0,,,,,,,6.7,,2,2020,4.0,5.0,67.0,16.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Nelson Agholor,WR,NE,1.0,,,,,,,1.9,,2,2020,1.0,1.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Matthew Slater,WR,NE,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,False
Larry Fitzgerald,WR,ARI,1.0,61.0,77.0,0.0,11.0,11.0,11.0,5.0,8.2,2,2020,,,,,,,,,,,,WAS,True
DeAndre Hopkins,WR,ARI,1.0,75.0,95.0,0.0,12.0,11.0,12.0,12.8,17.1,2,2020,8.0,9.0,68.0,8.5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,WAS,True
Christian Kirk,WR,ARI,1.0,47.0,59.0,2.0,9.0,6.0,11.0,6.0,12.8,2,2020,2.0,4.0,57.0,28.5,49.0,0.0,0.0,1.0,3.0,0.0,0.0,WAS,True
Trent Sherfield,WR,ARI,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,WAS,True
Andy Isabella,WR,ARI,1.0,14.0,18.0,0.0,21.0,14.0,21.0,6.7,47.9,2,2020,2.0,3.0,67.0,33.5,54.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
A.J. Green,WR,ARI,1.0,,,,,,,2.9,,2,2020,3.0,13.0,29.0,9.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Golden Tate,WR,NYG,1.0,40.0,62.0,0.0,13.0,13.0,13.0,4.7,11.8,2,2020,,,,,,,,,,,,CHI,False
Sterling Shepard,WR,NYG,1.0,15.0,23.0,7.0,27.0,20.0,33.0,3.5,23.3,2,2020,2.0,4.0,29.0,14.5,24.0,0.0,0.0,1.0,6.0,0.0,0.0,CHI,False
C.J. Board,WR,NYG,1.0,11.0,17.0,0.0,27.0,27.0,27.0,3.2,29.1,2,2020,3.0,3.0,32.0,10.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Damion Ratley,WR,NYG,1.0,27.0,42.0,0.0,7.0,0.0,7.0,0.0,0.0,2,2020,,,,,,,,,,,,CHI,False
Darius Slayton,WR,NYG,1.0,58.0,89.0,0.0,10.0,5.0,10.0,3.3,5.7,2,2020,3.0,6.0,33.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Dante Pettis,WR,NYG,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Collin Johnson,WR,NYG,1.0,,,,,,,0.0,,2,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
John Ross,WR,NYG,1.0,,,,,,,0.0,,2,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,False
Andre Roberts,WR,BUF,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,MIA,False
Cole Beasley,WR,BUF,1.0,41.0,66.0,0.0,15.0,12.0,15.0,7.0,17.1,2,2020,5.0,6.0,70.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
John Brown,WR,BUF,1.0,56.0,90.0,0.0,11.0,7.0,11.0,14.2,25.4,2,2020,,,,,,,,,,,,MIA,False
Stefon Diggs,WR,BUF,1.0,48.0,77.0,0.0,27.0,17.0,27.0,21.3,44.4,2,2020,8.0,13.0,153.0,19.1,47.0,0.0,1.0,0.0,0.0,0.0,0.0,MIA,False
Isaiah McKenzie,WR,BUF,1.0,7.0,11.0,0.0,29.0,29.0,29.0,4.7,67.1,2,2020,2.0,2.0,47.0,23.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Gabriel Davis,WR,BUF,1.0,22.0,35.0,5.0,5.0,9.0,9.0,6.6,30.0,2,2020,1.0,1.0,6.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,MIA,False
Emmanuel Sanders,WR,BUF,1.0,,,,,,,1.8,,2,2020,1.0,3.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,False
Emmanuel Sanders,WR,NO,1.0,47.0,78.0,0.0,6.0,2.0,6.0,1.8,3.8,2,2020,,,,,,,,,,,,LV,False
Bennie Fowler III,WR,NO,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,LV,False
Tre'Quan Smith,WR,NO,1.0,53.0,88.0,0.0,13.0,9.0,13.0,8.6,16.2,2,2020,5.0,7.0,86.0,17.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Deonte Harty,WR,NO,1.0,31.0,52.0,3.0,16.0,13.0,19.0,3.4,11.0,2,2020,3.0,5.0,23.0,7.7,9.0,0.0,0.0,1.0,11.0,0.0,0.0,LV,False
Marquez Callaway,WR,NO,1.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Kenny Stills,WR,NO,1.0,,,,,,,1.6,,2,2020,2.0,3.0,16.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
Ty Montgomery,WR,NO,1.0,,,,,,,0.0,,2,2020,2.0,3.0,25.0,12.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,False
A.J. Green,WR,CIN,1.0,57.0,62.0,0.0,23.0,5.0,23.0,2.9,5.1,2,2020,,,,,,,,,,,,CLE,False
Tyler Boyd,WR,CIN,1.0,78.0,85.0,0.0,10.0,9.0,10.0,13.2,16.9,2,2020,7.0,8.0,72.0,10.3,17.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,False
Alex Erickson,WR,CIN,1.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,CLE,False
Mike Thomas,WR,CIN,1.0,32.0,35.0,0.0,13.0,13.0,13.0,9.1,28.4,2,2020,4.0,4.0,31.0,7.8,14.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,False
John Ross,WR,CIN,1.0,28.0,30.0,0.0,7.0,0.0,7.0,0.0,0.0,2,2020,,,,,,,,,,,,CLE,False
Tee Higgins,WR,CIN,1.0,60.0,65.0,0.0,10.0,5.0,10.0,3.5,5.8,2,2020,3.0,6.0,35.0,11.7,18.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Trent Taylor,WR,CIN,1.0,,,,,,,1.0,,2,2020,2.0,3.0,10.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Julio Jones,WR,ATL,1.0,59.0,78.0,0.0,7.0,3.0,7.0,2.4,4.1,2,2020,,,,,,,,,,,,DAL,False
Calvin Ridley,WR,ATL,1.0,63.0,83.0,0.0,16.0,11.0,16.0,22.9,36.3,2,2020,7.0,10.0,109.0,15.6,25.0,0.0,2.0,0.0,0.0,0.0,0.0,DAL,False
Russell Gage,WR,ATL,1.0,62.0,82.0,0.0,15.0,11.0,16.0,10.6,17.1,2,2020,6.0,9.0,46.0,7.7,14.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,False
Christian Blake,WR,ATL,1.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Olamide Zaccheaus,WR,ATL,1.0,16.0,21.0,0.0,6.0,6.0,6.0,1.0,6.3,2,2020,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Cordarrelle Patterson,WR,ATL,1.0,,,,,,,3.3,,2,2020,2.0,2.0,8.0,4.0,9.0,0.0,0.0,7.0,25.0,0.0,0.0,DAL,False
Quinton Bell,WR,ATL,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Tajae Sharpe,WR,ATL,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,False
Randall Cobb,WR,HOU,1.0,40.0,68.0,0.0,15.0,13.0,15.0,5.9,14.8,2,2020,,,,,,,,,,,,BAL,True
Kenny Stills,WR,HOU,1.0,28.0,47.0,0.0,11.0,7.0,11.0,1.6,5.7,2,2020,,,,,,,,,,,,BAL,True
Brandin Cooks,WR,HOU,1.0,53.0,90.0,0.0,15.0,9.0,15.0,9.5,17.9,2,2020,5.0,8.0,95.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
William Fuller V,WR,HOU,1.0,37.0,63.0,3.0,0.0,3.0,3.0,0.0,0.0,2,2020,,,,,,,,,,,,BAL,True
Keke Coutee,WR,HOU,1.0,5.0,8.0,0.0,40.0,40.0,40.0,-0.9,-18.0,2,2020,,,,,,,,,,,,BAL,True
Chris Conley,WR,HOU,1.0,,,,,,,4.8,,2,2020,4.0,7.0,48.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Danny Amendola,WR,HOU,1.0,,,,,,,2.1,,2,2020,2.0,7.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,True
Mohamed Sanu Sr.,WR,SF,1.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Trent Taylor,WR,SF,1.0,28.0,46.0,0.0,11.0,7.0,11.0,1.0,3.6,2,2020,,,,,,,,,,,,NYJ,False
Kendrick Bourne,WR,SF,1.0,45.0,74.0,0.0,11.0,9.0,11.0,6.7,14.9,2,2020,,,,,,,,,,,,NYJ,False
Dante Pettis,WR,SF,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,NYJ,False
Brandon Aiyuk,WR,SF,1.0,44.0,72.0,0.0,7.0,5.0,7.0,2.1,4.8,2,2020,2.0,3.0,21.0,10.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Trent Sherfield,WR,SF,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
Bennie Fowler III,WR,SF,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,False
T.Y. Hilton,WR,IND,1.0,42.0,57.0,0.0,12.0,7.0,12.0,2.8,6.7,2,2020,3.0,5.0,28.0,9.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Zach Pascal,WR,IND,1.0,59.0,80.0,0.0,7.0,5.0,7.0,7.9,13.4,2,2020,3.0,4.0,19.0,6.3,14.0,0.0,1.0,0.0,0.0,0.0,0.0,MIN,True
Daurice Fountain,WR,IND,1.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2020,,,,,,,,,,,,MIN,True
Parris Campbell,WR,IND,1.0,2.0,3.0,50.0,0.0,50.0,50.0,0.7,35.0,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,MIN,True
Ashton Dulin,WR,IND,1.0,6.0,8.0,0.0,17.0,17.0,17.0,0.6,10.0,2,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Michael Pittman Jr.,WR,IND,1.0,67.0,91.0,0.0,9.0,6.0,9.0,3.7,5.5,2,2020,4.0,6.0,37.0,9.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,True
Keke Coutee,WR,IND,1.0,,,,,,,-0.9,,2,2020,2.0,2.0,11.0,5.5,6.0,0.0,0.0,0.0,0.0,0.0,1.0,MIN,True
Chris Hogan,WR,NYJ,1.0,59.0,91.0,0.0,14.0,10.0,14.0,7.5,12.7,2,2020,,,,,,,,,,,,SF,True
Breshad Perriman,WR,NYJ,1.0,20.0,31.0,0.0,10.0,10.0,10.0,1.2,6.0,2,2020,,,,,,,,,,,,SF,True
Josh Malone,WR,NYJ,1.0,42.0,65.0,2.0,14.0,12.0,17.0,2.8,6.7,2,2020,,,,,,,,,,,,SF,True
Braxton Berrios,WR,NYJ,1.0,46.0,71.0,0.0,17.0,13.0,17.0,11.9,25.9,2,2020,6.0,8.0,59.0,9.8,30.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,True
Keelan Cole Sr.,WR,NYJ,1.0,,,,,,,11.8,,2,2020,6.0,7.0,58.0,9.7,23.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,True
Corey Davis,WR,NYJ,1.0,,,,,,,9.6,,2,2020,3.0,5.0,36.0,12.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,SF,True
Justin Hardee,WR,NYJ,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,True
Robert Woods,WR,LAR,1.0,59.0,84.0,5.0,8.0,8.0,14.0,9.3,15.8,2,2020,2.0,5.0,14.0,7.0,13.0,0.0,0.0,3.0,19.0,1.0,0.0,PHI,False
Cooper Kupp,WR,LAR,1.0,59.0,84.0,3.0,10.0,12.0,14.0,8.0,13.6,2,2020,5.0,6.0,81.0,16.2,24.0,0.0,0.0,2.0,19.0,0.0,1.0,PHI,False
Josh Reynolds,WR,LAR,1.0,42.0,60.0,0.0,5.0,5.0,5.0,3.3,7.9,2,2020,,,,,,,,,,,,PHI,False
