player,position,team,games,snaps,snaps_pct,rush_pct,tgt_pct,touch_pct,util_pct,fantasy_points,points_per_100_snaps,week,year,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,opponent,home
CeeDee Lamb,WR,DAL,1.0,62.0,75.0,2.0,11.0,10.0,13.0,4.6,7.4,17,2020,5.0,7.0,43.0,8.6,21.0,0.0,0.0,1.0,3.0,0.0,0.0,NYG,False
Malik Turner,WR,DAL,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYG,False
DeVante Parker,WR,MIA,1.0,76.0,92.0,0.0,18.0,9.0,18.0,11.6,15.3,17,2020,7.0,14.0,116.0,16.6,31.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Isaiah Ford,WR,MIA,1.0,63.0,76.0,0.0,11.0,5.0,11.0,3.7,5.9,17,2020,3.0,7.0,37.0,12.3,18.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Mack Hollins,WR,MIA,1.0,4.0,5.0,0.0,25.0,25.0,25.0,-1.7,-42.5,17,2020,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,BUF,False
Lynn Bowden Jr.,WR,MIA,1.0,78.0,94.0,1.0,15.0,13.0,18.0,5.0,6.4,17,2020,,,,,,,,,,,,BUF,False
Malcolm Perry,WR,MIA,1.0,2.0,2.0,0.0,50.0,50.0,50.0,8.5,425.0,17,2020,,,,,,,,,,,,BUF,False
River Cracraft,WR,MIA,1.0,,,,,,,1.7,,17,2020,2.0,2.0,17.0,8.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,False
Lynn Bowden Jr.,WR,MIA,1.0,,,,,,,0.0,,17,2020,8.0,12.0,44.0,5.5,10.0,0.0,0.0,1.0,-7.0,0.0,0.0,BUF,False
Tommylee Lewis,WR,MIA,1.0,,,,,,,-0.2,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,BUF,False
Nelson Agholor,WR,LV,1.0,44.0,64.0,0.0,9.0,2.0,9.0,5.7,13.0,17,2020,,,,,,,,,,,,DEN,False
Zay Jones,WR,LV,1.0,26.0,38.0,0.0,8.0,4.0,8.0,3.7,14.2,17,2020,1.0,2.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Hunter Renfrow,WR,LV,1.0,51.0,74.0,0.0,14.0,6.0,14.0,2.4,4.7,17,2020,3.0,7.0,24.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Bryan Edwards,WR,LV,1.0,19.0,28.0,0.0,11.0,11.0,11.0,11.1,58.4,17,2020,2.0,2.0,51.0,25.5,26.0,0.0,1.0,0.0,0.0,0.0,0.0,DEN,False
Henry Ruggs III,WR,LV,1.0,36.0,52.0,3.0,8.0,11.0,11.0,1.8,5.0,17,2020,,,,,,,,,,,,DEN,False
Tyron Johnson,WR,LV,1.0,,,,,,,3.5,,17,2020,2.0,2.0,35.0,17.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Javon Wims,WR,LV,1.0,,,,,,,0.0,,17,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,False
Tyler Lockett,WR,SEA,1.0,58.0,89.0,0.0,24.0,21.0,24.0,21.0,36.2,17,2020,12.0,14.0,90.0,7.5,26.0,0.0,2.0,0.0,0.0,0.0,0.0,SF,False
David Moore,WR,SEA,1.0,26.0,40.0,0.0,4.0,4.0,4.0,0.5,1.9,17,2020,,,,,,,,,,,,SF,False
D.K. Metcalf,WR,SEA,1.0,57.0,88.0,0.0,16.0,5.0,16.0,2.1,3.7,17,2020,3.0,9.0,21.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Penny Hart,WR,SEA,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Freddie Swain,WR,SEA,1.0,14.0,22.0,0.0,7.0,0.0,7.0,0.0,0.0,17,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Matt Cole,WR,SEA,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,False
Breshad Perriman,WR,NYJ,1.0,56.0,89.0,0.0,11.0,5.0,11.0,8.4,15.0,17,2020,,,,,,,,,,,,NE,False
Jamison Crowder,WR,NYJ,1.0,42.0,67.0,0.0,10.0,10.0,10.0,3.1,7.4,17,2020,4.0,4.0,31.0,7.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Braxton Berrios,WR,NYJ,1.0,11.0,17.0,18.0,27.0,45.0,45.0,3.6,32.7,17,2020,3.0,3.0,20.0,6.7,10.0,0.0,0.0,2.0,16.0,0.0,0.0,NE,False
Vyncint Smith,WR,NYJ,1.0,29.0,46.0,0.0,7.0,0.0,7.0,0.0,0.0,17,2020,,,,,,,,,,,,NE,False
Jeff Smith,WR,NYJ,1.0,12.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Denzel Mims,WR,NYJ,1.0,18.0,29.0,0.0,11.0,6.0,11.0,1.5,8.3,17,2020,1.0,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Corey Davis,WR,NYJ,1.0,,,,,,,3.9,,17,2020,5.0,11.0,39.0,7.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Keelan Cole Sr.,WR,NYJ,1.0,,,,,,,2.3,,17,2020,3.0,7.0,23.0,7.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Justin Hardee,WR,NYJ,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,False
Chris Conley,WR,JAC,1.0,52.0,80.0,0.0,17.0,13.0,17.0,8.7,16.7,17,2020,,,,,,,,,,,,IND,False
Keelan Cole Sr.,WR,JAC,1.0,45.0,69.0,0.0,16.0,7.0,16.0,2.3,5.1,17,2020,,,,,,,,,,,,IND,False
Terry Godwin,WR,JAC,1.0,41.0,63.0,2.0,10.0,10.0,12.0,3.5,8.5,17,2020,3.0,4.0,32.0,10.7,21.0,0.0,0.0,1.0,3.0,0.0,0.0,IND,False
Laviska Shenault Jr.,WR,JAC,1.0,45.0,69.0,2.0,20.0,16.0,22.0,18.6,41.3,17,2020,6.0,9.0,68.0,11.3,21.0,0.0,2.0,1.0,-2.0,0.0,0.0,IND,False
Marvin Jones Jr.,WR,JAC,1.0,,,,,,,30.0,,17,2020,8.0,11.0,180.0,22.5,43.0,0.0,2.0,0.0,0.0,0.0,0.0,IND,False
Laquon Treadwell,WR,JAC,1.0,,,,,,,1.5,,17,2020,2.0,3.0,15.0,7.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Jaydon Mickens,WR,JAC,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,False
Tavon Austin,WR,JAC,1.0,,,,,,,-1.3,,17,2020,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,IND,False
Jamal Agnew,WR,JAC,1.0,,,,,,,-2.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,IND,False
Damiere Byrd,WR,NE,1.0,40.0,62.0,3.0,8.0,5.0,10.0,1.1,2.8,17,2020,,,,,,,,,,,,NYJ,True
N'Keal Harry,WR,NE,1.0,58.0,89.0,0.0,3.0,3.0,3.0,1.7,2.9,17,2020,2.0,2.0,17.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Jakobi Meyers,WR,NE,1.0,65.0,100.0,2.0,11.0,12.0,14.0,12.3,18.9,17,2020,6.0,7.0,68.0,11.3,18.0,0.0,0.0,1.0,7.0,0.0,0.0,NYJ,True
Gunner Olszewski,WR,NE,1.0,13.0,20.0,0.0,15.0,15.0,15.0,1.4,10.8,17,2020,2.0,2.0,14.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Kendrick Bourne,WR,NE,1.0,,,,,,,7.6,,17,2020,5.0,6.0,76.0,15.2,27.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Nelson Agholor,WR,NE,1.0,,,,,,,5.7,,17,2020,1.0,4.0,57.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Matthew Slater,WR,NE,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,True
Laquon Treadwell,WR,ATL,1.0,35.0,49.0,0.0,9.0,6.0,9.0,1.5,4.3,17,2020,,,,,,,,,,,,TB,False
Calvin Ridley,WR,ATL,1.0,65.0,90.0,2.0,18.0,14.0,20.0,2.6,4.0,17,2020,8.0,12.0,52.0,6.5,18.0,0.0,0.0,1.0,-6.0,0.0,1.0,TB,False
Russell Gage,WR,ATL,1.0,61.0,85.0,2.0,16.0,16.0,18.0,16.2,26.6,17,2020,9.0,10.0,91.0,10.1,19.0,0.0,1.0,1.0,11.0,0.0,0.0,TB,False
Christian Blake,WR,ATL,1.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Cordarrelle Patterson,WR,ATL,1.0,,,,,,,1.8,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,TB,False
Chad Hansen,WR,ATL,1.0,,,,,,,1.6,,17,2020,2.0,4.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,False
Pharoh Cooper,WR,CAR,1.0,18.0,29.0,0.0,11.0,6.0,11.0,0.9,5.0,17,2020,,,,,,,,,,,,NO,True
Robby Anderson,WR,CAR,1.0,42.0,68.0,0.0,17.0,7.0,17.0,4.0,9.5,17,2020,3.0,7.0,40.0,13.3,31.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Curtis Samuel,WR,CAR,1.0,44.0,71.0,7.0,25.0,23.0,32.0,12.1,27.5,17,2020,,,,,,,,,,,,NO,True
Brandon Zylstra,WR,CAR,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
DJ Moore,WR,CAR,1.0,52.0,84.0,0.0,21.0,10.0,21.0,10.1,19.4,17,2020,5.0,11.0,101.0,20.2,44.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,True
Alex Erickson,WR,CAR,1.0,,,,,,,1.0,,17,2020,1.0,3.0,8.0,8.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,NO,True
Sterling Shepard,WR,NYG,1.0,49.0,84.0,4.0,20.0,20.0,24.0,25.6,52.2,17,2020,8.0,10.0,112.0,14.0,21.0,0.0,1.0,2.0,24.0,1.0,0.0,DAL,True
Dante Pettis,WR,NYG,1.0,20.0,34.0,0.0,10.0,10.0,10.0,10.3,51.5,17,2020,2.0,2.0,43.0,21.5,33.0,0.0,1.0,0.0,0.0,0.0,0.0,DAL,True
Darius Slayton,WR,NYG,1.0,51.0,88.0,0.0,8.0,4.0,8.0,2.2,4.3,17,2020,2.0,4.0,22.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Austin Mack,WR,NYG,1.0,16.0,28.0,0.0,6.0,6.0,6.0,0.9,5.6,17,2020,,,,,,,,,,,,DAL,True
C.J. Board,WR,NYG,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,True
Demarcus Robinson,WR,KC,1.0,47.0,89.0,0.0,15.0,13.0,15.0,5.8,12.3,17,2020,6.0,7.0,58.0,9.7,12.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Gehrig Dieter,WR,KC,1.0,20.0,38.0,0.0,10.0,5.0,10.0,1.0,5.0,17,2020,1.0,2.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Byron Pringle,WR,KC,1.0,45.0,85.0,0.0,13.0,9.0,13.0,11.2,24.9,17,2020,4.0,6.0,52.0,13.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,LAC,True
Mecole Hardman,WR,KC,1.0,32.0,60.0,0.0,6.0,6.0,6.0,0.5,1.6,17,2020,2.0,2.0,25.0,12.5,18.0,0.0,0.0,0.0,0.0,0.0,1.0,LAC,True
Justin Watson,WR,KC,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Marcus Kemp,WR,KC,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,True
Kalif Raymond,WR,TEN,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,,,,,,,,,,,,HOU,False
Corey Davis,WR,TEN,1.0,59.0,83.0,0.0,19.0,8.0,19.0,3.9,6.6,17,2020,,,,,,,,,,,,HOU,False
Cameron Batson,WR,TEN,1.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
A.J. Brown,WR,TEN,1.0,64.0,90.0,0.0,17.0,16.0,17.0,21.1,33.0,17,2020,10.0,11.0,151.0,15.1,52.0,0.0,1.0,0.0,0.0,0.0,0.0,HOU,False
Nick Westbrook-Ikhine,WR,TEN,1.0,7.0,10.0,0.0,14.0,0.0,14.0,0.0,0.0,17,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,False
Mike Williams,WR,LAC,1.0,42.0,58.0,0.0,17.0,14.0,17.0,16.8,40.0,17,2020,6.0,7.0,108.0,18.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,KC,False
Tyron Johnson,WR,LAC,1.0,43.0,60.0,0.0,5.0,5.0,5.0,3.5,8.1,17,2020,,,,,,,,,,,,KC,False
Jalen Guyton,WR,LAC,1.0,51.0,71.0,0.0,8.0,0.0,8.0,0.0,0.0,17,2020,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
KJ Hill Jr.,WR,LAC,1.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,,,,,,,,,,,,KC,False
Joe Reed,WR,LAC,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KC,False
JuJu Smith-Schuster,WR,PIT,1.0,56.0,84.0,0.0,14.0,11.0,14.0,12.5,22.3,17,2020,,,,,,,,,,,,CLE,False
James Washington,WR,PIT,1.0,30.0,45.0,0.0,7.0,0.0,7.0,0.0,0.0,17,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Deon Cain,WR,PIT,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2020,,,,,,,,,,,,CLE,False
Ray-Ray McCloud,WR,PIT,1.0,12.0,18.0,0.0,17.0,17.0,17.0,-0.3,-2.5,17,2020,2.0,2.0,-3.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Diontae Johnson,WR,PIT,1.0,58.0,87.0,0.0,7.0,5.0,7.0,9.6,16.6,17,2020,3.0,4.0,96.0,32.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Chase Claypool,WR,PIT,1.0,35.0,52.0,0.0,31.0,14.0,31.0,16.1,46.0,17,2020,5.0,11.0,101.0,20.2,41.0,0.0,1.0,0.0,0.0,0.0,0.0,CLE,False
Steven Sims Jr.,WR,PIT,1.0,,,,,,,2.4,,17,2020,1.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,18.0,0.0,0.0,CLE,False
Anthony Miller,WR,PIT,1.0,,,,,,,1.3,,17,2020,2.0,2.0,13.0,6.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,False
Greg Ward,WR,PHI,1.0,48.0,71.0,0.0,6.0,4.0,8.0,1.2,2.5,17,2020,1.0,3.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
J.J. Arcega-Whiteside,WR,PHI,1.0,41.0,60.0,0.0,7.0,5.0,7.0,4.0,9.8,17,2020,2.0,3.0,40.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Travis Fulgham,WR,PHI,1.0,29.0,43.0,0.0,7.0,3.0,7.0,1.5,5.2,17,2020,,,,,,,,,,,,WAS,True
Jalen Reagor,WR,PHI,1.0,19.0,28.0,0.0,5.0,5.0,5.0,1.5,7.9,17,2020,1.0,1.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
John Hightower,WR,PHI,1.0,12.0,18.0,8.0,17.0,8.0,25.0,0.1,0.8,17,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,WAS,True
Quez Watkins,WR,PHI,1.0,37.0,54.0,0.0,14.0,3.0,14.0,0.6,1.6,17,2020,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
Deon Cain,WR,PHI,1.0,,,,,,,0.0,,17,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,True
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,18.9,,1,2020,6.0,6.0,69.0,11.5,17.0,0.0,2.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,13.0,,1,2020,6.0,10.0,70.0,11.7,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,12.4,,1,2020,4.0,4.0,64.0,16.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,8.0,,1,2020,5.0,7.0,57.0,11.4,16.0,0.0,0.0,1.0,23.0,0.0,0.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,6.6,,1,2020,3.0,5.0,55.0,18.3,45.0,0.0,0.0,2.0,11.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,4.0,,1,2020,3.0,3.0,28.0,9.3,18.0,0.0,0.0,1.0,12.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,3.4,,1,2020,4.0,5.0,34.0,8.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,2.6,,1,2020,1.0,2.0,26.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,2.5,,1,2020,3.0,3.0,25.0,8.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,2.1,,1,2020,2.0,5.0,21.0,10.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,0.5,,1,2020,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Damion Ratley,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chris Hogan,WR,FA,1.0,,,,,,,0.0,,1,2020,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ted Ginn Jr.,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JoJo Natson,WR,FA,1.0,,,,,,,0.0,,1,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,17.9,,2,2020,8.0,11.0,179.0,22.4,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,14.2,,2,2020,4.0,6.0,82.0,20.5,46.0,0.0,1.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,10.8,,2,2020,3.0,3.0,48.0,16.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,8.4,,2,2020,1.0,2.0,24.0,24.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Chris Hogan,WR,FA,1.0,,,,,,,7.5,,2,2020,6.0,8.0,75.0,12.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,5.0,,2,2020,7.0,7.0,50.0,7.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,4.8,,2,2020,7.0,8.0,48.0,6.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,4.7,,2,2020,5.0,5.0,47.0,9.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,2.9,,2,2020,2.0,2.0,29.0,14.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,1.7,,2,2020,2.0,5.0,17.0,8.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Henry Ruggs III,WR,FA,1.0,,,,,,,0.4,,2,2020,1.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,0.2,,2,2020,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Damion Ratley,WR,FA,1.0,,,,,,,0.0,,2,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JoJo Natson,WR,FA,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,0.0,,2,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Dontrelle Inman,WR,FA,1.0,,,,,,,15.8,,3,2020,3.0,6.0,38.0,12.7,17.0,0.0,2.0,0.0,0.0,0.0,0.0,,
JuJu Smith-Schuster,WR,FA,1.0,,,,,,,12.3,,3,2020,4.0,5.0,43.0,10.8,26.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Jakeem Grant Sr.,WR,FA,1.0,,,,,,,4.8,,3,2020,1.0,1.0,19.0,19.0,19.0,0.0,0.0,1.0,29.0,0.0,0.0,,
Golden Tate,WR,FA,1.0,,,,,,,3.6,,3,2020,5.0,7.0,36.0,7.2,18.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Wright,WR,FA,1.0,,,,,,,3.0,,3,2020,4.0,6.0,24.0,6.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,,
Damion Ratley,WR,FA,1.0,,,,,,,2.9,,3,2020,1.0,2.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Ted Ginn Jr.,WR,FA,1.0,,,,,,,2.9,,3,2020,1.0,3.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Julian Edelman,WR,FA,1.0,,,,,,,2.2,,3,2020,2.0,6.0,23.0,11.5,15.0,0.0,0.0,1.0,-1.0,0.0,0.0,,
Deontay Burnett,WR,FA,1.0,,,,,,,1.9,,3,2020,3.0,4.0,19.0,6.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Seth Roberts,WR,FA,1.0,,,,,,,1.6,,3,2020,2.0,3.0,16.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,
KJ Hill Jr.,WR,FA,1.0,,,,,,,1.5,,3,2020,1.0,4.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Isaiah Zuber,WR,FA,1.0,,,,,,,1.3,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,,
Chad Beebe,WR,FA,1.0,,,,,,,0.7,,3,2020,1.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Willie Snead IV,WR,FA,1.0,,,,,,,0.4,,3,2020,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
JoJo Natson,WR,FA,1.0,,,,,,,0.3,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,0.2,,3,2020,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Darrius Shepherd,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Deante Burton,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Chris Hogan,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Larry Fitzgerald,WR,FA,1.0,,,,,,,0.0,,3,2020,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Pharoh Cooper,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Marvin Hall,WR,FA,1.0,,,,,,,0.0,,3,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
David Moore,WR,FA,1.0,,,,,,,15.5,,4,2020,3.0,4.0,95.0,31.7,57.0,0.0,1.0,0.0,0.0,0.0,0.0,,
John Brown,WR,FA,1.0,,,,,,,4.2,,4,2020,4.0,5.0,42.0,10.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,
