player,rushing_att,rushing_yds,rushing_avg,rushing_lng,rushing_20p,rushing_td,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_td,lst,games,fantasy_points,position,week,year,team,opponent,home,passing_cmp_allowed,passing_att_allowed,passing_cmppct_allowed,passing_yds_allowed,passing_avg_allowed,passing_yds_allowed_per_game,passing_longest_allowed,passing_td_allowed,ints,sacks,sack_yards_gained,passer_rating,rushing_att_allowed,rushing_yds_allowed,rushing_avg_allowed,rushing_yds_allowed_per_game,rushing_longest_allowed,rushing_td_allowed,rushing_fumbles,rushing_fumbles_lost,receiving_rec_allowed,receiving_yds_allowed,receiving_avg_allowed,receiving_yds_allowed_per_game,receiving_longest_allowed,receiving_td_allowed,receiving_fumbles,receiving_fumbles_lost,1st_total_allowed,1st_rush_allowed,1st_pass_allowed,1st_penalty_allowed,3rd_conv_allowed,3rd_att_allowed,3rd_pct_allowed,4th_conv_allowed,4th_att_allowed,4th_pct_allowed,defense_penalties,defense_yds_lost
Brian Hill,9.0,94.0,10.4,62.0,0.0,0.0,3.0,3.0,42.0,14.0,0.0,0.0,1.0,13.6,RB,17,2020,ATL,TB,False,426.0,617.0,69.0,3945.0,7.0,246.6,75.0,29.0,15.0,48.0,366.0,94.3,358.0,1289.0,3.6,80.6,62.0,10.0,5.0,3.0,426.0,4311.0,10.1,269.4,75.0,29.0,4.0,3.0,319.0,78.0,215.0,26.0,82.0,205.0,40.0,14.0,25.0,56.0,95.0,1015.0
Ito Smith,3.0,9.0,3.0,5.0,0.0,0.0,1.0,4.0,7.0,7.0,0.0,0.0,1.0,1.6,RB,17,2020,ATL,TB,False,426.0,617.0,69.0,3945.0,7.0,246.6,75.0,29.0,15.0,48.0,366.0,94.3,358.0,1289.0,3.6,80.6,62.0,10.0,5.0,3.0,426.0,4311.0,10.1,269.4,75.0,29.0,4.0,3.0,319.0,78.0,215.0,26.0,82.0,205.0,40.0,14.0,25.0,56.0,95.0,1015.0
Chris Carson,6.0,21.0,3.5,11.0,0.0,0.0,6.0,6.0,45.0,7.5,2.0,0.0,1.0,18.6,RB,1,2020,SEA,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Carlos Hyde,7.0,23.0,3.3,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,RB,1,2020,SEA,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Travis Homer,3.0,-1.0,-0.3,1.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.3,RB,1,2020,SEA,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Ezekiel Elliott,22.0,89.0,4.0,11.0,0.0,1.0,6.0,7.0,33.0,5.5,0.0,1.0,1.0,16.2,RB,2,2020,DAL,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Tony Pollard,2.0,6.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.9,RB,2,2020,DAL,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
David Montgomery,14.0,45.0,3.2,11.0,0.0,0.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,5.4,RB,3,2020,CHI,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Tarik Cohen,2.0,21.0,10.5,17.0,0.0,0.0,3.0,6.0,20.0,6.7,0.0,0.0,1.0,4.1,RB,3,2020,CHI,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Ryan Nall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,3,2020,CHI,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Aaron Jones,15.0,71.0,4.7,23.0,0.0,0.0,5.0,5.0,40.0,8.0,1.0,0.0,1.0,17.1,RB,4,2020,GB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Jamaal Williams,8.0,10.0,1.3,5.0,0.0,0.0,8.0,8.0,95.0,11.9,0.0,0.0,1.0,10.5,RB,4,2020,GB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Tyler Ervin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,8.0,0.0,0.0,1.0,0.8,RB,4,2020,GB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
AJ Dillon,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,4,2020,GB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Mike Davis,16.0,89.0,5.6,15.0,0.0,0.0,9.0,10.0,60.0,6.7,1.0,0.0,1.0,20.9,RB,5,2020,CAR,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Trenton Cannon,2.0,-1.0,-0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.1,RB,5,2020,CAR,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Alexander Mattison,10.0,26.0,2.6,16.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,3.0,RB,6,2020,MIN,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Ameer Abdullah,2.0,7.0,3.5,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.8,RB,6,2020,MIN,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Mike Boone,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,0.5,RB,6,2020,MIN,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
C.J. Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,6,2020,MIN,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
D'Andre Swift,9.0,27.0,3.0,13.0,0.0,1.0,4.0,5.0,21.0,5.3,0.0,0.0,1.0,10.8,RB,7,2020,DET,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Adrian Peterson,11.0,29.0,2.6,7.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,RB,7,2020,DET,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Kerryon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,7,2020,DET,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Mike Davis,13.0,66.0,5.1,17.0,0.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,1.0,7.7,RB,8,2020,CAR,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Trenton Cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,8,2020,CAR,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Phillip Lindsay,8.0,23.0,2.9,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.3,RB,9,2020,DEN,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Jeremy Cox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,9,2020,DEN,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Royce Freeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,9,2020,DEN,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Alvin Kamara,13.0,45.0,3.5,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,RB,11,2020,NO,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Latavius Murray,12.0,49.0,4.1,11.0,0.0,0.0,2.0,2.0,36.0,18.0,0.0,0.0,1.0,8.5,RB,11,2020,NO,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Michael Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,11,2020,NO,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Josh Jacobs,7.0,27.0,3.9,16.0,0.0,0.0,3.0,3.0,17.0,5.7,0.0,1.0,1.0,2.4,RB,12,2020,LV,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Devontae Booker,5.0,6.0,1.2,4.0,0.0,0.0,1.0,4.0,-1.0,-1.0,0.0,0.0,1.0,0.5,RB,12,2020,LV,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Alec Ingold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,12,2020,LV,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Alvin Kamara,15.0,88.0,5.9,37.0,0.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,15.7,RB,13,2020,NO,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Latavius Murray,5.0,17.0,3.4,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.7,RB,13,2020,NO,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Dwayne Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,13,2020,NO,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Michael Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,13,2020,NO,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Austin Ekeler,15.0,79.0,5.3,13.0,0.0,0.0,9.0,9.0,67.0,7.4,0.0,0.0,1.0,14.6,RB,14,2020,LAC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Kalen Ballage,7.0,14.0,2.0,5.0,0.0,0.0,1.0,2.0,6.0,6.0,0.0,0.0,1.0,2.0,RB,14,2020,LAC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Justin Jackson,3.0,9.0,3.0,5.0,0.0,0.0,3.0,3.0,10.0,3.3,0.0,0.0,1.0,1.9,RB,14,2020,LAC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Gabe Nabers,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,RB,14,2020,LAC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Leonard Fournette,14.0,49.0,3.5,17.0,0.0,2.0,3.0,5.0,16.0,5.3,0.0,0.0,1.0,18.5,RB,15,2020,TB,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
LeSean McCoy,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,32.0,10.7,0.0,0.0,1.0,3.2,RB,15,2020,TB,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Ke'Shawn Vaughn,2.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,RB,15,2020,TB,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Kenjon Barner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,15,2020,TB,ATL,False,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Darrel Williams,10.0,46.0,4.6,11.0,0.0,0.0,4.0,6.0,27.0,6.8,0.0,0.0,1.0,7.3,RB,16,2020,KC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Le'Veon Bell,7.0,30.0,4.3,11.0,0.0,0.0,1.0,3.0,9.0,9.0,0.0,0.0,1.0,3.9,RB,16,2020,KC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Darwin Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,KC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Anthony Sherman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,16,2020,KC,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Ronald Jones II,12.0,78.0,6.5,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,RB,17,2020,TB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
Leonard Fournette,5.0,13.0,2.6,6.0,0.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,2.7,RB,17,2020,TB,ATL,True,425.0,625.0,68.0,4697.0,7.9,293.6,58.0,34.0,12.0,29.0,221.0,101.7,380.0,1677.0,4.4,104.8,45.0,15.0,8.0,3.0,425.0,4918.0,11.6,307.4,58.0,34.0,4.0,1.0,367.0,97.0,239.0,31.0,80.0,195.0,41.0,10.0,23.0,43.5,91.0,800.0
David Johnson,11.0,77.0,7.0,19.0,0.0,1.0,3.0,4.0,32.0,10.7,0.0,0.0,1.0,16.9,RB,1,2020,HOU,KC,False,349.0,557.0,62.7,3779.0,7.1,236.2,72.0,29.0,16.0,32.0,189.0,89.4,433.0,1954.0,4.5,122.1,65.0,14.0,1.0,1.0,349.0,3968.0,11.4,248.0,72.0,29.0,8.0,3.0,353.0,113.0,202.0,38.0,77.0,188.0,41.0,13.0,20.0,65.0,97.0,760.0
Buddy Howell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,RB,1,2020,HOU,KC,False,349.0,557.0,62.7,3779.0,7.1,236.2,72.0,29.0,16.0,32.0,189.0,89.4,433.0,1954.0,4.5,122.1,65.0,14.0,1.0,1.0,349.0,3968.0,11.4,248.0,72.0,29.0,8.0,3.0,353.0,113.0,202.0,38.0,77.0,188.0,41.0,13.0,20.0,65.0,97.0,760.0
Austin Ekeler,16.0,93.0,5.8,13.0,0.0,0.0,4.0,4.0,55.0,13.8,0.0,0.0,1.0,14.8,RB,2,2020,LAC,KC,True,349.0,557.0,62.7,3779.0,7.1,236.2,72.0,29.0,16.0,32.0,189.0,89.4,433.0,1954.0,4.5,122.1,65.0,14.0,1.0,1.0,349.0,3968.0,11.4,248.0,72.0,29.0,8.0,3.0,353.0,113.0,202.0,38.0,77.0,188.0,41.0,13.0,20.0,65.0,97.0,760.0
