player,receiving_rec,receiving_yds,receiving_td,lst,fantasy_points,team,position,week,year
Travis Kelce,6.9,88.7,0.8,0.1,13.3,KC,TE,1,2021
George Kittle,5.5,72.0,0.6,0.0,10.7,SF,TE,1,2021
Darren Waller,6.5,76.0,0.5,0.1,10.3,LV,TE,1,2021
Mark Andrews,4.8,56.2,0.6,0.0,9.4,BAL,TE,1,2021
T.J. Hockenson,4.6,50.9,0.3,0.0,7.1,DET,TE,1,2021
Kyle Pitts,3.8,46.3,0.4,0.0,6.9,ATL,TE,1,2021
Robert Tonyan,3.2,35.1,0.5,0.0,6.8,GB,TE,1,2021
Logan Thomas,4.2,43.7,0.4,0.0,6.7,WAS,TE,1,2021
Mike Gesicki,3.8,45.0,0.3,0.0,6.5,MIA,TE,1,2021
Dallas Goedert,3.7,42.7,0.3,0.0,6.3,PHI,TE,1,2021
Rob Gronkowski,2.5,30.8,0.5,0.0,6.1,TB,TE,1,2021
Noah Fant,4.1,45.8,0.2,0.0,5.6,DEN,TE,1,2021
Tyler Higbee,3.6,38.9,0.2,0.0,5.2,LAR,TE,1,2021
Austin Hooper,3.6,38.2,0.2,0.0,5.1,CLE,TE,1,2021
Jared Cook,3.2,38.3,0.2,0.0,5.0,LAC,TE,1,2021
Anthony Firkser,3.2,35.6,0.2,0.0,4.6,TEN,TE,1,2021
Hunter Henry,3.0,34.1,0.2,0.0,4.4,NE,TE,1,2021
Jonnu Smith,3.0,32.0,0.2,0.0,4.3,NE,TE,1,2021
Zach Ertz,3.1,34.4,0.1,0.0,4.2,ARI,TE,1,2021
Kyle Rudolph,2.6,25.8,0.2,0.0,4.1,NYG,TE,1,2021
Jordan Akins,2.9,32.4,0.1,0.0,4.0,HOU,TE,1,2021
Hayden Hurst,2.5,26.4,0.2,0.0,3.5,ATL,TE,1,2021
Dawson Knox,2.2,25.6,0.2,0.0,3.4,BUF,TE,1,2021
Blake Jarwin,2.5,27.3,0.1,0.0,3.4,DAL,TE,1,2021
O.J. Howard,1.9,25.0,0.2,0.0,3.4,TB,TE,1,2021
Tyler Conklin,2.4,26.3,0.1,0.0,3.4,MIN,TE,1,2021
Cole Kmet,2.8,26.6,0.1,0.0,3.3,CHI,TE,1,2021
Jack Doyle,2.2,24.9,0.1,0.0,3.3,IND,TE,1,2021
Dan Arnold,1.9,23.4,0.1,0.0,3.1,JAC,TE,1,2021
Juwan Johnson,2.3,26.5,0.1,0.0,2.9,NO,TE,1,2021
C.J. Uzomah,2.1,21.9,0.1,0.0,2.9,CIN,TE,1,2021
Mo Alie-Cox,1.8,21.0,0.1,0.0,2.6,IND,TE,1,2021
James O'Shaughnessy,2.0,20.0,0.1,0.0,2.5,JAC,TE,1,2021
Pharaoh Brown,1.5,16.6,0.1,0.0,2.5,HOU,TE,1,2021
David Njoku,1.5,17.6,0.1,0.0,2.5,CLE,TE,1,2021
Tyler Kroft,1.9,17.3,0.1,0.0,2.4,NYJ,TE,1,2021
Chris Herndon IV,1.5,17.2,0.1,0.0,2.4,MIN,TE,1,2021
Dalton Schultz,1.8,18.8,0.1,0.0,2.4,DAL,TE,1,2021
Jimmy Graham,1.8,18.2,0.1,0.0,2.4,CHI,TE,1,2021
Donald Parham Jr.,1.5,17.3,0.1,0.0,2.3,LAC,TE,1,2021
Will Dissly,1.6,16.4,0.1,0.0,2.2,SEA,TE,1,2021
Albert Okwuegbunam,1.5,17.0,0.1,0.0,2.2,DEN,TE,1,2021
Adam Trautman,1.4,16.3,0.1,0.0,2.2,NO,TE,1,2021
Harrison Bryant,1.5,16.1,0.1,0.1,2.1,CLE,TE,1,2021
Drew Sample,1.7,16.1,0.1,0.0,2.0,CIN,TE,1,2021
Maxx Williams,1.2,13.2,0.1,0.0,1.8,ARI,TE,1,2021
Garrett Griffin,0.9,12.3,0.1,0.0,1.8,NO,TE,1,2021
Cameron Brate,1.1,11.2,0.1,0.0,1.7,TB,TE,1,2021
Geoff Swaim,1.3,11.8,0.1,0.0,1.6,TEN,TE,1,2021
Hunter Bryant,1.2,11.0,0.1,0.0,1.5,DET,TE,1,2021
Chris Manhertz,1.2,12.3,0.0,0.0,1.5,JAC,TE,1,2021
Durham Smythe,1.2,10.2,0.1,0.0,1.4,MIA,TE,1,2021
Pat Freiermuth,1.2,10.6,0.1,0.0,1.3,PIT,TE,1,2021
Luke Farrell,0.9,9.6,0.1,0.0,1.3,JAC,TE,1,2021
Hunter Long,1.1,11.5,0.0,0.1,1.2,MIA,TE,1,2021
Foster Moreau,0.6,6.9,0.1,0.0,1.2,LV,TE,1,2021
Ian Thomas,1.0,8.4,0.1,0.0,1.2,CAR,TE,1,2021
Noah Gray,0.9,9.2,0.1,0.0,1.2,KC,TE,1,2021
Ross Dwelley,0.8,8.7,0.1,0.0,1.2,SF,TE,1,2021
Kaden Smith,1.0,8.8,0.1,0.0,1.2,NYG,TE,1,2021
Tommy Sweeney,0.7,8.4,0.1,0.0,1.2,BUF,TE,1,2021
MyCole Pruitt,0.7,6.6,0.1,0.0,1.2,TEN,TE,1,2021
Ryan Griffin,1.0,9.6,0.0,0.0,1.1,NYJ,TE,1,2021
Josh Oliver,0.8,8.1,0.0,0.0,1.0,BAL,TE,1,2021
Reggie Gilliam,0.5,4.0,0.1,0.0,1.0,BUF,TE,1,2021
Marcedes Lewis,0.7,7.4,0.0,0.0,1.0,GB,TE,1,2021
Brycen Hopkins,0.8,7.8,0.0,0.0,1.0,LAR,TE,1,2021
John Bates,0.8,7.5,0.0,0.0,1.0,WAS,TE,1,2021
Darrell Daniels,0.7,8.5,0.0,0.0,1.0,ARI,TE,1,2021
Jacob Harris,0.5,5.8,0.1,0.0,0.9,LAR,TE,1,2021
Tommy Tremble,0.6,5.7,0.1,0.0,0.9,CAR,TE,1,2021
Kylen Granson,0.6,6.0,0.0,0.0,0.8,IND,TE,1,2021
Brevin Jordan,0.8,8.0,0.0,0.0,0.8,HOU,TE,1,2021
Cethan Carter,0.5,4.6,0.0,0.0,0.7,MIA,TE,1,2021
Eric Tomlinson,0.6,6.0,0.0,0.0,0.6,BAL,TE,1,2021
Blake Bell,0.4,4.0,0.0,0.0,0.6,KC,TE,1,2021
Antony Auclair,0.3,3.5,0.0,0.0,0.5,HOU,TE,1,2021
Devin Asiasi,0.5,5.0,0.0,0.0,0.5,NE,TE,1,2021
Josiah Deguara,0.5,4.8,0.0,0.0,0.5,GB,TE,1,2021
Jesse James,0.5,4.5,0.0,0.0,0.4,CHI,TE,1,2021
Colin Thompson,0.2,2.3,0.0,0.0,0.4,CAR,TE,1,2021
Charlie Woerner,0.3,3.9,0.0,0.0,0.4,SF,TE,1,2021
Colby Parkinson,0.4,4.0,0.0,0.0,0.4,SEA,TE,1,2021
Brandon Dillon,0.3,3.1,0.0,0.0,0.4,NYJ,TE,1,2021
Demetrius Harris,0.3,3.3,0.0,0.0,0.4,ARI,TE,1,2021
Johnny Mundt,0.3,2.8,0.0,0.0,0.4,LAR,TE,1,2021
Eric Saubert,0.4,3.4,0.0,0.0,0.3,DEN,TE,1,2021
Stephen Anderson,0.3,3.4,0.0,0.0,0.3,LAC,TE,1,2021
Zach Gentry,0.4,3.1,0.0,0.0,0.3,PIT,TE,1,2021
Trevon Wesco,0.3,3.1,0.0,0.0,0.3,NYJ,TE,1,2021
Luke Stocker,0.3,2.7,0.0,0.0,0.3,MIN,TE,1,2021
J.P. Holtz,0.2,2.7,0.0,0.0,0.3,CHI,TE,1,2021
Mason Schreck,0.2,2.0,0.0,0.0,0.3,CIN,TE,1,2021
Ben Ellefson,0.2,2.0,0.0,0.0,0.2,MIN,TE,1,2021
Dominique Dafney,0.2,1.7,0.0,0.0,0.2,GB,TE,1,2021
Richard Rodgers,0.1,0.8,0.0,0.0,0.1,PHI,TE,1,2021
Jody Fortson,0.1,1.0,0.0,0.0,0.1,KC,TE,1,2021
Nick Bowers,0.1,1.0,0.0,0.0,0.1,LV,TE,1,2021
Sammis Reyes,0.1,1.0,0.0,0.0,0.1,WAS,TE,1,2021
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.1,CIN,TE,1,2021
Andrew Beck,0.1,1.0,0.0,0.0,0.1,DEN,TE,1,2021
Tommy Hudson,0.1,1.0,0.0,0.0,0.1,TEN,TE,1,2021
Jack Stoll,0.1,1.0,0.0,0.0,0.1,PHI,TE,1,2021
Ricky Seals-Jones,0.0,0.4,0.0,0.0,0.1,WAS,TE,1,2021
Derek Carrier,0.1,0.6,0.0,0.0,0.1,LV,TE,1,2021
Kevin Rader,0.1,0.5,0.0,0.0,0.1,PIT,TE,1,2021
Jason Croom,0.1,0.5,0.0,0.0,0.1,PHI,TE,1,2021
Jeremy Sprinkle,0.1,0.5,0.0,0.0,0.1,DAL,TE,1,2021
Tre' McKitty,0.1,0.5,0.0,0.0,0.1,LAC,TE,1,2021
Daniel Brown,0.1,0.5,0.0,0.0,0.0,NYJ,TE,1,2021
Jesper Horsted,0.0,0.0,0.0,0.0,0.0,CHI,TE,1,2021
Deon Yelder,0.0,0.0,0.0,0.0,0.0,ARI,TE,1,2021
Travis Kelce,7.1,89.4,0.8,0.1,13.4,KC,TE,2,2021
Darren Waller,6.8,80.3,0.6,0.1,11.4,LV,TE,2,2021
George Kittle,5.4,69.0,0.5,0.1,10.1,SF,TE,2,2021
Mark Andrews,4.9,59.1,0.6,0.0,9.5,BAL,TE,2,2021
T.J. Hockenson,4.9,57.5,0.5,0.0,8.5,DET,TE,2,2021
Rob Gronkowski,3.5,44.3,0.6,0.0,8.2,TB,TE,2,2021
Noah Fant,4.6,54.8,0.5,0.0,8.2,DEN,TE,2,2021
Robert Tonyan,3.3,38.4,0.6,0.0,7.1,GB,TE,2,2021
Logan Thomas,4.3,43.7,0.4,0.0,7.0,WAS,TE,2,2021
Tyler Higbee,4.0,44.1,0.4,0.0,6.7,LAR,TE,2,2021
Jared Cook,3.7,45.6,0.4,0.0,6.7,LAC,TE,2,2021
Dallas Goedert,3.7,40.5,0.4,0.0,6.7,PHI,TE,2,2021
Jonnu Smith,3.2,34.2,0.4,0.0,5.8,NE,TE,2,2021
Kyle Pitts,4.2,45.5,0.2,0.0,5.8,ATL,TE,2,2021
Austin Hooper,3.3,35.7,0.3,0.0,5.2,CLE,TE,2,2021
Cole Kmet,3.5,36.2,0.2,0.0,5.0,CHI,TE,2,2021
Hunter Henry,3.0,34.5,0.2,0.0,4.8,NE,TE,2,2021
Mike Gesicki,2.9,34.2,0.2,0.0,4.8,MIA,TE,2,2021
Hayden Hurst,3.2,32.6,0.2,0.0,4.4,ATL,TE,2,2021
Dawson Knox,2.5,29.4,0.2,0.0,4.2,BUF,TE,2,2021
Zach Ertz,2.9,30.0,0.2,0.0,4.0,ARI,TE,2,2021
Adam Trautman,2.5,28.2,0.2,0.0,3.9,NO,TE,2,2021
Anthony Firkser,2.7,30.7,0.1,0.0,3.9,TEN,TE,2,2021
Dalton Schultz,2.8,28.6,0.2,0.0,3.8,DAL,TE,2,2021
David Njoku,1.9,25.8,0.2,0.0,3.6,CLE,TE,2,2021
Albert Okwuegbunam,2.3,26.2,0.2,0.1,3.6,DEN,TE,2,2021
Tyler Conklin,2.7,29.0,0.1,0.0,3.6,MIN,TE,2,2021
Jack Doyle,2.4,24.5,0.2,0.0,3.4,IND,TE,2,2021
C.J. Uzomah,2.5,25.7,0.1,0.0,3.4,CIN,TE,2,2021
Blake Jarwin,2.3,24.7,0.2,0.0,3.4,DAL,TE,2,2021
Kyle Rudolph,2.5,24.1,0.1,0.0,3.3,NYG,TE,2,2021
Dan Arnold,1.8,22.7,0.2,0.0,3.3,JAC,TE,2,2021
Tyler Kroft,2.3,24.3,0.1,0.0,3.2,NYJ,TE,2,2021
Pharaoh Brown,2.0,24.4,0.1,0.0,3.1,HOU,TE,2,2021
Juwan Johnson,1.8,22.6,0.1,0.0,3.0,NO,TE,2,2021
James O'Shaughnessy,2.5,25.1,0.1,0.0,3.0,JAC,TE,2,2021
Will Dissly,1.8,19.8,0.2,0.0,2.9,SEA,TE,2,2021
Jordan Akins,2.1,22.2,0.1,0.0,2.9,HOU,TE,2,2021
Pat Freiermuth,1.7,18.5,0.1,0.0,2.6,PIT,TE,2,2021
Mo Alie-Cox,1.8,19.8,0.1,0.0,2.6,IND,TE,2,2021
Harrison Bryant,1.2,13.8,0.2,0.0,2.2,CLE,TE,2,2021
Donald Parham Jr.,1.3,15.8,0.1,0.0,2.0,LAC,TE,2,2021
Jimmy Graham,1.2,13.8,0.1,0.0,2.0,CHI,TE,2,2021
Geoff Swaim,1.3,13.3,0.1,0.0,1.8,TEN,TE,2,2021
Cameron Brate,1.1,11.4,0.1,0.0,1.7,TB,TE,2,2021
Ryan Griffin,1.4,13.6,0.1,0.0,1.7,NYJ,TE,2,2021
Maxx Williams,1.1,12.8,0.1,0.0,1.6,ARI,TE,2,2021
O.J. Howard,0.9,12.4,0.1,0.0,1.6,TB,TE,2,2021
Durham Smythe,1.2,11.0,0.1,0.0,1.6,MIA,TE,2,2021
Marcedes Lewis,0.8,10.1,0.1,0.0,1.5,GB,TE,2,2021
Demetrius Harris,0.9,9.2,0.1,0.0,1.4,ARI,TE,2,2021
Chris Herndon IV,0.9,9.8,0.1,0.0,1.3,MIN,TE,2,2021
Drew Sample,1.3,10.6,0.0,0.0,1.3,CIN,TE,2,2021
Chris Manhertz,0.9,10.9,0.0,0.0,1.3,JAC,TE,2,2021
Stephen Anderson,0.8,8.1,0.1,0.0,1.3,LAC,TE,2,2021
Kaden Smith,1.1,9.0,0.1,0.0,1.3,NYG,TE,2,2021
Noah Gray,0.9,8.6,0.1,0.0,1.2,KC,TE,2,2021
Ian Thomas,1.0,8.7,0.0,0.0,1.1,CAR,TE,2,2021
Deon Yelder,0.7,7.4,0.1,0.0,1.1,ARI,TE,2,2021
Adam Shaheen,0.7,6.9,0.1,0.0,1.0,MIA,TE,2,2021
Eric Saubert,0.6,5.9,0.1,0.0,1.0,DEN,TE,2,2021
Jacob Harris,0.5,6.7,0.1,0.0,1.0,LAR,TE,2,2021
Dominique Dafney,0.5,5.5,0.1,0.0,0.9,GB,TE,2,2021
Josh Oliver,0.7,7.6,0.0,0.0,0.9,BAL,TE,2,2021
Tommy Sweeney,0.6,7.9,0.0,0.0,0.9,BUF,TE,2,2021
Foster Moreau,0.5,5.8,0.1,0.0,0.9,LV,TE,2,2021
Luke Farrell,0.6,5.7,0.1,0.0,0.9,JAC,TE,2,2021
Ross Dwelley,0.5,5.8,0.0,0.0,0.7,SF,TE,2,2021
MyCole Pruitt,0.5,4.3,0.1,0.0,0.7,TEN,TE,2,2021
Tommy Tremble,0.5,5.2,0.0,0.0,0.7,CAR,TE,2,2021
Zach Gentry,0.5,4.6,0.0,0.0,0.7,PIT,TE,2,2021
Ben Ellefson,0.7,7.0,0.0,0.0,0.7,MIN,TE,2,2021
Evan Engram,1.0,7.0,0.0,0.0,0.7,NYG,TE,2,2021
Johnny Mundt,0.6,6.0,0.0,0.0,0.7,LAR,TE,2,2021
John Bates,0.7,5.8,0.0,0.1,0.7,WAS,TE,2,2021
Blake Bell,0.5,4.5,0.0,0.0,0.7,KC,TE,2,2021
Darrell Daniels,0.4,4.6,0.0,0.0,0.6,ARI,TE,2,2021
Hunter Long,0.7,6.0,0.0,0.0,0.6,MIA,TE,2,2021
Reggie Gilliam,0.3,2.9,0.1,0.0,0.6,BUF,TE,2,2021
Chris Myarick,0.6,5.5,0.0,0.0,0.6,NYG,TE,2,2021
Jesse James,0.3,3.0,0.0,0.0,0.5,CHI,TE,2,2021
Josiah Deguara,0.4,4.0,0.0,0.0,0.4,GB,TE,2,2021
Charlie Woerner,0.3,3.6,0.0,0.0,0.4,SF,TE,2,2021
Luke Stocker,0.3,2.4,0.0,0.0,0.4,MIN,TE,2,2021
Trevon Wesco,0.3,3.5,0.0,0.0,0.4,NYJ,TE,2,2021
Cethan Carter,0.2,1.4,0.0,0.0,0.3,MIA,TE,2,2021
J.P. Holtz,0.3,3.1,0.0,0.0,0.3,CHI,TE,2,2021
Jack Stoll,0.2,3.0,0.0,0.0,0.3,PHI,TE,2,2021
Jody Fortson,0.3,3.0,0.0,0.0,0.3,KC,TE,2,2021
Derek Carrier,0.2,2.7,0.0,0.0,0.3,LV,TE,2,2021
Garrett Griffin,0.2,2.3,0.0,0.0,0.2,NO,TE,2,2021
Antony Auclair,0.2,2.2,0.0,0.0,0.2,HOU,TE,2,2021
Tyler Mabry,0.2,2.0,0.0,0.0,0.2,SEA,TE,2,2021
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,TE,2,2021
Parker Hesse,0.1,2.0,0.0,0.0,0.2,ATL,TE,2,2021
Kylen Granson,0.2,2.0,0.0,0.0,0.2,IND,TE,2,2021
Ricky Seals-Jones,0.1,1.7,0.0,0.0,0.2,WAS,TE,2,2021
Sean McKeon,0.1,0.6,0.0,0.0,0.1,DAL,TE,2,2021
Codey McElroy,0.1,0.5,0.0,0.0,0.1,TB,TE,2,2021
Jace Sternberger,0.1,0.5,0.0,0.0,0.1,PIT,TE,2,2021
Colby Parkinson,0.1,0.5,0.0,0.0,0.1,SEA,TE,2,2021
Jeremy Sprinkle,0.1,0.8,0.0,0.0,0.1,DAL,TE,2,2021
Brycen Hopkins,0.1,1.0,0.0,0.0,0.1,LAR,TE,2,2021
Mitchell Wilcox,0.1,1.0,0.0,0.0,0.1,CIN,TE,2,2021
Daniel Brown,0.1,0.7,0.0,0.0,0.1,NYJ,TE,2,2021
Brandon Dillon,0.1,0.7,0.0,0.0,0.1,NYJ,TE,2,2021
Hunter Bryant,0.1,0.5,0.0,0.0,0.1,DET,TE,2,2021
Jared Pinkney,0.1,0.5,0.0,0.0,0.1,DET,TE,2,2021
Richard Rodgers,0.0,0.5,0.0,0.0,0.1,PHI,TE,2,2021
Jason Croom,0.1,0.5,0.0,0.0,0.0,PHI,TE,2,2021
Nick Vannett,0.0,0.5,0.0,0.0,0.0,NO,TE,2,2021
Travis Kelce,6.9,88.4,0.8,0.1,13.5,KC,TE,3,2021
Darren Waller,7.0,83.3,0.6,0.1,12.0,LV,TE,3,2021
George Kittle,5.2,64.9,0.5,0.1,9.5,SF,TE,3,2021
Mark Andrews,4.8,58.8,0.6,0.0,9.5,BAL,TE,3,2021
T.J. Hockenson,5.6,63.2,0.5,0.1,9.3,DET,TE,3,2021
Rob Gronkowski,3.7,46.2,0.6,0.0,8.4,TB,TE,3,2021
Noah Fant,4.5,51.4,0.5,0.0,7.9,DEN,TE,3,2021
Kyle Pitts,4.6,52.9,0.4,0.0,7.6,ATL,TE,3,2021
Tyler Higbee,4.0,44.6,0.4,0.0,6.9,LAR,TE,3,2021
Logan Thomas,4.2,42.7,0.4,0.0,6.7,WAS,TE,3,2021
Jared Cook,3.5,43.9,0.3,0.0,6.4,LAC,TE,3,2021
Robert Tonyan,3.3,37.0,0.4,0.0,5.8,GB,TE,3,2021
Dallas Goedert,3.5,39.8,0.3,0.0,5.8,PHI,TE,3,2021
Austin Hooper,3.4,35.4,0.2,0.0,5.0,CLE,TE,3,2021
Mike Gesicki,2.8,34.1,0.2,0.0,4.7,MIA,TE,3,2021
Hunter Henry,2.9,34.4,0.2,0.0,4.7,NE,TE,3,2021
Jonnu Smith,3.0,32.7,0.2,0.0,4.5,NE,TE,3,2021
Dawson Knox,2.6,29.8,0.2,0.0,4.5,BUF,TE,3,2021
Cole Kmet,3.1,32.4,0.2,0.0,4.4,CHI,TE,3,2021
Jack Doyle,2.9,31.3,0.2,0.0,4.2,IND,TE,3,2021
Blake Jarwin,2.6,29.9,0.2,0.0,4.0,DAL,TE,3,2021
Dalton Schultz,3.0,29.5,0.2,0.0,3.9,DAL,TE,3,2021
Evan Engram,2.8,28.9,0.2,0.0,3.8,NYG,TE,3,2021
David Njoku,2.1,26.8,0.2,0.0,3.6,CLE,TE,3,2021
Anthony Firkser,2.0,24.0,0.2,0.0,3.6,TEN,TE,3,2021
Dan Arnold,2.0,25.3,0.2,0.0,3.6,JAC,TE,3,2021
Hayden Hurst,2.6,25.9,0.2,0.0,3.5,ATL,TE,3,2021
Tyler Conklin,2.6,27.1,0.1,0.0,3.5,MIN,TE,3,2021
C.J. Uzomah,2.6,26.2,0.1,0.0,3.3,CIN,TE,3,2021
Pat Freiermuth,2.3,25.4,0.1,0.0,3.3,PIT,TE,3,2021
Adam Trautman,2.2,25.3,0.1,0.0,3.3,NO,TE,3,2021
Maxx Williams,2.0,23.3,0.1,0.0,3.2,ARI,TE,3,2021
Pharaoh Brown,2.2,24.7,0.1,0.0,3.2,HOU,TE,3,2021
Juwan Johnson,1.9,22.8,0.1,0.0,3.1,NO,TE,3,2021
Albert Okwuegbunam,2.2,22.9,0.2,0.1,3.1,DEN,TE,3,2021
James O'Shaughnessy,3.0,30.0,0.0,0.0,3.0,JAC,TE,3,2021
Zach Ertz,2.0,22.1,0.1,0.0,2.9,ARI,TE,3,2021
Will Dissly,1.7,17.9,0.2,0.0,2.7,SEA,TE,3,2021
Tyler Kroft,2.0,19.8,0.1,0.0,2.7,NYJ,TE,3,2021
Luke Farrell,1.7,18.5,0.1,0.0,2.6,JAC,TE,3,2021
Harrison Bryant,1.6,18.1,0.1,0.0,2.6,CLE,TE,3,2021
Jordan Akins,1.8,18.7,0.1,0.0,2.4,HOU,TE,3,2021
Mo Alie-Cox,1.5,17.8,0.1,0.0,2.3,IND,TE,3,2021
Kyle Rudolph,1.6,15.2,0.1,0.0,2.3,NYG,TE,3,2021
Chris Manhertz,1.5,17.1,0.1,0.0,2.2,JAC,TE,3,2021
Geoff Swaim,1.5,14.0,0.1,0.0,2.0,TEN,TE,3,2021
MyCole Pruitt,1.3,14.7,0.1,0.0,2.0,TEN,TE,3,2021
Tommy Hudson,1.2,12.5,0.1,0.0,2.0,TEN,TE,3,2021
O.J. Howard,1.1,15.2,0.1,0.0,2.0,TB,TE,3,2021
Tommy Tremble,1.0,10.9,0.1,0.0,1.7,CAR,TE,3,2021
Donald Parham Jr.,1.1,12.9,0.1,0.0,1.6,LAC,TE,3,2021
Ryan Griffin,1.2,12.9,0.0,0.0,1.6,NYJ,TE,3,2021
Jimmy Graham,1.0,12.6,0.1,0.0,1.6,CHI,TE,3,2021
Ian Thomas,1.1,10.8,0.1,0.0,1.5,CAR,TE,3,2021
Giovanni Ricci,0.8,8.3,0.1,0.0,1.4,CAR,TE,3,2021
Cameron Brate,0.8,8.7,0.1,0.0,1.3,TB,TE,3,2021
Foster Moreau,0.7,7.6,0.1,0.0,1.2,LV,TE,3,2021
Drew Sample,1.2,10.4,0.0,0.0,1.2,CIN,TE,3,2021
Derek Carrier,0.7,7.2,0.1,0.0,1.2,LV,TE,3,2021
Marcedes Lewis,0.8,8.7,0.0,0.0,1.1,GB,TE,3,2021
Hunter Long,1.1,10.4,0.0,0.1,1.1,MIA,TE,3,2021
Josh Oliver,0.8,8.2,0.0,0.0,1.1,BAL,TE,3,2021
Noah Gray,0.8,7.8,0.1,0.0,1.1,KC,TE,3,2021
Eric Saubert,0.8,7.0,0.1,0.0,1.0,DEN,TE,3,2021
Dominique Dafney,0.7,7.2,0.1,0.0,1.0,GB,TE,3,2021
Ricky Seals-Jones,0.7,8.6,0.0,0.1,1.0,WAS,TE,3,2021
Chris Herndon IV,0.7,7.6,0.0,0.0,1.0,MIN,TE,3,2021
Stephen Anderson,0.8,7.7,0.0,0.0,1.0,LAC,TE,3,2021
Durham Smythe,0.8,7.3,0.0,0.0,0.9,MIA,TE,3,2021
Ben Ellefson,0.6,5.6,0.1,0.0,0.9,MIN,TE,3,2021
Reggie Gilliam,0.4,3.6,0.1,0.0,0.8,BUF,TE,3,2021
Blake Bell,0.5,5.2,0.0,0.0,0.8,KC,TE,3,2021
Tommy Sweeney,0.5,6.1,0.0,0.0,0.8,BUF,TE,3,2021
Jacob Harris,0.5,4.7,0.1,0.0,0.8,LAR,TE,3,2021
Jacob Hollister,0.6,6.1,0.0,0.0,0.7,JAC,TE,3,2021
Colin Thompson,0.4,4.2,0.1,0.0,0.7,CAR,TE,3,2021
Josiah Deguara,0.6,6.3,0.0,0.0,0.7,GB,TE,3,2021
John Bates,0.7,5.9,0.0,0.1,0.7,WAS,TE,3,2021
Ross Dwelley,0.5,5.2,0.0,0.0,0.7,SF,TE,3,2021
Deon Yelder,0.6,5.5,0.0,0.0,0.7,ARI,TE,3,2021
Adam Shaheen,0.4,5.1,0.0,0.1,0.6,MIA,TE,3,2021
Jody Fortson,0.4,4.3,0.0,0.0,0.6,KC,TE,3,2021
Andrew Beck,0.3,2.7,0.1,0.0,0.6,DEN,TE,3,2021
Kaden Smith,0.5,4.2,0.0,0.0,0.5,NYG,TE,3,2021
Darrell Daniels,0.4,4.5,0.0,0.0,0.5,ARI,TE,3,2021
Johnny Mundt,0.4,4.2,0.0,0.0,0.4,LAR,TE,3,2021
Cethan Carter,0.2,2.0,0.0,0.0,0.4,MIA,TE,3,2021
Charlie Woerner,0.3,3.3,0.0,0.0,0.3,SF,TE,3,2021
Demetrius Harris,0.3,2.8,0.0,0.0,0.3,ARI,TE,3,2021
Zach Gentry,0.4,3.3,0.0,0.0,0.3,PIT,TE,3,2021
J.P. Holtz,0.3,3.3,0.0,0.0,0.3,CHI,TE,3,2021
Jesse James,0.4,3.3,0.0,0.0,0.3,CHI,TE,3,2021
Garrett Griffin,0.3,3.3,0.0,0.0,0.3,NO,TE,3,2021
Nick Boyle,0.2,1.9,0.0,0.0,0.3,BAL,TE,3,2021
Kylen Granson,0.2,3.0,0.0,0.0,0.3,IND,TE,3,2021
Jack Stoll,0.3,3.0,0.0,0.0,0.3,PHI,TE,3,2021
Trevon Wesco,0.2,2.6,0.0,0.0,0.3,NYJ,TE,3,2021
Antony Auclair,0.2,2.2,0.0,0.0,0.2,HOU,TE,3,2021
Mitchell Wilcox,0.2,2.0,0.0,0.0,0.2,CIN,TE,3,2021
Eric Tomlinson,0.2,2.0,0.0,0.0,0.2,BAL,TE,3,2021
Tyler Mabry,0.2,2.0,0.0,0.0,0.2,SEA,TE,3,2021
Brandon Dillon,0.1,1.3,0.0,0.0,0.2,NYJ,TE,3,2021
Daniel Brown,0.1,1.2,0.0,0.0,0.1,NYJ,TE,3,2021
Colby Parkinson,0.1,0.5,0.0,0.0,0.1,SEA,TE,3,2021
Jeremy Sprinkle,0.1,0.8,0.0,0.0,0.1,DAL,TE,3,2021
Hunter Bryant,0.1,0.6,0.0,0.0,0.1,DET,TE,3,2021
Jared Pinkney,0.1,0.6,0.0,0.0,0.1,DET,TE,3,2021
Richard Rodgers,0.0,0.6,0.0,0.0,0.1,PHI,TE,3,2021
Jason Croom,0.0,0.5,0.0,0.0,0.1,PHI,TE,3,2021
Nick Vannett,0.0,0.5,0.0,0.0,0.0,NO,TE,3,2021
Travis Kelce,7.0,89.9,0.8,0.1,13.5,KC,TE,4,2021
Darren Waller,6.7,79.3,0.6,0.1,11.7,LV,TE,4,2021
George Kittle,5.5,70.8,0.6,0.1,10.4,SF,TE,4,2021
Rob Gronkowski,4.0,48.0,0.8,0.0,9.6,TB,TE,4,2021
Mark Andrews,4.6,55.7,0.5,0.0,8.4,BAL,TE,4,2021
T.J. Hockenson,5.1,57.4,0.4,0.0,8.3,DET,TE,4,2021
Noah Fant,4.6,50.9,0.4,0.0,7.5,DEN,TE,4,2021
Tyler Higbee,3.7,40.2,0.4,0.0,6.6,LAR,TE,4,2021
Logan Thomas,4.3,44.6,0.3,0.0,6.3,WAS,TE,4,2021
Kyle Pitts,4.3,48.9,0.2,0.0,6.1,ATL,TE,4,2021
Jared Cook,3.4,42.6,0.3,0.0,6.0,LAC,TE,4,2021
Dallas Goedert,3.5,41.9,0.3,0.0,5.9,PHI,TE,4,2021
