rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_lg,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,position,year,team
189.0,Cobi Hamilton,1.0,6.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,0.3,0.0,WR,2017,team
190.0,Harry Douglas,1.0,3.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,0.4,0.0,WR,2017,team
191.0,Kevin White,2.0,4.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,0.6,0.0,WR,2017,team
192.0,Eric Weems,1.0,2.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.5,0.0,0.0,WR,2017,team
193.0,Larry Pinkard,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,0.1,0.0,WR,2017,team
194.0,Max McCaffrey,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,0.1,0.0,WR,2017,team
195.0,Charone Peake,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,0.1,0.0,WR,2017,team
196.0,Matt Hazel,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,0.0,WR,2017,team
417.0,Griff Whalen,4.0,6.0,23.0,5.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,WR,2017,team
493.0,Ty Montgomery,23.0,31.0,173.0,7.5,23.0,3.0,1.0,71.0,273.0,3.0,0.0,8.0,0.0,0.0,0.6,WR,2017,team
502.0,Isaiah McKenzie,4.0,13.0,29.0,7.3,14.0,0.0,0.0,1.0,4.0,0.0,2.0,11.0,-0.7,-0.1,5.5,WR,2017,team
503.0,Andre Roberts,1.0,4.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,-0.8,-0.1,0.1,WR,2017,team
504.0,John Ross,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,3.0,-0.8,-0.3,0.1,WR,2017,team
505.0,Kalif Raymond,1.0,1.0,12.0,12.0,12.0,0.0,0.0,1.0,-1.0,0.0,1.0,8.0,-0.9,-0.1,3.3,WR,2017,team
