rank,player,receiving_rec,receiving_tgt,receiving_yds,receiving_avg,receiving_long,receiving_20p,receiving_td,rushing_att,rushing_yds,rushing_td,lst,games,fantasy_points,fantasy_points_per_game,rost,team,position,week,year
1,T.J. Hockenson,6,9,131,21.8,39,4,1,0,0,0,0,1,19.1,19.1,57.4,DET,TE,1,2019
2,Evan Engram,11,14,116,10.5,22,1,1,0,0,0,0,1,17.6,17.6,28.5,NYG,TE,1,2019
3,Delanie Walker,5,6,55,11.0,16,0,2,0,0,0,0,1,17.5,17.5,0.1,,TE,1,2019
4,Mark Andrews,8,8,108,13.5,39,3,1,0,0,0,0,1,16.8,16.8,99.9,BAL,TE,1,2019
5,Vernon Davis,4,7,59,14.8,48,1,1,0,0,0,0,1,11.9,11.9,1.6,,TE,1,2019
6,Blake Jarwin,3,3,39,13.0,28,1,1,0,0,0,0,1,9.9,9.9,2.7,DAL,TE,1,2019
7,David Njoku,4,6,37,9.3,18,0,1,0,0,0,0,1,9.7,9.7,12.9,CLE,TE,1,2019
8,Jimmy Graham,3,5,30,10.0,16,0,1,0,0,0,0,1,9.0,9.0,0.8,CHI,TE,1,2019
9,Travis Kelce,3,8,88,29.3,42,2,0,0,0,0,0,1,8.8,8.8,100.0,KC,TE,1,2019
10,Tyler Higbee,4,5,20,5.0,6,0,1,0,0,0,0,1,8.0,8.0,77.4,LAR,TE,1,2019
11,Austin Hooper,9,9,77,8.6,16,0,0,0,0,0,0,1,7.7,7.7,28.8,CLE,TE,1,2019
12,Jason Witten,3,4,15,5.0,6,0,1,0,0,0,0,1,7.5,7.5,0.1,,TE,1,2019
13,Darren Waller,7,8,70,10.0,25,1,0,0,0,0,0,1,7.0,7.0,92.6,LV,TE,1,2019
14,C.J. Uzomah,4,5,66,16.5,36,1,0,0,0,0,0,1,6.6,6.6,20.8,CIN,TE,1,2019
15,Hunter Henry,4,5,60,15.0,22,1,0,0,0,0,0,1,6.0,6.0,65.9,NE,TE,1,2019
16,Zach Ertz,5,7,54,10.8,26,1,0,0,0,0,0,1,5.4,5.4,85.8,ARI,TE,1,2019
17,George Kittle,8,10,54,6.8,19,0,0,0,0,0,0,1,5.4,5.4,99.7,SF,TE,1,2019
18,Hayden Hurst,3,3,41,13.7,23,1,0,0,0,0,0,1,4.1,4.1,0.9,ATL,TE,1,2019
19,Vance McDonald,2,4,40,20.0,21,1,0,0,0,0,0,1,4.0,4.0,0.0,,TE,1,2019
20,Jared Cook,2,3,37,18.5,31,1,0,0,0,0,0,1,3.7,3.7,50.2,LAC,TE,1,2019
21,Greg Olsen,4,9,36,9.0,14,0,0,0,0,0,0,1,3.6,3.6,7.0,,TE,1,2019
22,Tommy Sweeney,2,2,35,17.5,29,1,0,0,0,0,0,1,3.5,3.5,0.5,BUF,TE,1,2019
23,James O'Shaughnessy,4,5,32,8.0,9,0,0,0,0,0,0,1,3.2,3.2,1.7,JAC,TE,1,2019
24,Mike Gesicki,2,6,31,15.5,26,1,0,0,0,0,0,1,3.1,3.1,87.6,MIA,TE,1,2019
25,Robert Tonyan,1,1,28,28.0,28,1,0,0,0,0,0,1,2.8,2.8,18.6,GB,TE,1,2019
26,Tyler Eifert,5,5,27,5.4,7,0,0,0,0,0,0,1,2.7,2.7,0.0,,TE,1,2019
27,Nick Boyle,3,3,26,8.7,12,0,0,0,0,0,0,1,2.6,2.6,0.1,BAL,TE,1,2019
28,Noah Fant,2,4,29,14.5,20,1,0,1,-5,0,0,1,2.4,2.4,80.3,DEN,TE,1,2019
29,Jack Doyle,1,2,20,20.0,20,1,0,0,0,0,0,1,2.0,2.0,2.2,IND,TE,1,2019
30,Foster Moreau,2,2,20,10.0,11,0,0,0,0,0,0,1,2.0,2.0,23.7,LV,TE,1,2019
31,Jordan Akins,1,2,17,17.0,17,0,0,0,0,0,0,1,1.7,1.7,0.3,HOU,TE,1,2019
32,Geoff Swaim,4,4,17,4.3,5,0,0,0,0,0,0,1,1.7,1.7,0.3,TEN,TE,1,2019
33,Jonnu Smith,1,1,7,7.0,7,0,0,1,10,0,0,1,1.7,1.7,22.7,NE,TE,1,2019
34,Nick Vannett,2,2,16,8.0,11,0,0,0,0,0,0,1,1.6,1.6,0.1,NO,TE,1,2019
35,Dallas Goedert,2,3,16,8.0,9,0,0,0,0,0,0,1,1.6,1.6,89.8,PHI,TE,1,2019
36,Maxx Williams,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.4,ARI,TE,1,2019
37,Jesse James,1,1,15,15.0,15,0,0,0,0,0,0,1,1.5,1.5,0.0,CHI,TE,1,2019
38,Marcedes Lewis,2,3,14,7.0,9,0,0,0,0,0,0,1,1.4,1.4,0.2,GB,TE,1,2019
39,O.J. Howard,4,5,32,8.0,15,0,0,0,0,0,1,1,1.2,1.2,1.2,TB,TE,1,2019
40,Will Dissly,1,2,12,12.0,12,0,0,0,0,0,0,1,1.2,1.2,0.2,SEA,TE,1,2019
41,Ryan Griffin,3,4,10,3.3,11,0,0,0,0,0,0,1,1.0,1.0,0.6,NYJ,TE,1,2019
42,Rhett Ellison,1,2,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,1,2019
43,Jeremy Sprinkle,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,DAL,TE,1,2019
44,Cameron Brate,2,2,8,4.0,7,0,0,0,0,0,0,1,0.8,0.8,2.8,TB,TE,1,2019
45,Eric Ebron,1,3,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,3.0,,TE,1,2019
46,Blake Bell,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.2,KC,TE,1,2019
47,Gerald Everett,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,35.7,,TE,1,2019
48,Adam Shaheen,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0,MIA,TE,1,2019
49,Charles Clay,1,1,5,5.0,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,1,2019
50,Virgil Green,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,,TE,1,2019
51,Ryan Izzo,1,2,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,0.0,TEN,TE,1,2019
52,Mo Alie-Cox,1,1,3,3.0,3,0,0,0,0,0,0,1,0.3,0.3,2.2,IND,TE,1,2019
53,Dawson Knox,1,2,1,1.0,1,0,0,0,0,0,0,1,0.1,0.1,87.2,BUF,TE,1,2019
65,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,1,2019
100,Ian Thomas,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,1,2019
101,Jordan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DET,TE,1,2019
104,Durham Smythe,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,MIA,TE,1,2019
105,Chris Herndon IV,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,MIN,TE,1,2019
107,Troy Fumagalli,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NE,TE,1,2019
108,James Looney,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
109,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,1,2019
110,Jordan Franks,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CLE,TE,1,2019
112,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,1,2019
113,Pharaoh Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,HOU,TE,1,2019
114,Tyrone Swoopes,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
115,Dan Arnold,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,6.7,JAC,TE,1,2019
117,Donnie Ernsberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
119,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,1,2019
120,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CIN,TE,1,2019
121,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,1,2019
125,Irv Smith Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,7.3,MIN,TE,1,2019
137,Deon Yelder,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,1,2019
138,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,1,2019
141,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,1,2019
142,Garrett Dickerson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
147,Brandon Dillon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,1,2019
185,Sean Culkin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
186,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,1,2019
187,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
188,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,1,2019
193,Logan Paulsen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
194,Kyle Rudolph,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.3,NYG,TE,1,2019
195,Rob Gronkowski,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,97.7,TB,TE,1,2019
196,Jordan Reed,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.0,,TE,1,2019
197,Dion Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
198,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,1,2019
199,Luke Willson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
200,Demetrius Harris,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,ARI,TE,1,2019
203,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LV,TE,1,2019
204,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
209,Antonio Gates,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,,TE,1,2019
211,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,1,2019
212,Ed Dickson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
213,Jermaine Gresham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
218,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,1,2019
219,Kevin McDermott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
220,Andrew DePaola,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIN,TE,1,2019
221,Bronson Kaufusi,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
222,Jeff Driskel,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,HOU,TE,1,2019
223,Seth DeValve,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
224,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,1,2019
225,Jerell Adams,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
226,Ben Braunecker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
227,David Grinnage,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
228,David Morgan II,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
229,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,1,2019
230,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,1,2019
231,Brian Parker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
232,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,1,2019
233,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,1,2019
235,Jake Butt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,,TE,1,2019
236,Antony Auclair,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,HOU,TE,1,2019
238,Mason Schreck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,1,2019
241,Johnny Mundt,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,1,2019
242,Jason Croom,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PHI,TE,1,2019
243,Anthony Firkser,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,1,2019
244,J.P. Holtz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,1,2019
245,Alex Ellis,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ARI,TE,1,2019
246,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,1,2019
247,Cole Wick,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
248,Alan Cross,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
249,Mitchell Loewen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
251,Matt LaCosse,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
252,Trey Burton,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
253,Logan Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,27.1,WAS,TE,1,2019
254,Kelvin Benjamin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,,TE,1,2019
256,Xavier Grimble,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,1,2019
257,Richard Rodgers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,PHI,TE,1,2019
258,Erik Swoope,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
259,Ben Koyack,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
260,Tyler Kroft,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,NYJ,TE,1,2019
261,Jeff Heuerman,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
262,MyCole Pruitt,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,1,2019
263,Chris Manhertz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,JAC,TE,1,2019
264,Clive Walford,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
265,Matt Lengel,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
266,Neal Sterling,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
267,Khari Lee,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
268,Nick O'Leary,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
269,Darren Fells,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
270,Scott Simonson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
271,Jerome Cunningham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
272,Kyle Nelson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,1,2019
273,Josh Hill,1,1,-2,-2.0,0,0,0,0,0,0,0,1,-0.2,-0.2,0.0,,TE,1,2019
1,Mark Andrews,8,9,112,14.0,28,3,1,0,0,0,0,1,17.2,17.2,99.9,BAL,TE,2,2019
2,Will Dissly,5,5,50,10.0,14,0,2,0,0,0,0,1,17.0,17.0,0.2,SEA,TE,2,2019
3,Travis Kelce,7,9,107,15.3,34,2,1,0,0,0,0,1,16.7,16.7,100.0,KC,TE,2,2019
4,Vance McDonald,7,7,38,5.4,8,0,2,0,0,0,0,1,15.8,15.8,0.0,,TE,2,2019
5,Greg Olsen,6,9,110,18.3,41,2,0,0,0,0,0,1,11.0,11.0,7.0,,TE,2,2019
6,Zach Ertz,8,16,72,9.0,16,0,0,0,0,0,0,1,9.2,9.2,85.8,ARI,TE,2,2019
7,Jason Witten,4,4,25,6.3,18,0,1,0,0,0,0,1,8.5,8.5,0.1,,TE,2,2019
8,Eric Ebron,3,4,25,8.3,13,0,1,0,0,0,0,1,8.5,8.5,3.0,,TE,2,2019
9,Tyler Eifert,3,5,9,3.0,8,0,1,0,0,0,0,1,6.9,6.9,0.0,,TE,2,2019
10,Darren Waller,6,7,63,10.5,16,0,0,0,0,0,0,1,6.3,6.3,92.6,LV,TE,2,2019
11,Hayden Hurst,1,1,1,1.0,1,0,1,0,0,0,0,1,6.1,6.1,0.9,ATL,TE,2,2019
12,George Kittle,3,3,54,18.0,36,1,0,0,0,0,0,1,5.4,5.4,99.7,SF,TE,2,2019
13,Evan Engram,6,8,48,8.0,33,1,0,0,0,0,0,1,4.8,4.8,28.5,NYG,TE,2,2019
14,Delanie Walker,4,6,39,9.8,15,0,0,0,0,0,0,1,3.9,3.9,0.1,,TE,2,2019
15,Austin Hooper,4,6,34,8.5,14,0,0,0,0,0,0,1,3.4,3.4,28.8,CLE,TE,2,2019
16,Derek Carrier,3,5,33,11.0,25,1,0,0,0,0,0,1,3.3,3.3,0.0,LV,TE,2,2019
17,Matt LaCosse,2,2,33,16.5,23,1,0,0,0,0,0,1,3.3,3.3,0.0,,TE,2,2019
18,Noah Fant,4,4,33,8.3,24,1,0,0,0,0,0,1,3.3,3.3,80.3,DEN,TE,2,2019
19,Vernon Davis,3,4,29,9.7,15,0,0,0,0,0,0,1,2.9,2.9,1.6,,TE,2,2019
20,James O'Shaughnessy,4,4,28,7.0,10,0,0,0,0,0,0,1,2.8,2.8,1.7,JAC,TE,2,2019
21,Jordan Akins,2,3,25,12.5,16,0,0,0,0,0,0,1,2.5,2.5,0.3,HOU,TE,2,2019
22,Drew Sample,2,3,25,12.5,21,1,0,0,0,0,0,1,2.5,2.5,0.1,CIN,TE,2,2019
23,Jared Cook,2,7,25,12.5,18,0,0,0,0,0,0,1,2.5,2.5,50.2,LAC,TE,2,2019
24,Durham Smythe,1,1,24,24.0,24,1,0,0,0,0,0,1,2.4,2.4,0.1,MIA,TE,2,2019
25,Adam Shaheen,3,3,24,8.0,9,0,0,0,0,0,0,1,2.4,2.4,0.0,MIA,TE,2,2019
26,Ben Braunecker,2,3,24,12.0,18,0,0,0,0,0,0,1,2.4,2.4,0.0,,TE,2,2019
27,Blake Jarwin,1,1,22,22.0,22,1,0,0,0,0,0,1,2.2,2.2,2.7,DAL,TE,2,2019
28,Jeff Heuerman,4,5,21,5.3,8,0,0,0,0,0,0,1,2.1,2.1,0.0,,TE,2,2019
29,Maxx Williams,1,1,21,21.0,21,1,0,0,0,0,0,1,2.1,2.1,0.4,ARI,TE,2,2019
30,Gerald Everett,3,4,21,7.0,11,0,0,1,0,0,0,1,2.1,2.1,35.7,,TE,2,2019
31,Tyler Higbee,2,3,21,10.5,18,0,0,0,0,0,0,1,2.1,2.1,77.4,LAR,TE,2,2019
32,Jack Doyle,2,3,21,10.5,13,0,0,0,0,0,0,1,2.1,2.1,2.2,IND,TE,2,2019
33,Dawson Knox,1,4,18,18.0,18,0,0,0,0,0,0,1,1.8,1.8,87.2,BUF,TE,2,2019
34,Jesse James,3,4,18,6.0,7,0,0,0,0,0,0,1,1.8,1.8,0.0,CHI,TE,2,2019
35,Geoff Swaim,3,4,14,4.7,9,0,0,0,0,0,0,1,1.4,1.4,0.3,TEN,TE,2,2019
36,Nick Boyle,1,3,14,14.0,14,0,0,0,0,0,0,1,1.4,1.4,0.1,BAL,TE,2,2019
37,Nick Vannett,1,1,13,13.0,13,0,0,0,0,0,0,1,1.3,1.3,0.1,NO,TE,2,2019
38,Jeremy Sprinkle,1,1,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,0.0,DAL,TE,2,2019
39,Mike Gesicki,1,2,11,11.0,11,0,0,0,0,0,0,1,1.1,1.1,87.6,MIA,TE,2,2019
40,Cameron Brate,2,2,10,5.0,5,0,0,0,0,0,0,1,1.0,1.0,2.8,TB,TE,2,2019
41,Darren Fells,1,3,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,2,2019
42,Virgil Green,1,2,9,9.0,9,0,0,0,0,0,0,1,0.9,0.9,0.0,,TE,2,2019
43,Kyle Rudolph,3,4,9,3.0,5,0,0,0,0,0,0,1,0.9,0.9,0.3,NYG,TE,2,2019
44,Lee Smith,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,2,2019
45,Rhett Ellison,1,1,8,8.0,8,0,0,0,0,0,0,1,0.8,0.8,0.0,,TE,2,2019
46,Logan Thomas,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,27.1,WAS,TE,2,2019
47,T.J. Hockenson,1,3,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,57.4,DET,TE,2,2019
48,Troy Fumagalli,1,1,7,7.0,7,0,0,0,0,0,0,1,0.7,0.7,0.0,NE,TE,2,2019
49,Nick O'Leary,1,1,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0,,TE,2,2019
50,Charles Clay,1,2,6,6.0,6,0,0,0,0,0,0,1,0.6,0.6,0.0,,TE,2,2019
51,Trey Burton,2,3,5,2.5,5,0,0,0,0,0,0,1,0.5,0.5,0.0,,TE,2,2019
52,Luke Stocker,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.0,MIN,TE,2,2019
53,Demetrius Harris,1,1,4,4.0,4,0,0,0,0,0,0,1,0.4,0.4,0.1,ARI,TE,2,2019
64,Matthew Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,LAR,TE,2,2019
104,Ryan Izzo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,TEN,TE,2,2019
105,Dalton Schultz,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,89.9,DAL,TE,2,2019
106,Tyler Conklin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,40.5,MIN,TE,2,2019
109,Ian Thomas,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,CAR,TE,2,2019
111,Pharaoh Brown,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,HOU,TE,2,2019
122,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,DEN,TE,2,2019
129,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,2,2019
132,Ross Dwelley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1,SF,TE,2,2019
135,Jaeden Graham,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,ATL,TE,2,2019
139,Tommy Sweeney,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.5,BUF,TE,2,2019
141,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,23.7,LV,TE,2,2019
181,Sean Culkin,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,2,2019
182,Cethan Carter,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,MIA,TE,2,2019
188,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYG,TE,2,2019
189,Ryan Griffin,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6,NYJ,TE,2,2019
192,Jimmy Graham,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.8,CHI,TE,2,2019
198,Clark Harris,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CIN,TE,2,2019
202,Marcedes Lewis,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,GB,TE,2,2019
204,Seth DeValve,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,2,2019
207,Bronson Kaufusi,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,,TE,2,2019
209,Eric Tomlinson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,2,2019
210,Daniel Brown,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NYJ,TE,2,2019
211,Beau Brinkley,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2,CHI,TE,2,2019
212,James Winchester,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,KC,TE,2,2019
213,Tyler Ott,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,SEA,TE,2,2019
214,Patrick Scales,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,CHI,TE,2,2019
217,Jonnu Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,22.7,NE,TE,2,2019
218,Antony Auclair,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,HOU,TE,2,2019
219,Robert Tonyan,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,18.6,GB,TE,2,2019
222,Mo Alie-Cox,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,2.2,IND,TE,2,2019
224,Ricky Seals-Jones,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,10.8,WAS,TE,2,2019
227,Anthony Firkser,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,3.7,TEN,TE,2,2019
229,Zach Wood,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,NO,TE,2,2019
231,O.J. Howard,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.2,TB,TE,2,2019
232,David Njoku,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,12.9,CLE,TE,2,2019
234,Xavier Grimble,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,BAL,TE,2,2019
